N	2gram	Bakhtin_Fr_4	Myslijsy
1	то есть	21	34
2	в слове	2	32
3	в том	7	32
4	и в	29	30
5	может быть	2	28
6	то же	10	23
7	не только	10	21
8	только в	2	21
9	но и	9	19
10	том что	3	18
11	то что	4	18
12	того что	3	18
13	в себе	3	16
14	и не	16	15
15	таким образом	20	14
16	так как	7	13
17	так и	11	11
18	как и	12	10
19	как в	2	10
20	в этом	11	10
21	в то	10	10
22	в нем	5	9
23	в ней	3	8
24	и то	2	8
25	с другой	4	7
26	вовсе не	9	7
27	к тому	2	7
28	как мы	10	7
29	но не	2	7
30	с одной	2	7
31	тем что	4	7
32	но оно	2	6
33	что он	4	6
34	но это	4	6
35	из них	6	6
36	не может	2	6
37	там же	3	6
38	уже не	2	6
39	с ним	2	6
40	уже в	2	5
41	в них	7	5
42	и как	3	5
43	же время	8	5
44	в своем	3	5
45	еще не	4	5
46	как на	2	5
47	тому как	3	5
48	сказать что	5	5
49	что я	2	5
50	что это	5	4
51	мы видели	7	4
52	этот образ	4	4
53	все это	4	4
54	то время	2	4
55	в его	8	4
56	в котором	2	4
57	один из	4	4
58	другой стороны	3	4
59	бы не	2	4
60	и его	8	4
61	он не	3	4
62	для того	3	4
63	и по	5	4
64	в один	2	4
65	далеко не	5	4
66	и это	2	4
67	и при	2	4
68	место в	2	3
69	быть может	2	3
70	и есть	4	3
71	прежде всего	8	3
72	и все	13	3
73	в образе	4	3
74	к этому	2	3
75	именно в	2	3
76	есть в	2	3
77	более или	3	3
78	мы можем	3	3
79	одной стороны	2	3
80	при этом	3	3
81	как бы	8	3
82	образом и	3	3
83	со стороны	2	3
84	или менее	3	3
85	в словах	2	3
86	того чтобы	3	3
87	дает нам	2	3
88	к нему	3	3
89	все остальные	3	3
90	друг друга	2	3
91	так же	7	3
92	или в	2	3
93	и на	11	3
94	образом в	3	3
95	же и	3	3
96	его в	9	3
97	здесь только	2	3
98	там где	3	3
99	в чем	3	3
100	в которой	4	3
101	перед нами	4	2
102	во время	10	2
103	время и	2	2
104	в приведенном	2	2
105	связи с	2	2
106	не столько	2	2
107	это в	2	2
108	а как	2	2
109	его к	2	2
110	одной из	2	2
111	на котором	2	2
112	все в	2	2
113	в ее	3	2
114	мы видим	3	2
115	в этой	13	2
116	что они	2	2
117	по своему	4	2
118	но как	3	2
119	у него	5	2
120	и тот	2	2
121	и мы	2	2
122	на его	2	2
123	и о	5	2
124	том же	2	2
125	мы уже	10	2
126	но этот	2	2
127	в новом	2	2
128	с таким	2	2
129	но мы	2	2
130	все же	3	2
131	жизни и	4	2
132	в своей	5	2
133	образов и	2	2
134	и до	5	2
135	в их	2	2
136	в других	2	2
137	в разных	3	2
138	это и	5	2
139	но только	2	2
140	и наконец	2	2
141	и даже	3	2
142	той же	3	2
143	их в	2	2
144	ни в	2	2
145	которое не	2	2
146	точки зрения	4	2
147	подобно тому	3	2
148	то он	2	2
149	еще раз	2	2
150	у меня	2	2
151	о том	2	2
152	так сказать	2	2
153	и с	9	2
