N	2gram	Losev_Prob_1	Komedia
1	и в	32	22
2	в комедии	2	22
3	том что	12	12
4	в том	9	11
5	но и	9	11
6	не только	17	10
7	из них	3	10
8	в то	6	10
9	как и	3	9
10	и т	11	9
11	может быть	14	9
12	таким образом	6	8
13	и не	31	8
14	и его	3	8
15	о том	11	8
16	едва ли	2	7
17	в этой	10	7
18	что в	12	6
19	в отношении	3	6
20	в конце	6	6
21	что он	7	6
22	к тому	3	6
23	ни в	7	6
24	такого рода	7	6
25	то же	10	6
26	не в	4	6
27	а в	4	6
28	в которой	2	6
29	уже в	3	5
30	с другой	3	5
31	прежде всего	10	5
32	о которых	3	5
33	при этом	6	5
34	в его	6	5
35	один из	4	5
36	на его	2	5
37	в истории	4	5
38	так и	12	5
39	как в	4	5
40	все это	7	5
41	другой стороны	3	5
42	и даже	11	5
43	потому что	16	5
44	между тем	2	5
45	именно в	4	4
46	в их	4	4
47	по поводу	4	4
48	ясно что	3	4
49	несмотря на	3	4
50	как мы	7	4
51	же в	4	4
52	что они	3	4
53	в качестве	2	4
54	а также	4	4
55	в котором	5	4
56	и особенно	2	4
57	в нем	13	4
58	т д	10	4
59	тем что	7	4
60	в результате	2	4
61	действующих лиц	2	4
62	точки зрения	3	4
63	конце концов	4	4
64	так как	11	4
65	но в	14	4
66	мы можем	4	4
67	же как	2	3
68	казалось бы	4	3
69	не менее	19	3
70	однако в	2	3
71	в них	7	3
72	на то	8	3
73	у нас	14	3
74	и как	6	3
75	по своему	9	3
76	здесь в	3	3
77	из числа	2	3
78	и о	8	3
79	да и	3	3
80	хотя и	6	3
81	он не	3	3
82	так же	9	3
83	того как	3	3
84	мы не	2	3
85	как раз	13	3
86	и на	8	3
87	в этом	19	3
88	и с	2	3
89	в виде	15	3
90	могут быть	2	3
91	и ее	8	3
92	и еще	3	3
93	только в	7	3
94	и все	7	3
95	его в	6	3
96	в чем	3	3
97	как это	6	3
98	ничего не	10	3
99	в сознании	5	3
100	и здесь	6	2
101	еще и	5	2
102	для них	2	2
103	за пределы	6	2
104	и во	3	2
105	вовсе не	35	2
106	указывает на	14	2
107	тем не	18	2
108	художественный образ	9	2
109	но не	9	2
110	совсем не	4	2
111	именно на	3	2
112	того же	3	2
113	до сих	3	2
114	еще не	9	2
115	было бы	8	2
116	в действительности	3	2
117	в самом	6	2
118	между прочим	2	2
119	большей частью	2	2
120	из других	2	2
121	или может	2	2
122	всяком случае	3	2
123	для себя	3	2
124	говоря уже	2	2
125	и тем	13	2
126	то что	42	2
127	вместе с	2	2
128	не говоря	4	2
129	ее в	2	2
130	или менее	3	2
131	только что	2	2
132	что к	2	2
133	то и	6	2
134	для этого	3	2
135	в сущности	2	2
136	не может	8	2
137	даже если	4	2
138	в других	5	2
139	которых мы	2	2
140	и притом	4	2
141	к нему	3	2
142	быть даже	2	2
143	или в	4	2
144	нас в	2	2
145	но это	8	2
146	во всяком	7	2
147	чем же	2	2
148	но он	3	2
149	на себя	2	2
150	в себе	15	2
151	как будто	3	2
152	же самое	9	2
153	в области	2	2
154	сих пор	3	2
