N	3gram	Vinokur_Vv_1	Problema
1	и т д	37	13
2	тем не менее	8	10
3	в том что	12	9
4	сама по себе	3	8
5	в данном случае	4	7
6	то же самое	2	7
7	в связи с	2	7
8	и то что	2	7
9	и в этом	3	6
10	во всяком случае	3	6
11	по крайней мере	4	5
12	в этом случае	6	5
13	с другой стороны	5	5
14	не может быть	8	5
15	в то же	5	4
16	что иное как	4	4
17	есть не что	2	4
18	что же касается	2	4
19	не что иное	4	4
20	тех или иных	3	4
21	потому что он	2	4
22	как будто бы	2	3
23	дело в том	2	3
24	точно так же	2	3
25	можно было бы	3	3
26	о том что	12	3
27	в конце концов	2	3
28	само по себе	3	3
29	и тем не	3	3
30	может быть и	2	3
31	заключается в том	3	3
32	одна от другой	2	2
33	по сравнению с	3	2
34	широком смысле слова	4	2
35	с точки зрения	2	2
36	не только в	4	2
37	вовсе не в	2	2
38	в отличие от	3	2
39	можно сказать что	3	2
40	как мы видели	2	2
41	но также и	9	2
42	до сих пор	5	2
43	в том виде	3	2
