N	2gram	Vinokur_St_1	Narrotol
1	не только	18	26
2	а не	16	17
3	но и	10	15
4	в том	36	14
5	при этом	2	14
6	в качестве	4	14
7	и не	16	14
8	том что	29	13
9	и в	44	13
10	в этом	21	13
11	такого рода	2	12
12	в частности	4	11
13	только в	10	11
14	может быть	15	10
15	в данном	14	10
16	своего рода	3	9
17	так и	9	9
18	а в	17	9
19	то есть	2	9
20	то что	18	8
21	в себе	2	8
22	в тексте	12	8
23	не может	8	8
24	не в	12	8
25	никогда не	5	6
26	в своем	2	6
27	прежде всего	7	6
28	того что	9	6
29	в его	9	6
30	данном случае	6	6
31	со стороны	6	6
32	все же	8	6
33	у него	2	6
34	как бы	4	6
35	а также	2	6
36	ничего не	2	6
37	но в	10	6
38	точки зрения	11	5
39	тем не	2	5
40	что он	10	5
41	одной стороны	2	5
42	он не	2	5
43	в котором	5	5
44	я не	7	5
45	и тем	3	5
46	в нем	5	5
47	отношению к	3	5
48	на него	2	5
49	как в	13	5
50	по отношению	3	5
51	таким образом	7	5
52	с одной	3	5
53	в той	6	5
54	тем самым	2	5
55	с другой	9	5
56	в то	9	5
57	о том	17	5
58	ответ на	3	5
59	что это	4	4
60	не менее	5	4
61	если бы	9	4
62	в конце	3	4
63	об этом	3	4
64	как и	9	4
65	что в	30	4
66	для него	6	4
67	не является	3	4
68	и уже	2	4
69	жизни и	5	4
70	в своей	6	4
71	в ее	4	4
72	то же	5	4
73	в какой	3	4
74	и у	2	4
75	свидетельствует о	2	4
76	в другом	3	4
77	в этой	11	4
78	и все	2	4
79	как это	4	4
80	а как	2	3
81	тому что	3	3
82	мы имеем	2	3
83	точку зрения	3	3
84	это не	8	3
85	или иного	4	3
86	о которой	3	3
87	да и	3	3
88	в слове	5	3
89	что они	7	3
90	о котором	2	3
91	но не	3	3
92	же время	4	3
93	и сам	2	3
94	того или	4	3
95	как раз	4	3
96	для себя	3	3
97	в целом	5	3
98	внимание на	3	3
99	как к	3	3
100	все эти	5	3
101	самом деле	11	3
102	того чтобы	11	3
103	и даже	5	3
104	и по	5	3
105	и для	3	3
106	и его	8	3
107	в таком	3	3
108	с этой	3	3
109	этом отношении	7	3
110	сказать что	7	3
111	между тем	3	3
112	по своей	2	3
113	как правило	2	3
114	дело с	2	2
115	же как	3	2
116	можно назвать	2	2
117	по словам	4	2
118	должен был	2	2
119	одно из	2	2
120	а то	2	2
121	что у	4	2
122	о них	2	2
123	превращается в	2	2
124	хотя бы	6	2
125	столь же	4	2
126	а во	3	2
127	из этих	6	2
128	я уже	3	2
129	но также	9	2
130	в случае	2	2
131	вовсе не	19	2
132	на свой	2	2
133	на то	4	2
134	для нас	7	2
135	говорит о	3	2
136	и т	30	2
137	в начале	3	2
138	тем более	4	2
139	и более	2	2
140	как о	2	2
141	должна быть	3	2
142	имеем дело	2	2
143	что с	2	2
144	еще не	3	2
145	было бы	17	2
146	со всеми	2	2
147	по поводу	7	2
148	во второй	9	2
149	в самом	7	2
150	несмотря на	2	2
151	нас нет	7	2
152	и иные	2	2
153	но для	2	2
154	что она	4	2
155	не являются	3	2
156	не все	3	2
157	что и	6	2
158	его жизни	3	2
159	раз в	2	2
160	подчеркнуть что	2	2
161	xix в	5	2
162	в других	2	2
163	а с	3	2
164	если не	2	2
165	именно в	6	2
166	у нас	11	2
167	на самом	6	2
168	и что	4	2
169	более чем	2	2
170	с точки	8	2
171	не имеет	4	2
172	по его	2	2
173	так же	5	2
174	всякий раз	2	2
175	той же	5	2
176	мы не	2	2
177	можно было	13	2
178	или иначе	2	2
179	в чем	3	2
180	но это	6	2
181	в результате	3	2
182	в ней	3	2
183	в виде	3	2
184	мере в	2	2
185	но он	2	2
186	в своих	2	2
187	т п	9	2
188	говорить о	2	2
189	во время	3	2
190	видно что	3	2
191	в равной	2	2
192	потому что	6	2
193	в области	14	2
194	могло бы	2	2
195	в сознании	2	2
196	к которому	4	2
197	том как	4	2
