N	2gram	Tiupa_Lite_1	Dialekti
1	не есть	2	47
2	и не	12	30
3	может быть	13	20
4	и в	8	19
5	не только	24	19
6	а не	16	16
7	в себе	7	15
8	то что	10	14
9	и даже	3	14
10	в том	16	14
11	как бы	7	14
12	потому что	3	14
13	но и	17	12
14	то же	5	12
15	точки зрения	6	12
16	как и	6	10
17	в нем	2	10
18	так и	4	10
19	том что	14	10
20	это не	4	10
21	никогда не	4	9
22	не может	5	9
23	же и	3	9
24	прежде всего	11	8
25	с точки	2	8
26	не в	8	8
27	в этом	12	8
28	в своей	4	8
29	в душе	3	7
30	как это	8	7
31	что в	3	7
32	и то	2	7
33	как будто	2	7
34	я не	7	6
35	что он	5	6
36	что не	2	6
37	да и	3	6
38	отнюдь не	2	6
39	в то	5	6
40	но не	4	6
41	того что	6	6
42	жизни и	3	6
43	чтобы не	2	6
44	должна быть	2	5
45	с другой	3	5
46	же время	5	5
47	в силу	4	5
48	в самом	3	5
49	как раз	4	5
50	и его	4	5
51	только в	8	5
52	о том	2	5
53	в виду	3	5
54	во мне	2	4
55	уже в	5	4
56	и есть	3	4
57	в своем	11	4
58	та же	2	4
59	же это	2	4
60	все же	4	4
61	субъекта и	3	4
62	при этом	19	4
63	еще не	4	4
64	за пределы	2	4
65	хотя бы	2	4
66	связи с	6	4
67	только то	2	4
68	в связи	4	4
69	и только	2	4
70	таким образом	3	4
71	самом деле	2	4
72	а в	3	4
73	одно из	3	4
74	могут быть	2	4
75	в другом	2	4
76	по своей	3	4
77	как он	2	4
78	поэзии и	2	4
79	не менее	7	3
80	а только	2	3
81	уже не	7	3
82	в этой	4	3
83	было бы	2	3
84	даже в	2	3
85	из них	4	3
86	не было	3	3
87	это как	2	3
88	но без	2	3
89	что такое	2	3
90	в данном	5	3
91	нуждается в	3	3
92	его в	3	3
93	это уже	2	2
94	в частности	15	2
95	в конце	4	2
96	человека и	2	2
97	то это	2	2
98	к тому	2	2
99	тем не	2	2
100	же в	5	2
101	что я	2	2
102	и нет	2	2
103	и прежде	3	2
104	мы в	2	2
105	в сущности	2	2
106	несмотря на	3	2
107	в искусстве	2	2
108	в сфере	3	2
109	всяком случае	2	2
110	так или	8	2
111	говоря уже	2	2
112	себя в	6	2
113	в мире	2	2
114	и я	6	2
115	не говоря	2	2
116	дело не	2	2
117	данном случае	4	2
118	жизни с	2	2
119	силу своей	3	2
120	в их	3	2
121	не на	2	2
122	например в	3	2
123	по этой	2	2
124	с одной	2	2
125	как в	5	2
126	а потому	2	2
127	имеется в	2	2
128	тем же	3	2
129	или иначе	9	2
130	в сферу	2	2
131	в своих	4	2
132	также и	3	2
133	между тем	2	2
134	не как	4	2
135	тем что	2	2
136	во всяком	3	2
137	все эти	2	2
138	в области	3	2
139	но в	3	2
140	я и	7	2
141	в жизни	6	2
142	на этом	2	2
