N	2gram	Trubetskoy_1	Hudozhes
1	в мире	6	23
2	то есть	2	18
3	и не	8	16
4	в том	30	15
5	и в	23	15
6	не только	7	15
7	в частности	2	13
8	может быть	16	13
9	тогда как	6	13
10	при этом	9	12
11	а в	3	12
12	но не	2	11
13	в этом	12	11
14	в себе	5	11
15	я в	2	11
16	как бы	10	10
17	отношению к	9	10
18	но и	9	10
19	так и	10	10
20	по отношению	9	10
21	то же	4	10
22	в его	5	9
23	точки зрения	13	9
24	сводится к	2	8
25	с другой	6	7
26	в то	6	7
27	отличие от	3	7
28	но в	4	7
29	в основе	2	6
30	что в	8	6
31	том что	19	6
32	не в	8	6
33	же время	2	6
34	отношение к	4	6
35	не может	17	6
36	по своей	7	6
37	только в	6	5
38	тем самым	3	5
39	в самом	8	5
40	того что	6	5
41	в нем	3	5
42	с ее	2	5
43	то что	18	5
44	между ними	2	5
45	или менее	7	5
46	другой стороны	5	5
47	в их	4	5
48	более или	7	5
49	в этих	3	4
50	прежде всего	3	4
51	к тому	8	4
52	в другом	2	4
53	для него	2	4
54	еще не	5	4
55	хотя и	4	4
56	он не	3	4
57	как к	5	4
58	и то	4	4
59	между тем	12	4
60	говорить о	2	4
61	не знает	2	4
62	и т.д	4	4
63	не менее	7	3
64	если бы	8	3
65	он должен	2	3
66	это не	3	3
67	одного и	3	3
68	что он	7	3
69	и к	5	3
70	тем не	4	3
71	и того	3	3
72	по своему	5	3
73	того же	9	3
74	в свою	2	3
75	имеет место	2	3
76	иначе говоря	4	3
77	далеко не	5	3
78	к нему	2	3
79	в точке	2	3
80	не будет	5	3
81	в целом	5	3
82	таким образом	31	3
83	и состоит	2	3
84	как и	9	3
85	лишь в	5	3
86	и что	8	3
87	во втором	2	3
88	с точки	8	3
89	и для	6	3
90	в таком	4	3
91	их в	2	3
92	потому что	9	3
93	все прочие	4	3
94	и ее	2	3
95	в данном	3	3
96	его в	5	3
97	в которой	5	3
98	в области	4	3
99	в виду	2	3
100	на этом	2	2
101	я не	2	2
102	том и	2	2
103	но на	2	2
104	и более	2	2
105	в сторону	2	2
106	себя и	2	2
107	так или	5	2
108	в нашем	3	2
109	тому что	2	2
110	в своем	10	2
111	в них	2	2
112	и особенно	2	2
113	этих двух	2	2
114	вовсе не	2	2
115	вследствие этого	2	2
116	совершенно иной	2	2
117	при условии	2	2
118	данный момент	4	2
119	тем более	3	2
120	есть в	2	2
121	одна из	2	2
122	свою очередь	2	2
123	одной стороны	2	2
124	и сам	2	2
125	несмотря на	6	2
126	никто не	2	2
127	во всех	10	2
128	ни для	2	2
129	и потому	3	2
130	не вполне	3	2
131	на почве	3	2
132	даже в	3	2
133	для себя	2	2
134	образом и	2	2
135	а с	4	2
136	однако при	2	2
137	с одной	3	2
138	именно в	5	2
139	все эти	19	2
140	в себя	2	2
141	от себя	2	2
142	и некоторые	2	2
143	того чтобы	8	2
144	для того	8	2
145	из которых	4	2
146	и по	3	2
147	так же	8	2
148	с ним	6	2
149	или иначе	5	2
150	и на	6	2
151	культуры в	10	2
152	в силу	7	2
153	между двумя	5	2
154	у него	5	2
155	одно из	3	2
156	но как	2	2
157	в этой	6	2
158	о том	7	2
159	в европейской	4	2
160	и это	3	2
161	из этого	6	2
162	для меня	4	2
