N	2gram	Tiupa_Anal_2	slovoVRo
1	и в	16	41
2	то есть	9	26
3	могут быть	10	19
4	во всех	4	17
5	но и	12	16
6	и не	12	16
7	точки зрения	4	16
8	не только	16	16
9	а не	10	15
10	то же	4	14
11	в пределах	9	14
12	может быть	6	14
13	не может	4	14
14	и его	4	14
15	и на	6	14
16	в то	2	14
17	в сущности	4	13
18	в его	2	13
19	же время	2	12
20	как бы	10	12
21	языка и	2	12
22	в этом	18	12
23	так и	15	11
24	или иной	3	9
25	той или	3	9
26	таким образом	2	9
27	себя в	2	9
28	прежде всего	3	8
29	на его	3	8
30	но в	6	8
31	как в	4	8
32	как мы	3	8
33	с точки	2	8
34	или в	3	8
35	не в	4	7
36	с ним	2	7
37	на фоне	3	7
38	вовсе не	2	7
39	в своей	2	7
40	того же	4	6
41	при этом	10	6
42	и даже	9	6
43	а в	3	6
44	к своему	2	6
45	только в	4	6
46	с другой	6	5
47	со своим	3	5
48	в самом	6	5
49	все это	4	5
50	и к	5	5
51	еще более	2	5
52	он в	4	5
53	одной стороны	4	4
54	один из	2	4
55	с ее	2	4
56	в их	3	4
57	за пределы	4	4
58	с одной	5	4
59	лишь в	9	4
60	и все	3	4
61	как и	14	4
62	здесь в	2	4
63	еще не	2	4
64	по преимуществу	4	4
65	к предмету	2	4
66	другой стороны	2	4
67	речи в	2	4
68	и для	2	4
69	автора и	3	4
70	ничего не	9	4
71	никогда не	3	3
72	от автора	2	3
73	к тому	7	3
74	в том	12	3
75	и сам	3	3
76	для него	4	3
77	из них	3	3
78	данном случае	5	3
79	в своем	4	3
80	именно в	3	3
81	того что	2	3
82	вообще не	2	3
83	с ними	3	3
84	в результате	3	3
85	о том	7	3
86	его в	2	3
87	произведения как	2	3
88	у него	4	3
89	и во	2	3
90	романа в	3	3
91	в себе	7	3
92	по существу	2	3
93	в качестве	11	3
94	она не	2	3
95	было бы	3	3
96	одной из	3	3
97	он не	2	3
98	внутренней речи	4	3
99	момент его	2	3
100	в данном	8	3
101	в поэзии	2	3
102	в частности	16	2
103	и одновременно	3	2
104	столь же	4	2
105	или даже	2	2
106	будучи по	2	2
107	одного из	3	2
108	что все	2	2
109	этом случае	4	2
110	можно сказать	4	2
111	его как	2	2
112	так что	3	2
113	на этом	4	2
114	такого рода	2	2
115	хотя и	4	2
116	в контексте	5	2
117	и тем	4	2
118	в целом	8	2
119	в этих	2	2
120	уже не	4	2
121	те же	2	2
122	так же	2	2
123	сказать что	2	2
124	в сочетании	7	2
125	того или	3	2
126	между тем	2	2
127	в сознании	4	2
128	за пределами	2	2
129	а как	2	2
130	в котором	2	2
131	или напротив	2	2
132	дело не	2	2
133	в одном	2	2
134	к этому	2	2
135	или иного	3	2
136	из своих	2	2
137	том что	12	2
138	не с	4	2
139	но не	4	2
140	ни о	3	2
141	а также	7	2
142	даже в	2	2
143	как раз	4	2
144	только на	3	2
145	и слово	2	2
146	не есть	2	2
147	высказывания и	2	2
148	той же	2	2
149	роль в	2	2
150	можно было	3	2
151	и то	3	2
152	композиционная форма	4	2
153	на протяжении	2	2
154	жизни но	2	2
155	в эту	3	2
