N	2gram	Losev_Vlad_3	Psycholo
1	и в	40	38
2	то что	28	35
3	в том	18	25
4	в самом	4	25
5	что в	17	20
6	может быть	8	19
7	и что	8	18
8	на то	4	16
9	что она	2	16
10	точки зрения	13	16
11	в ней	5	15
12	то есть	24	15
13	если бы	3	14
14	том что	18	14
15	как бы	3	14
16	потому что	11	14
17	в этой	8	13
18	в этом	16	13
19	было бы	4	12
20	не только	25	12
21	таким образом	11	12
22	не в	3	12
23	что он	5	11
24	что это	9	10
25	в сущности	2	10
26	то же	4	10
27	же самое	3	10
28	и не	25	10
29	и все	4	10
30	о которых	2	9
31	с точки	6	9
32	того чтобы	3	9
33	все же	4	8
34	с тем	7	8
35	перед нами	3	8
36	с этим	2	8
37	в одном	5	8
38	вовсе не	13	8
39	для нас	5	8
40	как и	7	8
41	так что	14	8
42	и как	7	8
43	как раз	10	8
44	из этого	2	8
45	но только	2	8
46	для того	2	8
47	и то	9	8
48	и это	6	8
49	с другой	5	7
50	а не	8	7
51	никак не	4	7
52	не может	14	7
53	как мы	8	7
54	а в	7	7
55	мы уже	5	7
56	все то	3	7
57	из них	2	6
58	и здесь	6	6
59	к тому	7	6
60	мы видели	3	6
61	она не	2	6
62	и если	7	6
63	в котором	4	6
64	не имеет	4	6
65	тому что	4	6
66	он не	8	6
67	которых мы	2	6
68	с одной	3	6
69	так как	7	6
70	если мы	4	6
71	как это	4	6
72	и его	10	6
73	и на	6	6
74	о том	11	6
75	я не	3	5
76	должна быть	2	5
77	в своем	8	5
78	в какой	2	5
79	с такой	2	5
80	одной стороны	3	5
81	несмотря на	7	5
82	совершенно не	2	5
83	в своей	9	5
84	вместе с	7	5
85	но и	18	5
86	другой стороны	2	5
87	мы не	2	5
88	в другом	2	5
89	в его	14	5
90	в которой	2	5
91	что если	4	4
92	никогда не	11	4
93	что эта	2	4
94	очень легко	2	4
95	при этом	3	4
96	не можем	2	4
97	и для	3	4
98	но если	5	4
99	она была	4	4
100	не мог	6	4
101	в нем	3	4
102	что и	7	4
103	ее в	3	4
104	в целом	2	4
105	в течение	4	4
106	все эти	5	4
107	при помощи	4	4
108	того что	7	4
109	и даже	6	4
110	время как	2	4
111	что этот	3	4
112	в своих	7	4
113	сказать что	12	4
114	больше чем	2	4
115	у него	24	4
116	только в	13	4
117	в себе	9	4
118	в виду	3	4
119	как на	3	3
120	она должна	2	3
121	из этих	3	3
122	что все	7	3
123	к этому	2	3
124	указать на	4	3
125	и к	2	3
126	ни в	10	3
127	он был	2	3
128	но это	6	3
129	интересно что	2	3
130	совсем не	5	3
131	больше и	2	3
132	весь этот	3	3
133	того же	2	3
134	одно и	2	3
135	наряду с	2	3
136	и о	4	3
137	и этот	2	3
138	был бы	3	3
139	не к	2	3
140	то и	2	3
141	и только	3	3
142	не так	3	3
143	по его	2	3
144	в таком	3	3
145	и тем	3	3
146	тем что	5	3
147	далеко не	3	3
148	в то	7	3
149	бы в	2	3
150	его в	2	3
151	здесь не	3	3
152	едва ли	11	3
153	но в	4	3
154	к тем	2	3
155	в данном	5	2
156	не могут	2	2
157	и более	2	2
158	к своему	2	2
159	в этих	2	2
160	отнюдь не	5	2
161	все они	2	2
162	в глаза	4	2
163	хотя бы	6	2
164	с этой	2	2
165	на самом	3	2
166	и вместе	2	2
167	во всяком	3	2
168	но что	2	2
169	только что	2	2
170	остановиться на	2	2
171	оно есть	6	2
172	или не	3	2
173	же в	3	2
174	до конца	4	2
175	уже не	9	2
176	у нас	5	2
177	по существу	4	2
178	это есть	10	2
179	в силу	2	2
180	без всякой	2	2
181	такой же	4	2
182	что здесь	3	2
183	только то	2	2
184	то время	4	2
185	здесь в	4	2
186	для него	8	2
187	должен был	2	2
188	по преимуществу	2	2
189	то как	3	2
190	всяком случае	3	2
191	но мы	2	2
192	то это	10	2
193	не иначе	2	2
194	данном случае	2	2
195	со стороны	2	2
196	говорит о	4	2
197	что же	9	2
198	что его	2	2
199	так же	8	2
200	по мнению	4	2
201	отношения к	5	2
202	в виде	13	2
203	а с	4	2
204	еще и	18	2
205	не просто	10	2
206	и наконец	2	2
207	и по	2	2
208	есть только	9	2
209	и всегда	2	2
210	в качестве	3	2
211	в конце	12	2
212	не имеют	2	2
213	ни по	2	2
214	это является	2	2
215	это же	2	2
216	к его	2	2
217	но как	2	2
218	в истории	5	2
219	что даже	2	2
220	однако и	4	2
221	заметить что	2	2
222	к этой	2	2
223	ничего не	5	2
224	могло бы	2	2
