N	2gram	Losev_Dial_1	Literetu
1	а не	14	20
2	и в	18	19
3	может быть	17	17
4	то же	10	12
5	и не	30	11
6	в том	9	10
7	как и	2	10
8	но и	7	10
9	же время	4	9
10	не может	12	9
11	в мире	2	9
12	в этом	12	9
13	в то	6	9
14	с другой	6	8
15	не только	13	8
16	и даже	13	8
17	том что	9	7
18	то что	13	7
19	так и	9	7
20	с одной	2	7
21	я в	2	7
22	не менее	2	6
23	в себе	11	6
24	одной стороны	2	6
25	я не	5	5
26	но не	4	5
27	в качестве	2	5
28	он не	3	5
29	того что	2	5
30	что в	13	4
31	тех кто	2	4
32	в частности	2	4
33	прежде всего	10	4
34	не в	6	4
35	отнюдь не	9	4
36	для него	2	4
37	в ней	3	4
38	в его	3	4
39	даже в	3	4
40	один из	3	4
41	жизни и	3	4
42	так что	15	4
43	другой стороны	4	4
44	точки зрения	17	4
45	но лишь	4	3
46	никогда не	9	3
47	быть может	4	3
48	что он	11	3
49	в нем	16	3
50	и как	7	3
51	но это	8	3
52	такой же	2	3
53	и он	5	3
54	вплоть до	3	3
55	не с	5	3
56	со стороны	2	3
57	себе и	2	3
58	в их	3	3
59	то и	2	3
60	и для	2	3
61	этом отношении	2	3
62	так как	11	3
63	но с	3	3
64	с точки	12	3
65	а в	5	3
66	и то	9	3
67	и с	5	3
68	в данном	3	3
69	в другом	2	3
70	и жизни	4	3
71	ничего не	17	3
72	на этом	2	2
73	не было	6	2
74	ни было	2	2
75	же как	2	2
76	творчества как	2	2
77	не является	3	2
78	для этого	2	2
79	в них	3	2
80	в противоположность	5	2
81	с этой	2	2
82	по крайней	4	2
83	в конце	4	2
84	в виду	5	2
85	в каждом	2	2
86	мы сами	2	2
87	вовсе не	7	2
88	из того	2	2
89	крайней мере	4	2
90	ко всему	2	2
91	одно и	4	2
92	еще не	2	2
93	было бы	12	2
94	не могу	4	2
95	как бы	11	2
96	если в	3	2
97	себе не	5	2
98	что и	3	2
99	как он	4	2
100	все же	5	2
101	и т	21	2
102	но уже	2	2
103	из них	2	2
104	к свету	3	2
105	могут быть	3	2
106	то как	3	2
107	мысли и	3	2
108	как раз	4	2
109	т п	2	2
110	все равно	3	2
111	но только	3	2
112	уже не	2	2
113	и что	12	2
114	он на	2	2
115	для того	2	2
116	что не	7	2
117	хотя бы	6	2
118	не знает	2	2
119	то в	7	2
120	потому что	14	2
121	в основе	3	2
122	даже и	3	2
123	он и	2	2
124	и еще	3	2
125	но как	2	2
126	что я	3	2
127	о том	4	2
128	как это	4	2
129	с ним	6	2
130	в него	2	2
131	но в	6	2
