N	2gram	Trubetskoy_1	Dialekti
1	и не	8	27
2	а не	5	26
3	точки зрения	13	25
4	и в	26	24
5	не только	10	23
6	не может	4	19
7	и что	4	15
8	что все	4	14
9	в таком	3	14
10	то что	7	14
11	с точки	6	14
12	может быть	10	13
13	таким образом	22	13
14	и даже	3	13
15	что он	4	13
16	что это	3	12
17	того что	3	12
18	не менее	3	11
19	не имеет	5	11
20	тем не	3	10
21	только не	2	10
22	но и	9	9
23	учение о	4	8
24	прежде всего	2	8
25	так что	3	8
26	и как	3	8
27	отличается от	2	8
28	что мы	2	8
29	том что	7	8
30	в этом	15	8
31	в виде	4	8
32	что в	9	7
33	никогда не	5	7
34	и нет	3	7
35	в самом	4	7
36	что оно	4	7
37	потому что	7	7
38	в виду	2	7
39	ясно что	3	7
40	ничем не	4	7
41	но если	2	6
42	все это	6	6
43	и только	4	6
44	и с	10	6
45	о том	6	6
46	так как	9	6
47	если бы	3	6
48	превращается в	2	6
49	и все	2	6
50	утверждать что	2	6
51	что и	6	6
52	то же	4	6
53	с этой	3	5
54	в том	11	5
55	жизни и	2	5
56	как на	8	5
57	одно из	2	5
58	в то	4	5
59	в них	2	5
60	по крайней	5	5
61	тогда когда	2	5
62	и к	5	5
63	он не	4	5
64	крайней мере	5	5
65	так и	6	5
66	и тогда	4	5
67	уже не	3	5
68	только в	4	5
69	с другой	8	4
70	не могут	2	4
71	или иной	2	4
72	к тому	6	4
73	как о	3	4
74	хотя бы	3	4
75	можно только	2	4
76	и больше	2	4
77	так же	5	4
78	сказать что	2	4
79	конечно не	2	4
80	только что	2	4
81	и это	2	4
82	для него	3	4
83	не было	2	3
84	все же	6	3
85	в своем	3	3
86	может ли	2	3
87	и от	4	3
88	что именно	2	3
89	не в	2	3
90	же время	2	3
91	одной стороны	7	3
92	случае не	3	3
93	в нем	4	3
94	из них	7	3
95	с одной	7	3
96	все эти	6	3
97	то ясно	2	3
98	и на	2	3
99	в силу	5	3
100	на то	2	3
101	все что	2	3
102	и о	3	3
103	как бы	12	3
104	быть и	2	3
105	если не	2	3
106	для того	5	3
107	из которых	4	3
108	к нему	7	3
109	же как	3	2
110	из этих	10	2
111	точно так	3	2
112	этой точки	2	2
113	в смысле	4	2
114	тому же	5	2
115	еще не	2	2
116	при этом	3	2
117	несмотря на	6	2
118	и если	3	2
119	той или	2	2
120	и является	2	2
121	не вполне	3	2
122	всяком случае	6	2
123	так или	3	2
124	основано на	2	2
125	целый ряд	4	2
126	для этого	2	2
127	именно в	2	2
128	и по	4	2
129	его не	2	2
130	а в	4	2
131	людей и	2	2
132	и здесь	2	2
133	живых существ	2	2
134	и потому	6	2
135	грань между	2	2
136	но в	7	2
137	с его	2	2
138	перестает быть	2	2
139	очень мало	4	2
140	по существу	2	2
141	из соединения	2	2
142	так чтобы	2	2
143	но не	8	2
144	от бога	2	2
145	ни один	2	2
146	со всеми	2	2
147	он один	2	2
148	тех пор	2	2
149	и сами	2	2
150	и у	8	2
151	и для	5	2
152	с тех	2	2
153	или иначе	3	2
154	бы то	2	2
155	во всяком	6	2
156	из себя	2	2
157	в себе	6	2
158	иной раз	2	2
159	из этого	2	2
160	в его	5	2
