N	2gram	Voloshinov_1	Analitik
1	в этом	10	18
2	в частности	3	16
3	и в	38	16
4	не только	27	16
5	так и	6	15
6	как и	10	14
7	в том	2	12
8	но и	13	12
9	и не	14	12
10	том что	3	12
11	в качестве	4	11
12	как бы	28	10
13	при этом	9	10
14	а не	6	10
15	лишь в	4	9
16	и даже	3	9
17	в этой	6	9
18	ничего не	8	9
19	то есть	4	9
20	отнюдь не	10	8
21	в целом	4	8
22	и т.п	21	8
23	представляет собой	2	8
24	к тому	4	7
25	в себе	9	7
26	то что	8	7
27	о том	4	7
28	в самом	4	6
29	в мире	2	6
30	и на	6	6
31	может быть	13	6
32	как это	5	6
33	но в	5	6
34	и к	4	5
35	в конце	6	4
36	можно сказать	4	4
37	этом случае	3	4
38	уже не	4	4
39	тому же	2	4
40	не в	6	4
41	но не	2	4
42	тем самым	7	4
43	для него	3	4
44	и является	5	4
45	внутренней речи	18	4
46	и тем	6	4
47	не с	3	4
48	во второй	3	4
49	во всех	6	4
50	как в	2	4
51	все это	4	4
52	не может	12	4
53	и его	7	4
54	то же	14	4
55	не так	3	4
56	хотя и	3	4
57	между двумя	2	4
58	точки зрения	10	4
59	только в	6	4
60	в сознании	3	4
61	место в	2	3
62	никогда не	7	3
63	в нашем	5	3
64	прежде всего	21	3
65	как уже	2	3
66	или иного	5	3
67	или иной	4	3
68	этого слова	3	3
69	одной из	2	3
70	не мог	3	3
71	с самим	2	3
72	высказывания в	2	3
73	было бы	7	3
74	и сам	2	3
75	несмотря на	2	3
76	мы имеем	2	3
77	на его	5	3
78	или в	2	3
79	той или	3	3
80	что и	3	3
81	из них	3	3
82	в первой	2	3
83	в словах	3	3
84	только на	3	3
85	если бы	4	3
86	ответ на	2	3
87	этом отношении	2	3
88	не знает	3	3
89	из трех	2	3
90	литературное произведение	2	3
91	того или	5	3
92	можно было	4	3
93	а в	5	3
94	как мы	9	3
95	и то	3	3
96	тем что	2	3
97	и т.д	21	3
98	бы в	5	3
99	я и	2	3
100	и все	4	3
101	художественного высказывания	2	2
102	того что	4	2
103	для всех	2	2
104	или даже	2	2
105	в одном	3	2
106	к этому	2	2
107	вовсе не	2	2
108	вследствие этого	2	2
109	или иных	3	2
110	к своему	4	2
111	должна была	2	2
112	же время	7	2
113	еще не	3	2
114	ведь и	2	2
115	значительной степени	2	2
116	в своей	2	2
117	в котором	3	2
118	один из	4	2
119	себя в	4	2
120	и их	5	2
121	вместе с	5	2
122	всего в	3	2
123	на него	4	2
124	ли не	2	2
125	языка и	4	2
126	в нас	2	2
127	отношения к	3	2
128	таким образом	7	2
129	той же	5	2
130	еще более	2	2
131	те же	4	2
132	но эта	2	2
133	тех или	4	2
134	и слово	3	2
135	в значительной	2	2
136	и он	2	2
137	и для	3	2
138	с точки	5	2
139	высказывания и	3	2
140	так же	4	2
141	роль в	3	2
142	между тем	3	2
143	речи и	6	2
144	он не	2	2
145	в то	9	2
146	в его	6	2
147	его в	4	2
148	в этих	2	2
149	сказать что	3	2
150	с ним	2	2
151	о своей	4	2
