N	2gram	Losev_Dial_3	FransuaR
1	и в	24	41
2	таким образом	13	19
3	в этом	8	15
4	и все	6	14
5	как и	7	14
6	то же	6	13
7	все эти	3	13
8	мы уже	3	12
9	в его	2	12
10	прежде всего	8	11
11	в том	5	11
12	как мы	2	11
13	в себе	2	11
14	никто не	2	10
15	так и	5	10
16	все это	6	10
17	в то	5	10
18	и его	5	9
19	не в	3	9
20	же время	3	9
21	но и	9	9
22	в своем	3	9
23	что в	7	9
24	и от	3	8
25	по существу	2	8
26	то что	14	8
27	но в	2	8
28	в них	5	7
29	вовсе не	13	7
30	как бы	3	7
31	в нем	3	7
32	и не	27	7
33	у него	2	6
34	это не	4	6
35	ни в	9	6
36	есть в	3	6
37	для него	4	6
38	только в	5	6
39	о том	6	6
40	не только	23	5
41	и к	5	5
42	на этом	2	5
43	в ней	2	5
44	что и	6	5
45	и у	2	5
46	а в	2	5
47	к нему	3	5
48	и для	2	5
49	так же	4	5
50	точки зрения	25	5
51	и это	4	5
52	потому что	7	5
53	что это	12	4
54	хотя и	5	4
55	и здесь	2	4
56	том что	8	4
57	одна из	3	4
58	все что	3	4
59	было бы	5	4
60	в сущности	10	4
61	может быть	13	4
62	он не	5	4
63	в виду	7	4
64	целый ряд	2	4
65	как я	2	4
66	мира и	3	4
67	должно быть	3	4
68	и на	3	4
69	и с	6	4
70	он дает	2	4
71	ничего не	17	4
72	из самых	3	3
73	я не	6	3
74	и есть	16	3
75	что у	2	3
76	нового времени	2	3
77	и потому	2	3
78	но это	5	3
79	есть и	12	3
80	кроме того	6	3
81	при этом	2	3
82	из них	3	3
83	несмотря на	2	3
84	например в	2	3
85	о нем	4	3
86	что он	13	3
87	жизни и	5	3
88	в их	2	3
89	не может	19	3
90	не было	3	3
91	на них	2	3
92	тем самым	3	3
93	с точки	14	3
94	не имеет	11	3
95	и по	2	3
96	той же	3	3
97	нас в	2	3
98	ничем не	7	3
99	тем что	3	3
100	не на	6	3
101	как о	4	3
102	не знает	3	3
103	так как	6	3
104	учение о	8	2
105	перед нами	3	2
106	что все	14	2
107	с его	2	2
108	все время	3	2
109	именно в	2	2
110	никогда не	7	2
111	содержится в	2	2
112	другими словами	7	2
113	и во	2	2
114	в одной	3	2
115	с этим	3	2
116	вещи в	2	2
117	есть то	6	2
118	есть не	9	2
119	и ее	3	2
120	к тому	4	2
121	следовательно и	2	2
122	и как	8	2
123	всего этого	2	2
124	явления и	4	2
125	точка зрения	5	2
126	одно и	5	2
127	еще не	2	2
128	того что	12	2
129	вероучения и	2	2
130	со всеми	2	2
131	в единой	2	2
132	оно не	6	2
133	не есть	54	2
134	же в	2	2
135	первых двух	2	2
136	в особенности	7	2
137	и сама	5	2
138	его как	3	2
139	не просто	18	2
140	и вот	2	2
141	только на	7	2
142	а не	26	2
143	из которых	3	2
144	уже не	5	2
145	жизнь и	4	2
146	мы не	5	2
147	или в	2	2
148	в данном	2	2
149	и то	4	2
150	и мира	4	2
151	все вещи	4	2
152	их в	2	2
153	во всяком	2	2
154	что есть	4	2
155	также и	2	2
156	бы в	2	2
157	пространства и	2	2
158	в чем	4	2
159	нет ни	2	2
160	это было	3	2
