N	2gram	Vygotskiy__6	FransuaR
1	и в	28	40
2	и его	3	17
3	прежде всего	2	16
4	в этом	27	15
5	мы уже	2	13
6	не только	16	13
7	и не	11	13
8	в его	3	13
9	что в	17	12
10	как и	6	11
11	но и	10	11
12	таким образом	18	10
13	как мы	10	10
14	в них	3	9
15	и все	5	9
16	в сущности	7	9
17	может быть	13	9
18	он не	7	9
19	отношение к	7	8
20	в том	28	8
21	у него	2	8
22	все эти	2	8
23	той же	4	8
24	и на	5	8
25	но в	5	8
26	в своем	7	7
27	в одном	2	7
28	и др	2	7
29	то же	7	7
30	в этих	2	6
31	в самом	8	6
32	во всех	4	6
33	в своей	2	6
34	и других	7	6
35	в той	4	6
36	связи с	3	6
37	в то	6	6
38	до конца	3	6
39	мы видим	7	5
40	как раз	6	5
41	в нем	7	5
42	то что	28	5
43	в связи	2	5
44	те же	3	5
45	а не	3	5
46	в основе	3	5
47	в своих	3	5
48	для него	6	5
49	в нашем	4	4
50	у нас	2	4
51	том что	19	4
52	до сих	3	4
53	было бы	9	4
54	из них	2	4
55	один из	3	4
56	сих пор	3	4
57	в их	3	4
58	все это	2	4
59	только на	2	4
60	в данном	2	4
61	того чтобы	10	4
62	не видит	2	4
63	и здесь	3	4
64	так как	10	4
65	в области	6	4
66	с его	3	3
67	поэтому он	2	3
68	если бы	7	3
69	в частности	4	3
70	и от	2	3
71	и к	6	3
72	мы видели	8	3
73	но это	2	3
74	в этой	5	3
75	для этого	2	3
76	еще не	8	3
77	и следовательно	4	3
78	как бы	11	3
79	еще в	2	3
80	и наконец	2	3
81	что и	4	3
82	вместе с	7	3
83	так и	6	3
84	как в	3	3
85	по отношению	10	3
86	не может	19	3
87	а в	2	3
88	там где	7	3
89	самом деле	2	3
90	в значительной	2	3
91	для того	8	3
92	ко всем	4	3
93	между ними	7	3
94	и как	6	3
95	можно было	7	3
96	связь между	4	3
97	нашем примере	2	3
98	сказать что	13	3
99	тем что	8	3
100	при этом	3	3
101	нуждается в	3	3
102	они не	4	3
103	в себе	4	3
104	в другом	2	3
105	только в	18	3
106	связанные с	3	3
107	в конце	2	3
108	в свете	5	3
109	в других	2	3
110	не менее	2	2
111	до того	3	2
112	сравнению с	14	2
113	в состоянии	4	2
114	чем он	2	2
115	с другой	2	2
116	это не	5	2
117	для всей	3	2
118	перехода от	9	2
119	из этих	3	2
120	больше чем	3	2
121	он с	2	2
122	это в	2	2
123	образом в	3	2
124	работа над	2	2
125	что он	18	2
126	можно сказать	6	2
127	освобождение от	2	2
128	мы знаем	4	2
129	все же	2	2
130	это и	3	2
131	это есть	3	2
132	на этом	4	2
133	но не	10	2
134	переход от	4	2
135	как известно	7	2
136	и другие	2	2
137	например в	4	2
138	на его	3	2
139	и той	3	2
140	одним из	2	2
141	из этого	2	2
142	его отношение	3	2
143	том же	5	2
144	в котором	2	2
145	к жизни	4	2
146	раз в	3	2
147	отношению к	10	2
148	в целом	3	2
149	всем этим	2	2
150	в нашей	3	2
151	в разных	5	2
152	этом отношении	3	2
153	основе этого	2	2
154	именно в	4	2
155	хотя в	2	2
156	одной и	3	2
157	с помощью	13	2
158	в системе	3	2
159	устной и	2	2
160	на основе	4	2
161	нас в	2	2
162	потому что	22	2
163	с этим	4	2
164	но он	2	2
165	точки зрения	13	2
166	но как	3	2
167	по сравнению	15	2
168	с того	3	2
169	которые он	2	2
170	этого слова	2	2
171	в которой	7	2
172	того же	7	2
173	в плане	3	2
174	мы не	6	2
