N	2gram	Voloshinov_1	Narrotol
1	не только	6	31
2	но и	3	27
3	и не	8	23
4	при этом	2	19
5	может быть	8	15
6	как и	3	13
7	а не	2	13
8	а в	2	13
9	только в	6	12
10	в этом	2	12
11	и в	13	11
12	в данном	2	11
13	своего рода	2	10
14	и его	12	10
15	то что	6	9
16	во времени	2	9
17	то же	4	8
18	в том	2	8
19	данном случае	2	8
20	и т.п	7	8
21	не может	8	8
22	если бы	2	7
23	том что	2	7
24	но в	4	7
25	и т.д	5	6
26	к тому	2	6
27	а также	2	6
28	не в	3	6
29	в самом	2	6
30	не мог	2	6
31	как бы	6	6
32	в себе	3	6
33	в его	7	6
34	в своей	4	5
35	так и	3	5
36	точки зрения	7	5
37	никогда не	3	4
38	соответствии с	2	4
39	все же	5	4
40	для него	2	4
41	прежде всего	9	4
42	имеет место	2	4
43	в ней	2	4
44	и тем	2	4
45	в нем	2	4
46	как в	2	4
47	в одном	3	4
48	в сознании	4	4
49	не менее	2	3
50	что в	3	3
51	в целом	2	3
52	самом деле	3	3
53	но для	3	3
54	еще в	2	3
55	не является	4	3
56	отношению к	3	3
57	по отношению	3	3
58	лишь в	4	3
59	мы не	4	3
60	и то	3	3
61	и ее	2	3
62	и все	3	3
63	между тем	2	3
64	в зависимости	2	2
65	да и	3	2
66	зависимости от	2	2
67	одно и	3	2
68	в пределах	3	2
69	чем иным	2	2
70	и является	2	2
71	не имеет	2	2
72	на две	2	2
73	хотя бы	5	2
74	героя и	2	2
75	другой стороны	2	2
76	в связи	2	2
77	входит в	2	2
78	с другой	2	2
79	и для	3	2
80	роль в	2	2
81	с ними	2	2
82	мы можем	4	2
83	иным как	2	2
84	в произведении	2	2
85	в чем	2	2
86	в области	2	2
87	т.п и	3	2
