N	3gram	Vygotskiy__3	Problema
1	и т д	4	13
2	в том что	11	9
3	в данном случае	2	7
4	то же самое	8	7
5	и то что	3	7
6	и в этом	3	6
7	во всяком случае	2	6
8	с другой стороны	5	5
9	в то время	2	4
10	и то же	2	4
11	то время как	2	4
12	в том смысле	2	3
13	одно и то	2	3
14	мы могли бы	3	3
15	о том что	3	3
16	не имеет никакого	3	3
17	заключается в том	6	3
18	а вовсе не	2	2
19	с точки зрения	9	2
20	вовсе не в	2	2
21	и как бы	2	2
22	как мы видели	2	2
23	только то что	2	2
24	о том как	2	2
25	до сих пор	5	2
26	потому что они	2	2
27	на самом деле	2	2
