N	3gram	Vygotskiy__3	KulturaY
1	для того чтобы	7	11
2	можно было бы	5	10
3	тем не менее	5	9
4	в том что	17	8
5	в зависимости от	5	7
6	той или иной	2	5
7	и в этом	2	4
8	в связи с	5	4
9	с одной стороны	5	4
10	бы сказать что	3	3
11	с другой стороны	3	3
12	так и в	2	3
13	не может быть	2	3
14	того или иного	2	3
15	то обстоятельство что	3	3
16	о том что	3	3
17	а с другой	3	3
18	в отличие от	6	2
19	и того же	4	2
20	ни в какой	4	2
21	точки зрения на	2	2
22	как мы видели	3	2
23	только в том	2	2
24	смысле этого слова	4	2
25	и только после	2	2
26	от того как	2	2
27	в известном смысле	2	2
28	по отношению к	2	2
29	одного и того	4	2
30	что и в	5	2
