N	2gram	Vygotskiy__2	Literetu
1	не только	12	24
2	при этом	13	19
3	но и	10	17
4	а не	7	16
5	в том	37	16
6	в частности	3	15
7	том что	21	14
8	может быть	18	13
9	и не	10	12
10	в этом	13	12
11	состоит в	3	11
12	то что	21	10
13	не в	8	8
14	в целом	4	8
15	и в	32	8
16	только в	7	8
17	как это	4	8
18	не менее	8	7
19	в его	2	7
20	как бы	6	7
21	в себе	2	7
22	в жизни	4	6
23	как и	10	6
24	и сам	4	6
25	того что	8	6
26	точки зрения	17	6
27	то есть	21	6
28	эстетического объекта	2	6
29	с его	2	5
30	казалось бы	2	5
31	с этой	4	5
32	что он	13	5
33	же время	2	5
34	в конечном	3	5
35	искусства и	9	5
36	как в	9	5
37	не может	17	5
38	то же	13	5
39	в данном	4	5
40	в то	5	5
41	отличие от	2	5
42	конечном счете	3	4
43	для этого	3	4
44	столь же	4	4
45	это не	2	4
46	в конце	3	4
47	но не	2	4
48	еще не	2	4
49	и тем	4	4
50	все же	4	4
51	из них	4	4
52	в художественном	6	4
53	в своей	3	4
54	данном случае	4	4
55	так и	3	4
56	никогда не	9	4
57	и его	7	4
58	как раз	5	4
59	в своих	9	4
60	не как	3	4
61	в этой	6	4
62	в уме	2	4
63	в основе	11	3
64	не было	2	3
65	что в	20	3
66	в сознание	2	3
67	с другой	3	3
68	сводится к	2	3
69	этом как	2	3
70	что его	5	3
71	например в	3	3
72	в самом	12	3
73	несмотря на	4	3
74	том же	2	3
75	один из	3	3
76	исходит из	5	3
77	жизни и	4	3
78	в их	3	3
79	при всем	3	3
80	бы не	2	3
81	а в	4	3
82	таким образом	21	3
83	этой точки	2	3
84	и даже	5	3
85	той же	8	3
86	свое собственное	3	3
87	потому что	21	3
88	во всяком	2	3
89	но в	3	3
90	произведения искусства	4	3
91	также и	2	3
92	далеко не	5	3
93	в виду	3	3
94	на этом	3	2
95	все более	2	2
96	искусства как	2	2
97	отнюдь не	5	2
98	ничего кроме	2	2
99	та же	3	2
100	подобно тому	2	2
101	воздействия на	2	2
102	а потому	2	2
103	к тому	7	2
104	а только	3	2
105	тем не	4	2
106	в нашей	3	2
107	того же	2	2
108	было бы	11	2
109	мы в	3	2
110	произведения с	2	2
111	в искусстве	21	2
112	вплоть до	2	2
113	относится к	3	2
114	всяком случае	2	2
115	для нее	2	2
116	в нем	4	2
117	то это	3	2
118	если оно	3	2
119	не к	3	2
120	на том	2	2
121	в сущности	7	2
122	не остается	2	2
123	жизни с	3	2
124	художественное произведение	6	2
125	только на	5	2
126	не на	2	2
127	и только	2	2
128	этом отношении	5	2
129	все эти	7	2
130	из того	2	2
131	самом деле	16	2
132	что не	3	2
133	хотя бы	3	2
134	с точки	10	2
135	что для	7	2
136	роль в	2	2
137	евгения онегина	3	2
138	художественного впечатления	2	2
139	можно было	7	2
140	тому как	3	2
141	и то	3	2
142	между тем	4	2
143	тем более	2	2
144	тем что	9	2
145	могут быть	4	2
146	как будто	7	2
147	ту же	4	2
148	на это	3	2
149	о том	6	2
150	как он	2	2
151	сознания к	2	2
152	от сознания	2	2
153	которая не	2	2
154	поэзии и	7	2
155	в сознании	4	2
156	полагал что	2	2
