N	2gram	Medvedev_F_1	Narrotol
1	не только	7	31
2	но и	7	27
3	и не	20	23
4	при этом	5	19
5	может быть	14	15
6	в частности	4	14
7	как и	11	13
8	а не	10	13
9	а в	6	13
10	только в	2	12
11	в этом	15	12
12	и в	24	11
13	и его	10	10
14	то что	8	9
15	то же	10	8
16	в том	6	8
17	со стороны	5	8
18	не может	16	8
19	уже не	2	8
20	если бы	4	7
21	но в	5	7
22	к тому	3	6
23	не в	8	6
24	в самом	5	6
25	как бы	6	6
26	один из	3	6
27	жизни и	7	6
28	как раз	2	6
29	в себе	3	6
30	в его	23	6
31	в этой	6	6
32	точка зрения	2	5
33	в своей	11	5
34	так и	18	5
35	тем самым	3	5
36	и на	8	5
37	точки зрения	16	5
38	с его	4	4
39	никогда не	4	4
40	в литературе	5	4
41	все же	3	4
42	для него	3	4
43	но не	3	4
44	же время	8	4
45	прежде всего	22	4
46	еще не	6	4
47	в ней	10	4
48	в нем	14	4
49	в мире	4	4
50	не по	3	4
51	по себе	5	4
52	как в	8	4
53	того что	5	4
54	в то	9	4
55	одна из	2	4
56	в одном	2	4
57	мира в	2	4
58	не менее	11	3
59	что в	4	3
60	в нашем	2	3
61	в своем	11	3
62	это не	2	3
63	в жизни	3	3
64	что он	3	3
65	идет о	2	3
66	сводится к	3	3
67	у нас	5	3
68	и как	3	3
69	в противовес	2	3
70	в целом	6	3
71	самом деле	6	3
72	кругозора и	3	3
73	но для	3	3
74	он не	3	3
75	еще в	2	3
76	отношению к	4	3
77	начала и	2	3
78	по отношению	4	3
79	не было	3	3
80	именно в	8	3
81	лишь в	8	3
82	мы не	3	3
83	и с	8	3
84	и ее	10	3
85	и все	6	3
86	как это	6	3
87	могло бы	2	3
88	между тем	2	3
89	отнюдь не	6	2
90	в зависимости	2	2
91	его и	2	2
92	она была	2	2
93	не могло	5	2
94	не сводится	2	2
95	в свою	8	2
96	глава первая	2	2
97	как мы	5	2
98	же в	3	2
99	как если	2	2
100	с ее	7	2
101	зависимости от	3	2
102	свою очередь	6	2
103	между ними	3	2
104	до конца	7	2
105	до сих	6	2
106	в пределах	6	2
107	она не	6	2
108	у тургенева	2	2
109	и является	2	2
110	всяком случае	4	2
111	оно не	4	2
112	хотя бы	5	2
113	вместе с	2	2
114	быть и	4	2
115	значения и	2	2
116	сих пор	6	2
117	только на	5	2
118	жизни в	2	2
119	в связи	4	2
120	входит в	6	2
121	не могла	2	2
122	в особенности	3	2
123	в году	2	2
124	и вот	2	2
125	происходит и	2	2
126	и даже	3	2
127	с другой	5	2
128	друг друга	4	2
129	особенно в	3	2
130	ничего не	2	2
131	сами по	2	2
132	в результате	2	2
133	во всяком	4	2
134	не о	3	2
135	и от	7	2
136	связи с	3	2
137	жизни но	2	2
138	в произведении	2	2
139	глава вторая	2	2
140	здесь не	3	2
141	так сказать	3	2
142	с ним	2	2
143	в области	3	2
144	как она	3	2
