N	2gram	Losev_Dial_2	Istorich
1	и в	19	25
2	что он	6	22
3	вместе с	2	22
4	и т	17	20
5	т д	15	18
6	может быть	20	17
7	т е	30	16
8	мы имеем	3	14
9	не только	19	13
10	но и	12	13
11	и не	30	11
12	уже не	3	11
13	так как	14	11
14	все же	4	10
15	в этом	8	10
16	тем что	2	10
17	с другой	5	9
18	его в	3	9
19	и его	5	9
20	таким образом	4	9
21	в виде	2	9
22	с тем	2	8
23	связи с	4	8
24	что в	7	8
25	том что	10	8
26	мы видим	2	8
27	еще не	4	8
28	на него	2	8
29	другой стороны	4	8
30	все эти	2	8
31	и что	5	8
32	в частности	2	7
33	во время	2	7
34	как и	10	7
35	но это	7	7
36	то что	14	7
37	в мифе	16	7
38	в нем	10	7
39	с одной	2	7
40	потому что	14	7
41	только в	5	7
42	о том	5	7
43	в этих	3	6
44	это не	10	6
45	прежде всего	8	6
46	что и	5	6
47	себя в	2	6
48	как в	2	6
49	не может	9	6
50	не в	8	6
51	или в	2	6
52	могут быть	4	6
53	в том	14	6
54	что это	10	5
55	ясно что	4	5
56	с этим	3	5
57	как мы	3	5
58	но все	2	5
59	но не	6	5
60	например в	2	5
61	в ней	2	5
62	так же	2	5
63	миф о	2	5
64	не менее	3	4
65	что у	2	4
66	не как	2	4
67	тем не	2	4
68	в ее	4	4
69	мы уже	8	4
70	же как	3	4
71	в некоторых	2	4
72	а именно	5	4
73	все это	4	4
74	в связи	4	4
75	то же	12	4
76	в истории	2	4
77	от этого	3	4
78	он не	4	4
79	мы должны	2	4
80	и это	5	4
81	в которой	2	4
82	с ним	4	4
83	того как	2	4
84	никогда не	9	3
85	и как	10	3
86	и все	12	3
87	нем и	2	3
88	в целях	3	3
89	в этой	3	3
90	в то	6	3
91	также что	2	3
92	и пр	5	3
93	и из	3	3
94	если в	2	3
95	по воздуху	3	3
96	но мы	2	3
97	то это	2	3
98	в царство	2	3
99	есть миф	4	3
100	на этом	2	3
101	и она	2	3
102	к нему	4	3
103	его не	2	3
104	а в	4	3
105	в данном	3	3
106	их в	2	3
107	и с	5	3
108	они не	3	3
109	и вообще	6	3
110	что здесь	2	3
111	е в	3	3
112	перед нами	2	2
113	уже в	4	2
114	уже и	2	2
115	это уже	2	2
116	он может	2	2
117	только тогда	7	2
118	тогда когда	6	2
119	человека и	2	2
120	вовсе не	13	2
121	вопрос о	3	2
122	по себе	18	2
123	можно сказать	5	2
124	так что	7	2
125	об этом	3	2
126	что тело	2	2
127	же в	2	2
128	что миф	5	2
129	и при	2	2
130	очевидно что	2	2
131	после этого	3	2
132	это значит	8	2
133	до сих	2	2
134	она не	8	2
135	в это	3	2
136	жизни и	6	2
137	несмотря на	2	2
138	и мы	3	2
139	или на	2	2
140	когда они	2	2
141	как бы	14	2
142	и потому	5	2
143	это время	3	2
144	даже в	3	2
145	сих пор	2	2
146	в своей	8	2
147	во всех	2	2
148	ее в	2	2
149	данном случае	2	2
150	совершенно не	7	2
151	в голове	2	2
152	и они	2	2
153	в одно	5	2
154	самом деле	4	2
155	а не	16	2
156	того что	6	2
157	и по	4	2
158	что этот	3	2
159	сказать что	10	2
160	обратим внимание	2	2
161	но он	4	2
162	точки зрения	12	2
163	что мы	2	2
164	из них	3	2
165	думают что	2	2
166	не потому	6	2
167	ничего не	3	2
168	о чем	3	2
169	все его	3	2
170	или как	3	2
171	значит что	12	2
172	это было	3	2
173	том как	2	2
