N	2gram	Tiupa_Hudo_1	StatiiOP
1	и в	14	25
2	в этом	11	24
3	в том	12	20
4	что в	6	19
5	что он	9	19
6	может быть	5	19
7	тем что	3	19
8	том что	16	15
9	в этой	8	14
10	в его	8	12
11	то что	8	12
12	не только	12	12
13	в этих	5	11
14	так что	2	11
15	прежде всего	11	10
16	и не	2	10
17	у него	9	9
18	но и	5	9
19	и т	11	8
20	все это	2	8
21	т е	4	8
22	в своих	3	8
23	о том	12	8
24	это не	7	7
25	было бы	6	7
26	с этим	3	7
27	не может	7	7
28	точки зрения	5	7
29	в то	8	7
30	в конце	4	6
31	не в	7	6
32	только в	5	6
33	а а	2	6
34	как бы	7	6
35	как в	8	6
36	а в	7	6
37	и на	3	6
38	т п	8	6
39	в русской	4	6
40	между тем	8	6
41	то же	9	5
42	он говорил	2	5
43	потому что	5	5
44	на то	4	5
45	ни в	5	5
46	об этом	5	5
47	такого рода	3	5
48	и это	4	5
49	а не	12	5
50	того что	4	5
51	он не	4	5
52	так и	13	5
53	но в	5	5
54	этом отношении	3	4
55	состоит в	2	4
56	это в	3	4
57	как и	9	4
58	в начале	2	4
59	то в	4	4
60	в качестве	9	4
61	можно сказать	4	4
62	если бы	3	4
63	например в	2	4
64	и к	4	4
65	на его	2	4
66	в ней	4	4
67	а также	3	4
68	в своей	10	4
69	в целом	2	4
70	в речи	2	4
71	в центре	4	4
72	не было	4	4
73	лишь в	3	4
74	с точки	3	4
75	и для	3	4
76	и с	4	4
77	действующих лиц	2	4
78	все же	3	4
79	ничего не	8	4
80	на вопрос	2	3
81	с его	5	3
82	тому что	4	3
83	же время	8	3
84	с этой	2	3
85	для него	10	3
86	что я	2	3
87	и что	2	3
88	на этом	3	3
89	до конца	2	3
90	xviii в	2	3
91	несмотря на	4	3
92	все эти	3	3
93	своего рода	7	3
94	со стороны	3	3
95	в их	2	3
96	как раз	4	3
97	в связи	3	3
98	по мнению	5	3
99	уже не	7	3
100	в системе	2	3
101	и его	5	3
102	действующие лица	2	3
103	в рассказе	11	3
104	но он	3	3
105	говорить о	3	3
106	в другом	2	3
107	связи с	4	3
108	в творчестве	3	3
109	я и	2	3
110	а с	2	2
111	не менее	5	2
112	никогда не	6	2
113	себя и	2	2
114	что у	3	2
115	не столько	2	2
116	в одной	2	2
117	в рамках	2	2
118	в духе	4	2
119	в такой	2	2
120	к тому	7	2
121	как мы	3	2
122	такой же	3	2
123	но не	3	2
124	а то	2	2
125	до сих	2	2
126	своего времени	3	2
127	еще не	7	2
128	в это	2	2
129	одной из	2	2
130	в самом	4	2
131	при всей	2	2
132	одна из	2	2
133	слова как	2	2
134	на себе	2	2
135	речь идет	3	2
136	если в	2	2
137	вот тебе	2	2
138	один из	4	2
139	тем не	4	2
140	сих пор	2	2
141	в форме	2	2
142	только что	4	2
143	внимание на	2	2
144	т д	3	2
145	с ее	2	2
146	в произведениях	2	2
147	самом деле	5	2
148	что не	2	2
149	и по	3	2
150	не была	2	2
151	той же	2	2
152	мы не	2	2
153	на основе	2	2
154	отказ от	2	2
155	в результате	2	2
156	то и	3	2
157	но как	2	2
158	так сказать	2	2
159	не имеет	2	2
160	заметить что	2	2
161	к этой	3	2
