N	2gram	Propp_Russ_2	Myslijsy
1	потому что	5	33
2	то что	5	29
3	может быть	13	26
4	таким образом	6	24
5	в том	22	23
6	и в	29	23
7	в этом	11	23
8	что в	22	17
9	при этом	6	15
10	для нас	6	14
11	как и	11	14
12	то же	4	14
13	того что	3	14
14	так как	13	14
15	том что	22	12
16	не было	2	12
17	а не	4	12
18	но и	8	11
19	не в	4	11
20	не может	5	11
21	не только	10	10
22	тем что	3	10
23	между тем	3	9
24	было бы	3	8
25	тогда когда	4	8
26	мы не	6	8
27	о том	9	8
28	но в	5	8
29	с тем	6	7
30	что это	3	7
31	это не	5	7
32	что и	2	7
33	и что	5	7
34	очевидно что	2	7
35	и т	5	7
36	могут быть	2	7
37	как в	7	7
38	с этим	2	7
39	в лес	3	6
40	для того	6	6
41	вместе с	6	6
42	того как	2	6
43	тем и	2	6
44	когда мы	2	6
45	заметить что	2	6
46	в которой	2	6
47	только тогда	3	5
48	так что	4	5
49	не можем	2	5
50	как бы	18	5
51	к нему	4	5
52	этом случае	6	5
53	все это	10	5
54	не менее	2	5
55	должно быть	2	5
56	а в	9	5
57	образом в	2	5
58	и то	2	5
59	такие же	3	5
60	есть в	2	5
61	не имеет	3	5
62	и все	4	4
63	тем не	2	4
64	тогда как	2	4
65	предположить что	4	4
66	только как	2	4
67	и о	3	4
68	в котором	3	4
69	а именно	3	4
70	то и	4	4
71	того чтобы	6	4
72	так же	4	4
73	с другими	3	4
74	в таком	4	4
75	в данном	6	4
76	в то	2	4
77	видно что	2	4
78	его в	8	4
79	мы имеем	6	4
80	и с	10	4
81	никогда не	2	3
82	связи с	2	3
83	в этих	3	3
84	в них	4	3
85	не всегда	3	3
86	там же	12	3
87	именно в	4	3
88	переход от	2	3
89	кроме того	2	3
90	еще не	6	3
91	в виду	2	3
92	так в	2	3
93	связь между	2	3
94	т д	5	3
95	все эти	3	3
96	и других	3	3
97	на самом	2	3
98	уже не	4	3
99	и по	3	3
100	которое в	2	3
101	и на	6	3
102	этот вопрос	2	3
103	в которых	4	3
104	их в	4	3
105	там где	2	3
106	на нее	6	3
107	что от	3	2
108	и многие	2	2
109	тому как	3	2
110	во время	12	2
111	иное как	2	2
112	состоит в	15	2
113	том же	4	2
114	и как	2	2
115	из нее	2	2
116	с другой	2	2
117	из этих	2	2
118	в образе	2	2
119	вопрос о	4	2
120	более позднее	2	2
121	что на	2	2
122	все в	2	2
123	человека а	2	2
124	в ее	3	2
125	у нас	4	2
126	из этого	2	2
127	об этом	2	2
128	чем в	2	2
129	не имели	2	2
130	после того	2	2
131	что по	4	2
132	не что	2	2
133	она не	3	2
134	за ним	3	2
135	выше мы	3	2
136	этих случаях	4	2
137	как оно	2	2
138	один из	2	2
139	не с	2	2
140	на доску	2	2
141	природы и	2	2
142	данном случае	7	2
143	что она	3	2
144	и для	2	2
145	в течение	2	2
146	дело не	2	2
147	как мы	3	2
148	здесь мы	2	2
149	эта связь	2	2
150	из которых	2	2
151	друг друга	3	2
152	в других	15	2
153	во многих	9	2
154	можно было	2	2
155	в ряд	2	2
156	в своих	2	2
157	в виде	4	2
158	к ней	2	2
159	подобно тому	3	2
160	влияние на	2	2
161	и при	2	2
162	от земли	2	2
163	что иное	2	2
164	в таких	3	2
165	такая форма	2	2
