N	2gram	Bakhtin_Pr_1	Analitik
1	в этом	15	18
2	художественного впечатления	2	17
3	в частности	2	16
4	и в	38	16
5	не только	9	16
6	так и	5	15
7	как и	7	14
8	в том	8	12
9	но и	9	12
10	и не	42	12
11	том что	3	12
12	могут быть	5	10
13	как бы	22	10
14	при этом	5	10
15	а не	5	10
16	в пределах	6	9
17	лишь в	2	9
18	и даже	3	9
19	ничего не	6	9
20	то есть	46	9
21	в данном	4	8
22	отнюдь не	19	8
23	в целом	3	8
24	в себе	4	7
25	то что	8	7
26	особенно в	2	7
27	о том	4	7
28	с другой	7	6
29	в самом	7	6
30	в мире	3	6
31	и на	3	6
32	говорить о	3	6
33	может быть	26	6
34	как это	2	6
35	но в	4	6
36	произведения в	5	5
37	и к	3	5
38	данном случае	4	5
39	с одной	3	5
40	не менее	4	4
41	в своем	5	4
42	столь же	2	4
43	можно сказать	2	4
44	не в	7	4
45	за пределы	12	4
46	но не	12	4
47	тем самым	4	4
48	одной стороны	3	4
49	имеет место	5	4
50	совпадает с	2	4
51	и тем	3	4
52	не с	4	4
53	отношению к	19	4
54	во всех	11	4
55	как в	4	4
56	все это	3	4
57	по отношению	21	4
58	не может	27	4
59	на этом	2	4
60	и его	16	4
61	то же	5	4
62	хотя и	3	4
63	точки зрения	8	4
64	только в	13	4
65	композиционная форма	4	4
66	в себя	2	4
67	место в	8	3
68	никогда не	5	3
69	в нашем	4	3
70	на фоне	3	3
71	прежде всего	13	3
72	или иного	2	3
73	или иной	2	3
74	одной из	3	3
75	тем не	3	3
76	с самим	2	3
77	имеем дело	3	3
78	по поводу	2	3
79	было бы	8	3
80	несмотря на	3	3
81	мы имеем	2	3
82	или в	2	3
83	той или	2	3
84	что и	2	3
85	в их	10	3
86	приводит к	3	3
87	если бы	3	3
88	этом отношении	2	3
89	не знает	3	3
90	того или	2	3
91	можно было	4	3
92	а в	6	3
93	как мы	7	3
94	с ними	4	3
95	тем что	2	3
96	эстетического объекта	37	3
97	едва ли	3	3
98	в конечном	4	3
99	и все	3	3
100	а как	3	2
101	художественного произведения	11	2
102	того что	2	2
103	композиционных форм	3	2
104	была бы	2	2
105	вообще не	7	2
106	и иной	3	2
107	что все	2	2
108	этом смысле	3	2
109	к этому	2	2
110	вовсе не	2	2
111	художественного восприятия	2	2
112	вследствие этого	3	2
113	на то	2	2
114	к своему	2	2
115	конечном счете	4	2
116	момент его	2	2
117	его как	3	2
118	отличие от	5	2
119	по существу	2	2
120	все что	3	2
121	же время	3	2
122	что в	7	2
123	имеют место	2	2
124	она не	2	2
125	еще не	7	2
126	в своей	7	2
127	ни с	2	2
128	в таких	2	2
129	в котором	2	2
130	себе не	2	2
131	для нее	8	2
132	не есть	6	2
133	себя в	2	2
134	в отличие	5	2
135	на него	3	2
136	эстетический анализ	7	2
137	другой стороны	4	2
138	отношения к	6	2
139	таким образом	10	2
140	здесь в	2	2
141	с действительностью	3	2
142	в двух	2	2
143	в значительной	2	2
144	объекта и	7	2
145	или точнее	2	2
146	и он	2	2
147	не имеет	9	2
148	и для	11	2
149	с точки	6	2
150	и другими	3	2
151	на основе	6	2
152	в таком	3	2
153	не следует	2	2
154	между тем	7	2
155	и во	2	2
156	он не	3	2
157	к его	2	2
158	в то	4	2
159	в его	43	2
160	в поэзии	9	2
161	его в	9	2
162	в этих	2	2
163	в произведении	4	2
164	сказать что	4	2
165	с ним	5	2
166	произведения как	8	2
