N	2gram	Bakhtin_Fr_1	formyVre
1	и в	65	50
2	то есть	45	33
3	в романе	2	32
4	в этом	15	25
5	в нем	13	24
6	и его	10	16
7	в литературе	6	16
8	прежде всего	11	15
9	и не	22	14
10	как мы	6	14
11	вовсе не	18	13
12	как раз	3	13
13	в его	9	13
14	так и	10	12
15	может быть	6	11
16	мы уже	12	11
17	времени и	6	10
18	но в	14	10
19	в том	16	9
20	и др	24	9
21	в особенности	2	9
22	все эти	10	9
23	в других	3	9
24	не только	10	9
25	с его	5	9
26	роль в	2	9
27	ничего не	3	9
28	в самом	4	8
29	и их	3	8
30	но и	10	8
31	и на	11	8
32	жизни в	5	8
33	как и	5	8
34	жизни и	7	8
35	это время	2	7
36	и во	3	7
37	в условиях	13	7
38	так сказать	4	7
39	все же	6	6
40	в частности	5	6
41	это не	3	6
42	в дальнейшем	8	6
43	например в	2	6
44	в их	4	6
45	не может	3	6
46	так как	6	6
47	и все	5	6
48	в жизни	4	6
49	связи с	4	6
50	во всех	9	6
51	то что	3	6
52	время в	2	6
53	в ее	3	6
54	как в	5	6
55	что в	3	5
56	и другие	8	5
57	не в	4	5
58	и до	4	5
59	до нас	3	5
60	в основе	8	5
61	точки зрения	7	5
62	всех этих	8	5
63	но все	3	5
64	но не	2	5
65	еще не	6	5
66	наряду с	2	5
67	он не	2	5
68	в основном	2	5
69	и у	6	5
70	могут быть	2	5
71	жизни но	2	5
72	том числе	10	4
73	но на	3	4
74	понятно что	2	4
75	в своем	8	4
76	мы и	3	4
77	кроме того	2	4
78	до конца	2	4
79	здесь на	2	4
80	на этой	3	4
81	все это	9	4
82	влияние на	7	4
83	конечно и	3	4
84	потому что	5	4
85	и с	3	4
86	в ней	6	4
87	к себе	2	4
88	нет ничего	3	4
89	исторического времени	2	4
90	в них	5	4
91	вполне понятно	2	4
92	в процессе	2	4
93	и т.п	17	4
94	себе самому	2	4
95	в той	5	4
96	том что	6	4
97	и для	2	4
98	только в	7	4
99	и это	2	4
100	не могут	3	3
101	в этих	2	3
102	в отношении	6	3
103	формы и	7	3
104	к тому	2	3
105	да и	2	3
106	связаны с	3	3
107	при этом	6	3
108	xviii века	2	3
109	в новое	3	3
110	хотя и	2	3
111	в виду	3	3
112	мира в	3	3
113	в форме	3	3
114	отношения к	2	3
115	этом отношении	3	3
116	с одной	2	3
117	и других	3	3
118	но эта	2	3
119	друг друга	3	3
120	их в	2	3
121	сказать что	6	3
122	одно из	6	3
123	его в	7	3
124	в одном	5	3
125	ни к	2	3
126	поэтому и	4	3
127	не знает	6	3
128	в xvii	3	3
129	на фоне	3	3
130	всего того	2	3
131	значение и	2	3
132	же в	2	3
133	уже говорили	7	3
134	в сущности	16	3
135	и потому	10	3
136	сих пор	4	3
137	характер это	2	3
138	только на	2	3
139	во всей	3	3
140	еще более	5	3
141	что не	2	3
142	между ними	4	3
143	мы видим	2	3
144	в таком	2	3
145	или в	2	3
146	более того	2	3
147	быть только	2	3
148	совершенно иной	2	3
149	в себе	3	3
150	входит в	4	3
151	до сих	4	3
152	новое и	2	2
153	мы будем	3	2
154	никогда не	6	2
155	с другой	3	2
156	мир и	3	2
157	почти вовсе	5	2
158	нем в	2	2
159	или иной	5	2
160	дальнейшем развитии	2	2
161	для нас	4	2
162	его от	2	2
163	мировой литературе	3	2
164	они были	6	2
165	с их	5	2
166	есть в	5	2
167	числе и	7	2
168	для него	5	2
169	одной стороны	2	2
170	новый тип	2	2
171	xvii века	4	2
172	но для	3	2
173	к жизни	2	2
174	есть только	2	2
175	в целом	2	2
176	не к	2	2
177	отношение к	4	2
178	в некоторых	2	2
179	ни с	2	2
180	существенную роль	2	2
181	природной и	2	2
182	еще и	5	2
183	на них	2	2
184	не для	2	2
185	можно только	4	2
186	в самой	3	2
187	того что	2	2
188	и даже	8	2
189	и по	2	2
190	рядом с	5	2
191	не входит	2	2
192	в более	3	2
193	той или	5	2
194	и еще	4	2
195	во всем	2	2
196	что мы	2	2
197	здесь только	2	2
198	мир в	3	2
199	с ним	3	2
200	xvii веке	2	2
201	во многом	2	2
202	очень характерно	2	2
203	не является	3	2
204	здесь и	4	2
205	раз и	2	2
206	и к	4	2
207	здесь еще	2	2
208	в чем	2	2
209	и особые	2	2
210	здесь в	8	2
211	не были	3	2
212	в это	2	2
213	уже сказали	3	2
214	нет и	2	2
215	в своей	5	2
216	как бы	22	2
217	и прежде	3	2
218	совершенно не	4	2
219	в отличие	4	2
220	разного рода	3	2
221	были в	2	2
222	уже не	3	2
223	в значительной	6	2
224	и эта	3	2
225	смысле но	2	2
226	с точки	3	2
227	и вообще	3	2
228	его на	2	2
229	далеко не	3	2
230	др в	2	2
231	дело в	2	2
232	отличие от	5	2
