N	2gram	Medvedev_V_1	Psycholo
1	то что	6	32
2	и в	26	31
3	в том	15	30
4	и т	23	26
5	что в	10	23
6	может быть	22	22
7	таким образом	31	20
8	при помощи	3	20
9	художественного произведения	6	17
10	не может	17	17
11	как и	7	16
12	том что	8	16
13	и не	19	16
14	т п	9	16
15	точки зрения	3	15
16	только в	7	14
17	а не	7	13
18	не только	25	13
19	что и	3	13
20	так же	3	12
21	в этом	26	12
22	в самом	4	11
23	могут быть	5	11
24	не в	6	11
25	в области	2	11
26	художественное произведение	5	10
27	того что	3	10
28	искусство как	2	9
29	по себе	2	9
30	никогда не	4	8
31	вместе с	7	8
32	все это	10	8
33	т д	14	8
34	что мы	2	8
35	что он	4	7
36	том чтобы	2	7
37	на основании	8	7
38	и его	6	7
39	заключается в	2	7
40	того чтобы	3	7
41	тому как	2	7
42	сказать что	5	7
43	о том	10	7
44	вовсе не	3	6
45	зависимости от	5	6
46	очевидно что	7	6
47	одной стороны	2	6
48	художественного творчества	18	6
49	было бы	7	6
50	если бы	3	6
51	из этих	7	6
52	вслед за	2	6
53	отнюдь не	3	6
54	а в	3	6
55	что она	2	6
56	для того	3	6
57	и даже	2	6
58	в его	14	6
59	и есть	5	5
60	эта теория	2	5
61	формы и	2	5
62	тогда когда	2	5
63	этой точки	2	5
64	не является	5	5
65	в ее	4	5
66	все же	5	5
67	с одной	2	5
68	она не	3	5
69	как бы	5	5
70	в зависимости	6	5
71	в целом	4	5
72	в процессе	16	5
73	искусства не	2	5
74	другой стороны	8	5
75	и для	2	5
76	то же	10	5
77	с другой	11	5
78	подобно тому	2	5
79	в то	6	5
80	утверждать что	4	5
81	к тому	4	4
82	в которой	2	4
83	в котором	3	4
84	в виду	4	4
85	прежде всего	13	4
86	тому что	6	4
87	в себе	6	4
88	по существу	3	4
89	же как	2	4
90	одна из	4	4
91	у него	6	4
92	у нас	2	4
93	один из	5	4
94	к этому	9	4
95	и у	2	4
96	в своих	2	4
97	в результате	5	4
98	в искусстве	6	4
99	между тем	5	4
100	как это	12	4
101	могло бы	2	4
102	мы имеем	3	4
103	не могут	7	3
104	как на	3	3
105	с тем	3	3
106	других видов	2	3
107	только не	2	3
108	в частности	11	3
109	думается что	4	3
110	конечном счете	5	3
111	в своем	8	3
112	что у	2	3
113	у пушкина	2	3
114	что все	3	3
115	в каждом	2	3
116	представить себе	2	3
117	стороны и	2	3
118	и к	3	3
119	мы знаем	3	3
120	это и	6	3
121	в силу	11	3
122	но не	2	3
123	смысле слова	2	3
124	из его	3	3
125	из которых	2	3
126	например в	3	3
127	в этой	4	3
128	искусства на	2	3
129	хотя и	2	3
130	в слове	3	3
131	он не	2	3
132	в конечном	7	3
133	художественном произведении	4	3
134	жизни и	3	3
135	в своей	4	3
136	каждой из	2	3
137	так и	5	3
138	что при	2	3
139	не было	7	3
140	что оно	3	3
141	от того	2	3
142	должны быть	2	3
143	и по	3	3
144	роль в	4	3
145	в которых	3	3
146	с этим	3	3
147	в конце	3	3
148	в художественном	10	3
149	конце концов	2	3
150	но в	2	3
151	т е	18	3
152	не менее	2	2
153	на вопрос	2	2
154	в книге	2	2
155	видели что	3	2
156	можно ли	2	2
157	по этому	9	2
158	главным образом	7	2
159	и как	3	2
160	но даже	3	2
161	в них	4	2
162	и от	3	2
163	человека и	3	2
164	в жизни	2	2
165	к работе	3	2
166	утверждает что	3	2
167	и потому	2	2
168	только о	2	2
169	что они	3	2
170	более или	6	2
171	представления об	2	2
172	что даже	2	2
173	в качестве	11	2
174	всех других	3	2
175	это мы	3	2
176	ли это	2	2
177	и может	2	2
178	по поводу	2	2
179	о чем	2	2
180	что такое	2	2
181	образы и	5	2
182	него в	3	2
183	и их	3	2
184	том же	6	2
185	показывает как	2	2
186	далеко не	2	2
187	на эти	2	2
188	даже в	5	2
189	в нем	6	2
190	мы видели	3	2
191	как говорит	5	2
192	из них	9	2
193	когда он	3	2
194	но и	10	2
195	и дальше	2	2
196	говорит о	7	2
197	или менее	6	2
198	приводит к	5	2
199	только что	4	2
200	отличается от	2	2
201	как раз	3	2
202	в связи	3	2
203	этому поводу	7	2
204	этом отношении	13	2
205	же самое	2	2
206	этой области	3	2
207	он же	5	2
208	на основе	5	2
209	в науке	2	2
210	его не	3	2
211	что для	3	2
212	вот что	9	2
213	отметить что	2	2
214	в чем	2	2
215	их в	6	2
216	как например	2	2
217	не быть	2	2
218	бы и	6	2
219	но как	3	2
220	в сознании	4	2
221	это только	4	2
222	бы в	3	2
223	ту же	2	2
224	и художественного	3	2
225	на это	2	2
226	будто бы	2	2
227	его в	3	2
228	как он	2	2
229	только то	2	2
230	одном из	3	2
231	в одном	4	2
