N	2gram	Bakhtin_Fr_6	Vladivir
1	и в	41	31
2	в году	6	30
3	не только	10	24
4	но и	13	19
5	то что	10	18
6	и не	3	17
7	у него	7	15
8	и даже	4	15
9	он был	4	14
10	том что	7	14
11	что в	7	14
12	в этом	12	14
13	и с	16	14
14	что он	6	12
15	в его	7	12
16	но в	8	12
17	с его	5	11
18	в том	2	11
19	потому что	3	11
20	о том	9	11
21	так что	2	10
22	и то	2	10
23	также и	6	10
24	он не	2	10
25	никогда не	8	9
26	как мы	12	9
27	а в	4	9
28	только в	3	9
29	в конце	2	9
30	в дальнейшем	2	8
31	в то	6	8
32	так как	10	8
33	уже в	4	7
34	кроме того	9	7
35	в эти	2	7
36	как раз	2	7
37	и его	13	7
38	как это	2	7
39	сказать что	6	7
40	мы уже	18	7
41	у нас	4	6
42	того же	4	6
43	и потому	2	6
44	и сам	3	6
45	может быть	2	6
46	в котором	4	6
47	так и	5	6
48	не может	4	6
49	то же	5	6
50	и что	5	6
51	то он	2	6
52	это было	2	6
53	не был	2	5
54	все это	11	5
55	вовсе не	7	5
56	не в	4	5
57	и от	4	5
58	а также	5	5
59	жизни и	3	5
60	но он	5	5
61	с ним	4	5
62	же время	5	4
63	в своем	5	4
64	и все	9	4
65	в нем	16	4
66	для нас	2	4
67	в себе	5	4
68	и вообще	4	4
69	как и	7	4
70	и как	4	4
71	в этой	8	4
72	никак не	3	4
73	хотя и	2	4
74	еще в	5	4
75	и особенно	3	4
76	один из	6	4
77	себя в	2	4
78	в своей	2	4
79	в истории	2	4
80	в особенности	7	4
81	и у	2	4
82	во всем	5	4
83	как он	2	4
84	к нему	3	4
85	мы увидим	3	3
86	с другой	4	3
87	как в	4	3
88	но не	2	3
89	но это	3	3
90	что они	2	3
91	тот же	4	3
92	и всякой	2	3
93	за пределы	2	3
94	все же	4	3
95	на его	2	3
96	вместе с	6	3
97	был в	2	3
98	другой стороны	2	3
99	таким образом	17	3
100	все эти	11	3
101	не мог	3	3
102	и очень	2	3
103	и он	5	3
104	и на	9	3
105	он в	2	3
106	в начале	3	3
107	во время	9	3
108	то есть	24	3
109	тем что	5	2
110	он сам	3	2
111	мы будем	3	2
112	первый план	3	2
113	для его	2	2
114	в частности	2	2
115	в них	7	2
116	и весьма	2	2
117	что все	2	2
118	на все	3	2
119	образом в	2	2
120	на первый	3	2
121	одной из	3	2
122	это и	2	2
123	несколько слов	2	2
124	тем более	2	2
125	от него	2	2
126	на этом	2	2
127	не были	3	2
128	все что	4	2
129	и тот	2	2
130	своего времени	2	2
131	при этом	3	2
132	того что	3	2
133	было бы	3	2
134	кажется что	2	2
135	в самом	10	2
136	конечно не	3	2
137	одним из	4	2
138	даже в	4	2
139	и до	7	2
140	уже сказали	3	2
141	из них	5	2
142	не будем	2	2
143	из этого	4	2
144	а именно	2	2
145	и для	3	2
146	начиная с	2	2
147	и сейчас	2	2
148	лишь в	2	2
149	что дело	2	2
150	того чтобы	4	2
151	что мы	2	2
152	той же	5	2
153	он стал	2	2
154	в результате	4	2
155	точки зрения	2	2
156	к себе	2	2
157	из этих	2	2
158	о котором	4	2
159	тех же	2	2
160	в чем	3	2
