N	2gram	Vygotskiy__1	Dialekti
1	не есть	3	54
2	т е	3	48
3	и не	16	27
4	а не	13	26
5	точки зрения	15	25
6	и в	31	24
7	и т	26	24
8	не только	13	23
9	есть нечто	2	23
10	т д	8	23
11	что такое	2	21
12	по себе	9	20
13	не может	17	19
14	ничего не	2	17
15	и есть	5	16
16	и что	8	15
17	что все	3	14
18	в таком	3	14
19	то что	32	14
20	с точки	2	14
21	может быть	22	13
22	таким образом	20	13
23	и даже	6	13
24	что он	7	13
25	вовсе не	6	13
26	что это	6	12
27	того что	10	12
28	есть только	2	12
29	не менее	2	11
30	что же	2	11
31	тем не	2	10
32	отнюдь не	6	10
33	таком случае	2	10
34	не существует	2	10
35	только не	3	10
36	в сущности	10	10
37	ни в	9	9
38	но и	2	9
39	что она	6	9
40	есть не	2	9
41	стало быть	2	9
42	прежде всего	4	8
43	так что	5	8
44	и как	2	8
45	это есть	5	8
46	отличается от	2	8
47	что мы	8	8
48	том что	16	8
49	в этом	12	8
50	если же	2	8
51	что в	23	7
52	никогда не	8	7
53	но что	2	7
54	в самом	11	7
55	что оно	3	7
56	потому что	10	7
57	в виду	4	7
58	ясно что	19	7
59	это и	3	7
60	как и	16	7
61	только на	3	7
62	как раз	2	7
63	должна быть	3	6
64	все это	8	6
65	и только	3	6
66	и с	2	6
67	о том	7	6
68	так как	18	6
69	если бы	6	6
70	и все	5	6
71	утверждать что	5	6
72	что и	13	6
73	то же	5	6
74	самом деле	9	6
75	можно ли	2	5
76	с этой	4	5
77	в том	30	5
78	но это	3	5
79	хотя и	3	5
80	точка зрения	4	5
81	жизни и	3	5
82	и его	7	5
83	как на	3	5
84	что для	2	5
85	или не	2	5
86	одно из	2	5
87	в то	5	5
88	как это	4	5
89	само по	5	5
90	в них	2	5
91	вопрос о	3	5
92	тогда когда	5	5
93	и к	3	5
94	есть ли	2	5
95	было бы	6	5
96	он не	3	5
97	так и	3	5
98	и тогда	2	5
99	уже не	2	5
100	мы не	12	5
101	только в	14	5
102	тому что	4	4
103	с другой	5	4
104	не могут	3	4
105	то время	5	4
106	сама по	2	4
107	к тому	4	4
108	от себя	4	4
109	что есть	2	4
110	но только	3	4
111	так же	12	4
112	время как	5	4
113	сказать что	7	4
114	нет никакой	3	4
115	у нас	4	4
116	говорит о	2	4
117	от того	3	4
118	только что	2	4
119	в чем	2	4
120	тому как	7	4
121	и то	2	4
122	подобно тому	5	4
123	и это	3	4
124	не было	3	3
125	все же	5	3
126	все время	4	3
127	но даже	2	3
128	и без	2	3
129	в своем	3	3
130	в одной	3	3
131	и от	2	3
132	мы знаем	3	3
133	не в	11	3
134	есть в	7	3
135	она не	5	3
136	одной стороны	6	3
137	случае не	2	3
138	в основе	2	3
139	в нем	2	3
140	из них	2	3
141	то и	2	3
142	с одной	5	3
143	с этим	3	3
144	во всем	3	3
145	при помощи	20	3
146	одинаковой мере	2	3
147	уже и	2	3
148	только тогда	7	3
149	в силу	3	3
150	только о	2	3
151	на то	10	3
152	зависимости от	6	3
153	одна из	4	3
154	утверждает что	2	3
155	все что	3	3
156	как таковое	2	3
157	и о	4	3
158	не будет	3	3
159	как бы	5	3
160	тем самым	2	3
161	для того	6	3
162	из которых	3	3
163	должны быть	3	3
164	к нему	2	3
165	той же	3	3
166	в слове	3	3
167	и всякий	2	3
168	в каком	2	3
169	же как	4	2
170	в одинаковой	2	2
171	она должна	2	2
172	в частности	3	2
173	что у	3	2
174	из этих	6	2
175	точно так	3	2
176	этой точки	5	2
177	показывает что	5	2
178	оно есть	2	2
179	для нас	5	2
180	тому же	3	2
181	не можем	3	2
182	при этом	19	2
183	несмотря на	5	2
184	и если	4	2
185	например в	3	2
186	и следовательно	2	2
187	у меня	3	2
188	себя и	2	2
189	всяком случае	6	2
190	но совершенно	2	2
191	совершенно не	5	2
192	и тем	2	2
193	другой стороны	5	2
194	целый ряд	6	2
195	как например	2	2
196	и вот	3	2
197	и по	3	2
198	его не	2	2
199	а в	6	2
200	в своих	4	2
201	ее от	3	2
202	никак не	4	2
203	их в	2	2
204	и здесь	2	2
205	и потому	2	2
206	когда мы	3	2
207	бы в	2	2
208	к этой	2	2
209	но в	3	2
210	тех или	2	2
211	у него	4	2
212	в разные	2	2
213	в зависимости	5	2
214	и во	2	2
215	но как	2	2
216	по существу	4	2
217	но не	3	2
218	со всеми	4	2
219	во внимание	2	2
220	фактов и	2	2
221	и когда	3	2
222	частей то	2	2
223	со стороны	4	2
224	на основании	7	2
225	как мы	2	2
226	и у	4	2
227	и для	5	2
228	я думаю	2	2
229	нас в	2	2
230	во всяком	8	2
231	могут быть	11	2
232	в себе	4	2
233	из этого	2	2
234	в его	6	2
