N	2gram	Tiupa_Hudo_2	Formalny
1	т е	2	32
2	и не	18	30
3	вовсе не	2	28
4	и в	28	27
5	может быть	8	25
6	не может	4	24
7	так и	8	21
8	и его	5	19
9	в этом	13	18
10	а не	14	17
11	точки зрения	2	16
12	самом деле	3	16
13	в нем	3	15
14	то же	6	15
15	между ними	2	15
16	как и	11	14
17	с точки	2	14
18	не в	13	12
19	если бы	6	12
20	и от	2	11
21	в самом	5	11
22	в жизни	8	11
23	и т	4	11
24	место в	2	10
25	но и	9	10
26	лишь в	2	9
27	не только	11	9
28	так же	3	9
29	что в	5	8
30	при этом	11	8
31	как бы	5	8
32	отнюдь не	2	8
33	и все	7	8
34	то что	6	8
35	как раз	4	8
36	как мы	2	8
37	только в	4	8
38	не менее	5	7
39	в том	15	7
40	же время	4	7
41	все это	3	7
42	потому что	2	7
43	в то	6	7
44	его в	2	7
45	между тем	8	7
46	в его	11	7
47	все время	3	6
48	с другой	3	6
49	т д	2	6
50	но в	2	6
51	что он	8	6
52	еще не	3	6
53	было бы	3	6
54	все же	2	6
55	в своей	6	6
56	хотя бы	2	6
57	и для	2	6
58	в данном	2	6
59	и ее	3	6
60	вместе с	2	6
61	никогда не	5	5
62	что они	4	5
63	того чтобы	4	5
64	не является	2	5
65	в ней	3	5
66	в художественном	4	5
67	именно так	2	5
68	но не	4	5
69	что же	2	5
70	т п	2	5
71	сводится к	6	5
72	тому как	4	5
73	тем что	6	5
74	прежде всего	3	4
75	к тому	7	4
76	мы знаем	2	4
77	да и	5	4
78	для того	4	4
79	же и	2	4
80	жизни и	6	4
81	данном случае	2	4
82	со стороны	3	4
83	о том	12	4
84	как это	7	4
85	в ее	18	4
86	том что	19	4
87	она не	5	4
88	на ее	3	4
89	как в	5	4
90	только на	5	4
91	роль в	2	4
92	подобно тому	4	4
93	же как	2	3
94	бы и	4	3
95	что это	5	3
96	в этих	3	3
97	его и	2	3
98	тому что	4	3
99	столь же	3	3
100	это не	6	3
101	те же	2	3
102	можно сказать	6	3
103	для нас	3	3
104	по отношению	7	3
105	той же	2	3
106	и на	3	3
107	сказать что	2	3
108	и с	6	3
109	в основе	2	3
110	нуждается в	2	3
111	жизни в	7	3
112	в них	3	3
113	на фоне	3	3
114	они и	2	3
115	же самое	3	3
116	мы уже	3	3
117	о нем	2	3
118	оно не	2	3
119	отношению к	7	3
120	дело с	2	3
121	уже не	10	3
122	и эта	2	3
123	в себе	9	3
124	сам он	2	2
125	характерно что	3	2
126	человека и	3	2
127	была бы	3	2
128	или иной	2	2
129	в этой	5	2
130	на этом	2	2
131	как о	3	2
132	с такой	2	2
133	в котором	6	2
134	из них	2	2
135	дело не	2	2
136	что она	7	2
137	в своем	5	2
138	и только	2	2
139	именно на	2	2
140	из этих	2	2
141	как он	3	2
142	том как	2	2
143	с его	5	2
144	только не	2	2
145	однако в	2	2
146	превращается в	4	2
147	не как	2	2
148	но при	3	2
149	с ее	5	2
150	говорить о	2	2
151	то в	4	2
152	одна из	2	2
153	и тогда	2	2
154	говорит в	2	2
155	одной из	3	2
156	ни с	2	2
157	что и	4	2
158	тем не	4	2
159	который был	2	2
160	жизни с	2	2
161	бы не	3	2
162	человека в	4	2
163	чтобы не	3	2
164	и это	3	2
165	героя и	3	2
166	здесь не	2	2
167	ничего не	5	2
168	и тех	3	2
