N	2gram	Losev_Vesc_1	Myshleni
1	в том	8	33
2	том что	8	27
3	точки зрения	5	26
4	то что	27	20
5	в этом	4	19
6	с точки	3	18
7	того что	8	17
8	и в	21	15
9	не только	36	15
10	что в	9	14
11	таким образом	8	14
12	того чтобы	3	12
13	в самом	9	11
14	но и	18	10
15	было бы	14	10
16	для того	2	10
17	мы не	6	10
18	мы можем	4	10
19	в своем	6	9
20	может быть	16	9
21	не может	17	9
22	что мы	14	9
23	о том	6	9
24	в сущности	4	9
25	так и	3	8
26	к действительности	2	8
27	никогда не	2	8
28	не в	5	8
29	и что	15	8
30	если бы	5	8
31	с но	2	8
32	к тому	3	7
33	одной стороны	3	7
34	с одной	3	7
35	и не	29	7
36	потому что	16	7
37	как бы	12	7
38	по себе	13	7
39	тот же	3	7
40	во всяком	3	7
41	что это	13	6
42	в отношении	4	6
43	как мы	4	6
44	в этой	3	6
45	мы уже	3	6
46	в виду	2	6
47	на то	4	6
48	мы находим	2	6
49	с другой	6	6
50	сказать что	17	6
51	мы должны	2	6
52	как это	2	6
53	но в	5	6
54	вовсе не	10	6
55	как и	8	6
56	по своей	2	6
57	если мы	8	6
58	самом деле	4	6
59	всяком случае	2	6
60	это не	5	5
61	и их	7	5
62	и даже	6	5
63	сравнению с	6	5
64	тогда когда	5	5
65	по существу	2	5
66	по сравнению	7	5
67	то же	6	5
68	можно было	2	5
69	независимо от	5	4
70	прежде всего	9	4
71	что все	2	4
72	для нас	2	4
73	от его	2	4
74	все это	5	4
75	что оно	8	4
76	а в	4	4
77	их в	3	4
78	и с	8	4
79	при помощи	2	4
80	так как	7	4
81	все же	4	4
82	со всей	2	4
83	мы видим	2	4
84	в своей	5	4
85	как раз	9	4
86	а с	3	4
87	из того	2	4
88	хотя бы	6	4
89	и его	2	4
90	с в	2	4
91	только в	14	4
92	но на	2	3
93	больше того	4	3
94	для этого	4	3
95	что у	5	3
96	в собственном	2	3
97	об этом	3	3
98	что они	6	3
99	для него	4	3
100	из них	4	3
101	данном случае	2	3
102	со стороны	5	3
103	и только	3	3
104	все эти	3	3
105	в самой	2	3
106	с собой	2	3
107	с другими	8	3
108	в результате	3	3
109	в основе	3	3
110	с ним	8	3
111	мы имеем	7	3
112	ничем не	3	3
113	и все	5	3
114	с этим	3	3
115	но не	5	3
116	того же	5	3
117	действительности и	5	3
118	для себя	5	3
119	собственном смысле	3	3
120	бы и	5	3
121	что она	15	3
122	только что	2	3
123	а не	19	3
124	вот почему	3	3
125	или в	2	3
126	в данном	5	3
127	и ее	18	3
128	и это	14	3
129	ничего не	3	3
130	как только	4	2
131	сама по	3	2
132	и есть	26	2
133	что между	2	2
134	перед нами	2	2
135	с этой	4	2
136	что вещи	3	2
137	отрыве от	2	2
138	же это	4	2
139	можно сказать	6	2
140	что на	2	2
141	бы что	2	2
142	и как	8	2
143	это есть	7	2
144	но что	2	2
145	и другое	4	2
146	и само	2	2
147	только тогда	3	2
148	той или	2	2
149	в котором	3	2
150	и тем	3	2
151	с ее	6	2
152	в первой	2	2
153	от того	3	2
154	есть нечто	6	2
155	до всякого	2	2
156	оба эти	3	2
157	должно быть	6	2
158	но для	2	2
159	к себе	4	2
160	но если	8	2
161	говорить о	6	2
162	также и	6	2
163	но ведь	2	2
164	в одном	2	2
165	или как	2	2
166	меня на	2	2
167	от этого	2	2
168	нисколько не	4	2
169	у него	2	2
170	отнюдь не	5	2
171	этих двух	2	2
172	бы ни	2	2
173	стороны и	2	2
174	когда она	4	2
175	судить о	4	2
176	вещь имеет	3	2
177	к ней	2	2
178	в его	2	2
179	должен быть	2	2
180	с вещами	3	2
181	что и	3	2
182	во всех	2	2
183	с ней	2	2
184	без всякого	4	2
185	находится в	3	2
186	как нечто	2	2
187	что же	8	2
188	и для	9	2
189	все равно	2	2
190	но с	2	2
191	в себя	13	2
192	есть ли	6	2
193	и эта	3	2
194	в силу	3	2
195	той же	2	2
196	тому как	4	2
197	нас в	3	2
198	тем что	2	2
199	моментов в	2	2
200	подобно тому	4	2
201	в себе	14	2
202	в другом	2	2
203	ту же	2	2
204	не потому	6	2
205	не то	4	2
