N	2gram	Vinokur_Ku_1	Istorich
1	и в	24	26
2	т е	38	22
3	так как	9	18
4	мы имеем	6	14
5	никогда не	2	13
6	потому что	23	13
7	что в	17	12
8	таким образом	12	12
9	в том	30	12
10	и на	4	12
11	в этом	14	12
12	может быть	13	11
13	с другой	7	10
14	том что	21	10
15	и т	33	10
16	и не	12	10
17	не только	10	10
18	представление о	3	9
19	что он	6	9
20	еще не	5	9
21	но и	6	9
22	а именно	2	9
23	в нем	4	8
24	все же	12	8
25	на том	3	8
26	вместе с	7	8
27	другой стороны	6	8
28	т д	14	8
29	все эти	6	8
30	с ним	5	8
31	превращается в	2	7
32	уже не	8	7
33	например в	5	7
34	и его	5	7
35	о том	9	7
36	но в	2	7
37	этом случае	2	6
38	то что	9	6
39	ее в	2	6
40	как в	4	6
41	не может	7	6
42	после чего	2	6
43	в более	2	6
44	и с	5	6
45	и эти	3	5
46	у нас	10	5
47	как и	2	5
48	в ней	6	5
49	в его	12	5
50	то это	3	5
51	так и	7	5
52	то же	8	5
53	и что	5	5
54	как это	3	5
55	тем что	8	5
56	в то	2	5
57	только в	11	5
58	там где	4	5
59	с тем	5	4
60	это не	7	4
61	из этих	4	4
62	прежде всего	9	4
63	не всегда	2	4
64	с его	4	4
65	до сих	4	4
66	связано с	3	4
67	в это	2	4
68	на его	3	4
69	как бы	7	4
70	и тем	2	4
71	что и	4	4
72	сих пор	4	4
73	что оно	3	4
74	и он	3	4
75	себе в	3	4
76	если бы	9	3
77	в частности	4	3
78	в греческой	2	3
79	в них	7	3
80	в одном	3	3
81	должна быть	3	3
82	вопрос о	2	3
83	в тех	4	3
84	так что	4	3
85	не в	11	3
86	они не	3	3
87	в качестве	7	3
88	так например	2	3
89	тех случаях	2	3
90	том как	3	3
91	один из	4	3
92	когда он	3	3
93	в своей	2	3
94	что она	3	3
95	со стороны	4	3
96	он иногда	2	3
97	случаях когда	2	3
98	а в	5	3
99	при этом	6	3
100	к своему	2	3
101	как на	3	3
102	или в	2	3
103	меня и	3	3
104	в данном	4	3
105	и то	3	3
106	на более	2	3
107	в себе	3	3
108	не было	3	3
109	и под	2	3
110	не потому	5	3
111	того как	4	3
112	от этого	2	3
113	с этой	2	2
114	может иметь	2	2
115	о чем	2	2
116	и как	2	2
117	в этих	4	2
118	в своем	3	2
119	того же	4	2
120	с этим	4	2
121	вовсе не	10	2
122	на то	4	2
123	можно сказать	3	2
124	к тому	5	2
125	сводится к	3	2
126	для нас	2	2
127	по отношению	8	2
128	но все	2	2
129	что они	4	2
130	но не	5	2
131	так же	4	2
132	в последнем	2	2
133	когда в	2	2
134	было бы	15	2
135	эти случаи	2	2
136	чтобы получить	2	2
137	в свое	2	2
138	относится к	2	2
139	всяком случае	5	2
140	даже в	3	2
141	что эти	4	2
142	не есть	4	2
143	отношению к	9	2
144	не имеет	2	2
145	ни в	2	2
146	что же	6	2
147	целый ряд	5	2
148	то и	2	2
149	тогда как	2	2
150	он не	2	2
151	а с	3	2
152	увидим что	2	2
153	тем самым	4	2
154	а не	8	2
155	того что	9	2
156	что не	5	2
157	должны быть	2	2
158	можно было	6	2
159	с ними	4	2
160	во всяком	5	2
161	что касается	2	2
162	к себе	4	2
163	в которых	6	2
164	о котором	2	2
165	видно что	2	2
166	зависимости от	6	2
167	в этой	3	2
168	но вот	2	2
169	что это	5	2
170	здесь не	3	2
171	когда мы	2	2
172	ничего не	2	2
173	е в	2	2
