N	3gram	Losev_Dial_4	Problema
1	и т д	15	13
2	тем не менее	2	10
3	в том что	9	9
4	сама по себе	5	8
5	и в этом	3	6
6	сам по себе	2	6
7	по крайней мере	7	5
8	не может быть	6	5
9	имеется в виду	3	4
10	т д и	3	4
11	той или другой	3	4
12	в то же	6	4
13	что иное как	8	4
14	есть не что	5	4
15	не что иное	8	4
16	ни в каком	4	4
17	д и т	2	4
18	или по крайней	3	4
19	никакого отношения к	2	3
20	та или иная	2	3
21	не имеет ничего	2	3
22	того или другого	2	3
23	точно так же	2	3
24	не имеет никакого	2	3
25	само по себе	4	3
26	не есть ни	9	3
27	имеет ничего общего	2	3
28	и тем более	4	2
29	по сравнению с	2	2
30	что он есть	4	2
31	то или иное	3	2
32	с точки зрения	9	2
33	вовсе не в	2	2
34	и в частности	2	2
35	о том как	2	2
36	этой точки зрения	2	2
37	в сравнении с	2	2
38	ничего общего с	2	2
39	не есть просто	3	2
40	это значит что	7	2
41	ровно ничего не	6	2
