N	3gram	Voloshinov_2	Hudozhes
1	по отношению к	8	10
2	в отличие от	3	7
3	в то же	8	6
4	то же время	8	6
5	той или иной	4	5
6	более или менее	2	5
7	в том что	6	5
8	и того же	4	3
9	одного и того	4	3
10	и то же	3	3
11	с точки зрения	13	3
12	одно и то	3	3
13	всех без исключения	2	3
14	того или иного	2	3
15	в противном случае	2	2
16	в значительной степени	2	2
17	к тому что	3	2
18	в коем случае	2	2
19	в свою очередь	5	2
20	в той или	3	2
21	в таком случае	3	2
22	и прежде всего	2	2
23	внутренней и внешней	2	2
24	с одной стороны	3	2
25	ни в коем	2	2
26	для того чтобы	6	2
