N	2gram	Bakhtin_Fr_1	Formalny
1	и в	65	38
2	в этом	15	27
3	может быть	6	23
4	и пр	5	21
5	и его	10	21
6	и не	22	20
7	в самом	4	16
8	прежде всего	11	15
9	не в	4	15
10	не может	3	14
11	в нем	13	13
12	но и	10	13
13	связи с	4	13
14	с его	5	11
15	в том	16	11
16	вовсе не	18	11
17	в его	9	10
18	и с	3	9
19	как и	5	9
20	при этом	6	9
21	в процессе	2	9
22	не только	10	9
23	все же	6	8
24	так и	10	8
25	самом деле	3	8
26	точки зрения	7	8
27	что в	3	7
28	не могут	3	7
29	для него	5	7
30	в своей	5	7
31	в других	3	7
32	этом отношении	3	7
33	как мы	6	7
34	уже не	3	7
35	с точки	3	7
36	то что	3	6
37	в ней	6	6
38	в этой	4	6
39	речевого общения	3	6
40	в их	4	6
41	все эти	10	6
42	как раз	3	6
43	могут быть	2	6
44	он не	2	6
45	только в	7	6
46	в общем	4	5
47	что он	3	5
48	во всех	9	5
49	и для	2	5
50	еще более	5	5
51	более того	2	5
52	в основе	8	5
53	раз и	2	4
54	на фоне	3	4
55	к тому	2	4
56	в дальнейшем	8	4
57	литературы и	5	4
58	его от	2	4
59	в большинстве	2	4
60	совершенно не	4	4
61	здесь и	4	4
62	в сущности	16	4
63	как бы	22	4
64	и к	4	4
65	из них	4	4
66	в некоторых	2	4
67	как в	5	4
68	входит в	4	4
69	в особенности	2	4
70	что не	2	4
71	и наконец	2	4
72	и даже	8	4
73	даже и	3	4
74	ничего не	3	4
75	так как	6	4
76	но в	14	4
77	всех этих	8	3
78	главным образом	6	3
79	и др	24	3
80	с другой	3	3
81	из этих	2	3
82	и здесь	3	3
83	но все	3	3
84	например в	2	3
85	значительной степени	2	3
86	не является	3	3
87	в целом	2	3
88	жизни и	7	3
89	и их	3	3
90	и до	4	3
91	значение и	2	3
92	только на	2	3
93	все это	9	3
94	и прежде	3	3
95	на самом	6	3
96	большинстве случаев	2	3
97	к нему	3	3
98	в значительной	6	3
99	того что	2	3
100	менее всего	3	3
101	особенно в	2	3
102	роль в	2	3
103	не входит	2	3
104	или в	2	3
105	и на	11	3
106	речи и	2	3
107	хотя и	2	3
108	он и	3	3
109	и все	5	3
110	его в	7	3
111	так сказать	4	3
112	в области	7	3
113	это было	2	3
114	времени и	6	2
115	очень характерно	2	2
116	и другие	8	2
117	никогда не	6	2
118	в этих	2	2
119	и многие	2	2
120	или даже	2	2
121	это не	3	2
122	этих двух	2	2
123	не просто	3	2
124	между ними	4	2
125	это время	2	2
126	в тех	3	2
127	и нового	2	2
128	на котором	3	2
129	в ее	3	2
130	до конца	2	2
131	том что	6	2
132	но это	3	2
133	от него	2	2
134	но не	2	2
135	но как	3	2
136	кроме того	2	2
137	постановки проблемы	2	2
138	ни на	2	2
139	даже в	3	2
140	он был	2	2
141	есть только	2	2
142	от всех	3	2
143	не к	2	2
144	отношение к	4	2
145	во второй	2	2
146	приводит к	2	2
147	во всей	3	2
148	в известной	3	2
149	и других	3	2
150	превращается в	5	2
151	в той	5	2
152	можно говорить	3	2
153	применении к	3	2
154	в эпоху	9	2
155	и по	2	2
156	не была	2	2
157	отрицает и	2	2
158	отличие от	5	2
159	в таком	2	2
160	этот вопрос	2	2
161	формы и	7	2
162	их в	2	2
163	сказать что	6	2
164	между тем	5	2
165	и от	2	2
166	в отличие	4	2
167	в применении	3	2
168	пусть и	2	2
169	совершенно иной	2	2
170	в искусстве	3	2
171	они были	6	2
172	и это	2	2
173	и этим	2	2
174	в чем	2	2
175	потому что	5	2
176	от всякого	2	2
177	с ним	3	2
178	отметить что	2	2
179	в виду	3	2
