N	2gram	Bakhtin_Pr_1	Myshleni
1	в процессе	4	27
2	и в	23	25
3	в том	11	23
4	том что	9	20
5	что в	8	17
6	так же	6	17
7	таким образом	11	17
8	в основе	5	16
9	как и	8	15
10	то что	18	15
11	в его	24	15
12	в этом	25	14
13	вместе с	2	14
14	может быть	21	13
15	в целом	4	13
16	так как	7	12
17	могли бы	3	11
18	перед нами	4	10
19	как бы	28	10
20	и не	34	10
21	того что	2	10
22	было бы	6	10
23	что и	5	10
24	только в	8	10
25	заключается в	2	9
26	как в	6	9
27	мы не	2	9
28	ни в	3	9
29	того чтобы	4	8
30	тем что	3	8
31	как мы	5	8
32	уже в	5	7
33	все эти	8	7
34	по себе	7	7
35	для того	2	7
36	в области	3	7
37	самого начала	3	6
38	с другой	2	6
39	с самого	2	6
40	не в	6	6
41	и у	4	6
42	совпадает с	2	6
43	один из	2	6
44	не может	11	6
45	и на	10	6
46	потому что	12	6
47	в основном	2	6
48	мы должны	2	6
49	что он	10	6
50	в отношении	2	6
51	зависимости от	3	6
52	но не	8	6
53	не только	13	6
54	все же	5	6
55	благодаря этому	2	6
56	в отличие	2	6
57	точки зрения	21	6
58	все это	7	6
59	можно было	3	6
60	отличие от	2	6
61	так и	10	5
62	именно в	6	5
63	и как	8	5
64	но это	5	5
65	для него	15	5
66	при этом	3	5
67	друг с	3	5
68	между отдельными	2	5
69	одним из	8	5
70	что она	2	5
71	и по	2	5
72	отношения между	2	5
73	с ее	2	5
74	если бы	10	5
75	в зависимости	3	5
76	мы уже	2	5
77	и к	4	5
78	о том	2	5
79	входит в	2	5
80	из которых	2	5
81	в этой	4	5
82	с другом	3	5
83	не могут	6	4
84	никогда не	5	4
85	в своем	8	4
86	из этих	2	4
87	прежде всего	7	4
88	в смысле	2	4
89	всяком случае	3	4
90	из них	2	4
91	но и	11	4
92	от того	2	4
93	не столько	3	4
94	то и	2	4
95	друг друга	3	4
96	а в	7	4
97	сказать что	5	4
98	говорит он	8	4
99	в то	10	4
100	с ним	6	4
101	и все	3	4
102	то время	2	4
103	еще не	5	4
104	он не	4	4
105	приводит к	3	4
106	той же	6	4
107	во всяком	4	4
108	этого слова	2	4
109	и это	5	4
110	там где	6	4
111	ни один	2	4
112	на ряд	2	3
113	в себя	3	3
114	и сам	2	3
115	в самом	8	3
116	в котором	2	3
117	и их	2	3
118	другой стороны	2	3
119	отличается от	2	3
120	по отношению	11	3
121	в которых	2	3
122	этом отношении	5	3
123	в результате	4	3
124	их в	2	3
125	между тем	5	3
126	его в	4	3
127	как он	2	3
128	были бы	4	3
129	по этому	2	3
130	не как	12	3
131	в жизни	6	3
132	к этому	2	3
133	но как	3	3
134	его к	4	3
135	мы видим	3	3
136	эта форма	2	3
137	сами по	3	3
138	между ними	2	3
139	этот вопрос	2	3
140	не могли	2	3
141	то же	10	2
142	подходит к	4	2
143	в этих	2	2
144	тому что	2	2
145	и одновременно	3	2
146	и благодаря	2	2
147	является для	2	2
148	для нас	3	2
149	в один	2	2
150	ни было	4	2
151	но все	4	2
152	в построении	5	2
153	является не	3	2
154	в сфере	2	2
155	в нем	20	2
156	в свете	3	2
157	поэтому в	2	2
158	в совершенно	2	2
159	и других	5	2
160	здесь мы	2	2
161	и другими	4	2
162	как на	2	2
163	на себя	3	2
164	в своих	2	2
165	к той	2	2
166	на его	2	2
167	и здесь	3	2
168	ни на	2	2
169	зрения на	8	2
170	бы в	3	2
171	лишь на	2	2
172	в плане	5	2
173	но они	4	2
174	с его	6	2
175	всех этих	3	2
176	само по	2	2
177	однако в	2	2
178	в них	3	2
179	на котором	2	2
180	к другому	2	2
181	только при	2	2
182	и во	2	2
183	в одном	9	2
184	этом смысле	9	2
185	таким же	2	2
186	же в	2	2
187	мы остановимся	3	2
188	одна из	2	2
189	все что	3	2
190	с их	5	2
191	тот же	2	2
192	и потому	3	2
193	оно не	2	2
194	отношению к	11	2
195	в мире	7	2
196	в своей	11	2
197	уже не	8	2
198	на этот	2	2
199	и для	3	2
200	и его	13	2
201	как их	3	2
202	с другими	7	2
203	тому как	3	2
204	на пути	2	2
205	в себе	5	2
206	а как	6	2
