N	2gram	Vygotskiy__7	Istorich
1	и в	26	26
2	так как	14	18
3	никогда не	4	13
4	потому что	16	13
5	что в	12	12
6	таким образом	23	12
7	в том	18	12
8	в этом	29	12
9	мы видели	3	11
10	может быть	7	11
11	с другой	4	10
12	том что	17	10
13	и не	18	10
14	не только	24	10
15	представление о	7	9
16	что он	8	9
17	еще не	4	9
18	но и	11	9
19	в нем	2	8
20	все же	6	8
21	вместе с	12	8
22	все эти	6	8
23	с ним	3	8
24	с одной	5	7
25	мы можем	3	7
26	одной стороны	5	7
27	и его	12	7
28	о том	4	7
29	но в	4	7
30	этом случае	14	6
31	то что	24	6
32	мы уже	3	6
33	ее в	8	6
34	как в	4	6
35	не может	11	6
36	эта связь	2	6
37	и с	5	6
38	мы не	7	6
39	у нас	2	5
40	как и	15	5
41	мы видим	3	5
42	показывают что	2	5
43	нас к	6	5
44	в ней	3	5
45	в его	4	5
46	так и	3	5
47	то же	8	5
48	и что	6	5
49	как это	5	5
50	тем что	9	5
51	в то	3	5
52	только в	8	5
53	его в	2	5
54	с тем	5	4
55	что между	2	4
56	это не	3	4
57	из этих	3	4
58	прежде всего	7	4
59	но это	3	4
60	до сих	3	4
61	все что	6	4
62	на его	2	4
63	как бы	6	4
64	и тем	6	4
65	что и	3	4
66	сих пор	3	4
67	что оно	4	4
68	как мы	14	4
69	и он	2	4
70	и по	3	4
71	себе в	5	4
72	связана с	3	3
73	и ее	2	3
74	если бы	5	3
75	могут быть	2	3
76	на котором	3	3
77	и от	4	3
78	к этому	2	3
79	вопрос о	6	3
80	так что	4	3
81	не в	4	3
82	такой же	3	3
83	же как	8	3
84	больше и	2	3
85	в качестве	5	3
86	то время	2	3
87	она не	5	3
88	показывает что	2	3
89	наряду с	2	3
90	почти всегда	2	3
91	эти три	2	3
92	его с	3	3
93	один из	2	3
94	приводят к	2	3
95	в своей	3	3
96	из этого	2	3
97	данном случае	5	3
98	что она	8	3
99	а в	2	3
100	и других	2	3
101	из которых	2	3
102	и наконец	4	3
103	как на	6	3
104	время как	2	3
105	или в	2	3
106	в своих	2	3
107	в данном	5	3
108	и то	7	3
109	сказать что	8	3
110	и только	4	3
111	в себе	9	3
112	того как	2	3
113	с этой	5	2
114	перед нами	2	2
115	о чем	4	2
116	в этих	2	2
117	от нее	2	2
118	с собой	3	2
119	что у	4	2
120	не означает	3	2
121	но он	2	2
122	отличается от	3	2
123	в одной	3	2
124	с этим	2	2
125	вовсе не	2	2
126	стороны и	4	2
127	на то	4	2
128	это мы	2	2
129	можно сказать	5	2
130	к тому	7	2
131	об одном	2	2
132	мы знаем	2	2
133	не представляет	2	2
134	для нас	2	2
135	по отношению	6	2
136	приводит нас	3	2
137	что они	10	2
138	но не	3	2
139	так же	14	2
140	что при	2	2
141	что мы	9	2
142	было бы	6	2
143	на другую	3	2
144	никто не	2	2
145	но для	2	2
146	относится к	2	2
147	даже в	2	2
148	что эти	3	2
149	но мы	3	2
150	не есть	4	2
151	отношению к	5	2
152	не имеет	2	2
153	ни в	2	2
154	и до	2	2
155	что же	2	2
156	целый ряд	4	2
157	то и	4	2
158	точно так	2	2
159	все больше	3	2
160	он не	3	2
161	только что	5	2
162	должны были	2	2
163	мы находим	3	2
164	она в	2	2
165	обе стороны	2	2
166	и другое	3	2
167	тем самым	8	2
168	а не	6	2
169	того что	14	2
170	и больше	2	2
171	что не	2	2
172	должны быть	4	2
173	можно было	2	2
174	что этот	5	2
175	во всяком	2	2
176	в которых	2	2
177	представляет собой	19	2
178	я могу	2	2
179	ту же	2	2
180	мы должны	6	2
181	в этой	3	2
182	которые в	2	2
183	что это	6	2
184	ничего не	2	2
