N	2gram	Medvedev_F_1	Dialekti
1	не есть	2	40
2	и не	20	30
3	по себе	5	25
4	т е	34	25
5	и т	12	21
6	т д	8	19
7	и в	24	18
8	ничего не	2	17
9	может быть	14	17
10	точки зрения	16	17
11	в нем	14	16
12	ни в	2	15
13	а не	10	14
14	что в	4	13
15	то что	8	13
16	не только	7	13
17	и даже	3	13
18	если бы	4	12
19	было бы	6	12
20	и что	2	12
21	с точки	13	12
22	в этом	15	12
23	не может	16	12
24	что он	3	11
25	как бы	6	11
26	учение о	4	11
27	все это	9	11
28	в себе	3	11
29	прежде всего	22	10
30	то же	10	10
31	что такое	2	10
32	никогда не	4	9
33	отнюдь не	6	9
34	это не	2	9
35	в том	6	9
36	так и	18	9
37	ясно что	3	8
38	сама по	2	8
39	но это	3	8
40	вовсе не	10	7
41	и как	3	7
42	но и	7	7
43	как она	3	7
44	с другой	5	6
45	хотя бы	5	6
46	она не	6	6
47	не было	3	6
48	и вот	2	6
49	не в	8	6
50	его не	2	6
51	в то	9	6
52	ни на	3	6
53	с ним	2	6
54	но в	5	6
55	в своем	11	5
56	и пр	17	5
57	она есть	2	5
58	не с	2	5
59	все же	3	5
60	отношение к	3	5
61	в отношении	3	5
62	в особенности	3	5
63	а в	6	5
64	и с	8	5
65	нисколько не	2	4
66	и более	2	4
67	к тому	3	4
68	во всяком	4	4
69	как таковой	6	4
70	это и	3	4
71	но не	3	4
72	же время	8	4
73	на всю	2	4
74	не о	3	4
75	быть и	4	4
76	так же	4	4
77	как раз	2	4
78	может и	2	4
79	только и	4	4
80	как мы	5	4
81	к ней	2	4
82	как это	6	4
83	а лишь	2	3
84	всех этих	3	3
85	в них	3	3
86	думать что	3	3
87	должна быть	7	3
88	стороны и	4	3
89	но эта	2	3
90	что и	2	3
91	а только	2	3
92	дана в	2	3
93	более или	6	3
94	действительности и	3	3
95	конечно не	4	3
96	отношении к	2	3
97	он не	3	3
98	в его	23	3
99	и потому	9	3
100	его с	2	3
101	один из	3	3
102	жизни и	7	3
103	отношения к	6	3
104	или менее	6	3
105	в их	11	3
106	только на	5	3
107	в самом	5	3
108	но все	2	3
109	на самом	7	3
110	самом деле	6	3
111	была бы	2	3
112	в науке	2	3
113	должно быть	11	3
114	у них	3	3
115	жизнь и	3	3
116	ничем не	3	3
117	в основе	3	3
118	в ней	10	3
119	даже и	2	3
120	только в	2	3
121	и все	6	3
122	бы в	3	3
123	от этого	2	3
124	не менее	11	2
125	вещей и	3	2
126	того что	5	2
127	они были	2	2
128	же как	2	2
129	она должна	3	2
130	именно в	8	2
131	в частности	4	2
132	как в	8	2
133	с этой	4	2
134	не как	4	2
135	и от	7	2
136	точка зрения	2	2
137	раз и	2	2
138	три основные	2	2
139	с другими	4	2
140	в каждом	3	2
141	вопрос о	2	2
142	со всей	3	2
143	от всякой	2	2
144	в мире	4	2
145	ни было	2	2
146	как и	11	2
147	лишь как	5	2
148	как о	4	2
149	не должна	7	2
150	здесь в	2	2
151	для него	3	2
152	до сих	6	2
153	еще не	6	2
154	одной стороны	4	2
155	только как	2	2
156	и может	4	2
157	мы увидим	4	2
158	но есть	2	2
159	и является	2	2
160	в него	2	2
161	всяком случае	4	2
162	в своей	11	2
163	и их	10	2
164	сих пор	6	2
165	со стороны	5	2
166	для всякого	2	2
167	нас не	2	2
168	для этого	4	2
169	т п	4	2
170	с этим	2	2
171	с одной	4	2
172	все эти	6	2
173	если мы	2	2
174	чтобы не	2	2
175	уже не	2	2
176	отличается от	3	2
177	мысли в	2	2
178	учения о	2	2
179	или на	2	2
180	именно как	12	2
181	во всем	2	2
182	могла бы	2	2
183	и всякий	2	2
184	и это	2	2
185	почти не	2	2
186	как с	2	2
