N	2gram	Voloshinov_1	Psycholo
1	то что	10	44
2	и в	15	33
3	в этом	13	28
4	как бы	11	25
5	и что	3	25
6	все время	4	24
7	потому что	4	24
8	может быть	13	22
9	том что	5	22
10	того чтобы	2	22
11	что в	6	21
12	в том	4	21
13	что он	8	20
14	сейчас же	2	16
15	что это	3	13
16	таким образом	21	13
17	и не	16	13
18	сказать что	6	13
19	все это	5	13
20	к тому	4	12
21	в самом	6	12
22	все то	2	12
23	и все	4	12
24	так как	9	12
25	было бы	6	12
26	если мы	5	12
27	самом деле	7	12
28	что все	5	11
29	он не	4	11
30	что она	2	10
31	не может	13	10
32	в его	9	10
33	если бы	3	10
34	в этой	5	9
35	по себе	2	9
36	как раз	2	9
37	то же	7	9
38	для этого	4	8
39	в каком	3	8
40	вместе с	4	8
41	в своем	2	7
42	до конца	5	7
43	в нем	4	7
44	и только	4	7
45	не только	5	7
46	тому что	3	6
47	это не	2	6
48	в ней	5	6
49	все эти	9	6
50	и вот	6	6
51	точки зрения	13	6
52	что мы	2	6
53	во время	5	6
54	как на	3	6
55	у него	3	6
56	мы должны	7	6
57	на самом	2	6
58	а не	2	6
59	в себе	4	6
60	самого начала	5	5
61	никогда не	7	5
62	с самого	7	5
63	в целом	2	5
64	мы не	4	5
65	и на	3	5
66	вовсе не	2	5
67	с ним	12	5
68	мы можем	12	5
69	с этим	6	5
70	связь с	4	5
71	как и	6	5
72	и может	4	5
73	мы уже	5	5
74	и его	15	5
75	все же	5	5
76	из этого	2	5
77	художественной формы	2	4
78	я не	3	4
79	и есть	2	4
80	совершенно не	2	4
81	жизни и	5	4
82	а в	6	4
83	того что	2	4
84	знаем что	3	4
85	в жизни	5	4
86	к этому	7	4
87	об этом	4	4
88	у нас	3	4
89	одна из	3	4
90	и о	3	4
91	себя в	2	4
92	в своей	9	4
93	ее в	2	4
94	на него	4	4
95	как мы	10	4
96	с точки	10	4
97	той же	2	4
98	в таком	3	4
99	по поводу	2	4
100	только в	6	4
101	слова и	2	4
102	в основу	2	3
103	что оно	2	3
104	в самых	2	3
105	нам о	2	3
106	что может	3	3
107	ни в	6	3
108	которой мы	3	3
109	тот же	5	3
110	должно быть	2	3
111	на этом	5	3
112	не можем	3	3
113	но если	2	3
114	всяком случае	3	3
115	с ее	3	3
116	и за	2	3
117	но и	4	3
118	и до	3	3
119	конечно не	3	3
120	тому чтобы	3	3
121	не было	4	3
122	увидим что	4	3
123	в своих	4	3
124	их в	2	3
125	уже знаем	3	3
126	в первый	4	3
127	в то	6	3
128	его в	8	3
129	в основе	3	3
130	всех этих	5	3
131	в одном	3	3
132	но не	5	3
133	до сих	3	3
134	она не	2	3
135	что и	2	3
136	сих пор	3	3
137	так и	10	3
138	как в	3	3
139	и для	2	3
140	из этой	2	3
141	во всяком	4	3
142	далеко не	4	3
143	бы и	2	2
144	его и	2	2
145	в одной	2	2
146	из этих	4	2
147	на все	2	2
148	прежде всего	11	2
149	мы знаем	7	2
150	но все	2	2
151	же время	5	2
152	при этом	7	2
153	все те	4	2
154	не является	3	2
155	один из	4	2
156	но мы	2	2
157	о них	2	2
158	все они	2	2
159	именно в	3	2
160	те же	4	2
161	все тот	2	2
162	и наконец	10	2
163	нам в	2	2
164	и с	7	2
165	одно из	3	2
166	не в	4	2
167	и потому	8	2
168	но в	9	2
169	сам по	2	2
170	с его	8	2
171	если он	5	2
172	думать что	2	2
173	и к	7	2
174	в ее	4	2
175	в искусстве	3	2
176	что при	2	2
177	можно сказать	4	2
178	читателя в	3	2
179	мы увидим	4	2
180	во всех	8	2
181	на две	3	2
182	со стороны	2	2
183	при анализе	3	2
184	сводится к	3	2
185	и она	2	2
186	хотя бы	7	2
187	и то	2	2
188	ни на	2	2
189	и ее	3	2
190	только одна	2	2
191	все остальное	2	2
192	ничего не	2	2
193	отца и	3	2
