N	2gram	Bakhtin_Fr_6	Stilisti
1	и в	41	42
2	как бы	7	27
3	не только	10	27
4	и т.п	19	24
5	прежде всего	10	22
6	но и	13	15
7	то же	5	15
8	и не	3	14
9	может быть	2	12
10	не может	4	12
11	точки зрения	2	11
12	как и	7	11
13	мы уже	18	11
14	и как	4	10
15	что мы	2	10
16	как мы	12	10
17	в этом	12	10
18	при этом	3	9
19	в то	6	9
20	то что	10	9
21	мы не	2	9
22	все же	4	8
23	в ней	4	8
24	таким образом	17	8
25	в себе	5	8
26	никогда не	8	7
27	и от	4	7
28	же время	5	7
29	и на	9	7
30	потому что	3	7
31	так как	10	7
32	с его	5	7
33	было бы	3	7
34	а не	2	7
35	того чтобы	4	7
36	и его	13	7
37	только в	3	7
38	мы будем	3	6
39	не в	4	6
40	в этой	8	6
41	на его	2	6
42	в форме	2	6
43	в конце	2	6
44	в нем	16	6
45	во всех	17	6
46	так и	5	6
47	в области	2	6
48	уже в	4	5
49	мы видели	2	5
50	и их	3	5
51	те же	3	5
52	с помощью	6	5
53	а в	4	5
54	и с	16	5
55	и наконец	4	5
56	как это	2	5
57	в его	7	5
58	вместе с	6	5
59	в той	5	5
60	с точки	2	5
61	той же	5	5
62	все время	4	4
63	что это	5	4
64	того времени	2	4
65	что именно	2	4
66	связаны с	7	4
67	в самом	10	4
68	один из	6	4
69	все это	11	4
70	того что	3	4
71	так же	5	4
72	о том	9	4
73	бы в	2	4
74	но в	8	4
75	у нас	4	4
76	мы видим	6	4
77	мы увидим	3	4
78	если б	2	4
79	себя в	2	4
80	если мы	2	4
81	самом деле	4	4
82	и то	2	4
83	то есть	24	4
84	так сказать	2	4
85	до того	3	3
86	связанных с	3	3
87	будем говорить	2	3
88	перед нами	3	3
89	для нас	2	3
90	и само	2	3
91	не мог	3	3
92	хотя и	2	3
93	в котором	4	3
94	из них	5	3
95	жизни и	3	3
96	лишь в	2	3
97	и даже	4	3
98	их в	2	3
99	сказать что	6	3
100	в начале	3	3
101	та же	4	3
102	т.п и	2	3
103	то он	2	3
104	и все	9	3
105	в одном	5	3
106	в ее	5	3
107	том что	7	3
108	конечно не	3	3
109	между ними	3	3
110	и для	3	3
111	роль в	4	3
112	связи с	2	3
113	в частности	2	2
114	всех его	4	2
115	человека и	2	2
116	в том	2	2
117	нас не	3	2
118	но это	3	2
119	в предыдущей	2	2
120	времени и	2	2
121	до конца	2	2
122	и сам	3	2
123	в него	3	2
124	в этих	2	2
125	в первой	3	2
126	этом отношении	3	2
127	все эти	11	2
128	но эта	2	2
129	и те	2	2
130	каждый из	2	2
131	также и	6	2
132	о происхождении	2	2
133	все то	5	2
134	человека с	2	2
135	в основе	4	2
136	с этим	3	2
137	себе в	2	2
138	своего героя	3	2
139	что он	6	2
140	на первый	3	2
141	но не	2	2
142	а на	2	2
143	т.п но	3	2
144	связано с	3	2
145	тот же	4	2
146	одной из	3	2
147	и когда	2	2
148	и потому	2	2
149	в своей	2	2
150	природы и	2	2
151	сих пор	3	2
152	как в	4	2
153	в значительной	2	2
154	и он	5	2
155	к нему	3	2
156	в дальнейшем	2	2
157	с ним	4	2
158	да еще	2	2
159	или в	6	2
160	тем что	5	2
161	и вообще	4	2
