N	2gram	Tiupa_Disk_1	StatiiOP
1	и в	16	25
2	в этом	15	24
3	в том	23	20
4	что в	4	19
5	что он	4	19
6	может быть	17	19
7	тем что	3	19
8	том что	19	15
9	в этой	2	14
10	в г	2	12
11	в его	7	12
12	то что	5	12
13	не только	28	12
14	прежде всего	11	10
15	таким образом	3	10
16	и не	11	10
17	но и	14	9
18	в своих	3	8
19	о том	8	8
20	это было	2	8
21	это не	3	7
22	что касается	2	7
23	с этим	3	7
24	не может	9	7
25	точки зрения	3	7
26	в то	3	7
27	не в	7	6
28	только в	7	6
29	как бы	5	6
30	как в	10	6
31	а в	5	6
32	и на	5	6
33	между тем	4	6
34	то же	7	5
35	в них	4	5
36	потому что	4	5
37	с другой	10	5
38	об этом	2	5
39	такого рода	4	5
40	в котором	5	5
41	в году	2	5
42	а не	22	5
43	того что	3	5
44	другой стороны	3	5
45	так и	8	5
46	мы имеем	2	5
47	но в	8	5
48	состоит в	9	4
49	и др	2	4
50	точка зрения	2	4
51	по крайней	2	4
52	в каждом	2	4
53	это в	2	4
54	крайней мере	2	4
55	как и	16	4
56	в начале	2	4
57	на протяжении	2	4
58	в качестве	34	4
59	можно сказать	5	4
60	например в	2	4
61	и к	4	4
62	на его	4	4
63	а также	8	4
64	и тем	2	4
65	в своей	5	4
66	в целом	4	4
67	отношение к	4	4
68	отличается от	2	4
69	в особенности	4	4
70	не было	7	4
71	лишь в	4	4
72	сказать что	3	4
73	во всяком	2	4
74	все же	3	4
75	уже в	2	3
76	с его	4	3
77	в какой	2	3
78	к этому	2	3
79	же время	4	3
80	его как	2	3
81	для него	4	3
82	и что	2	3
83	на этом	2	3
84	одной стороны	9	3
85	не является	4	3
86	своего рода	8	3
87	со стороны	7	3
88	в их	5	3
89	уже не	4	3
90	нельзя не	2	3
91	и его	2	3
92	в рассказе	2	3
93	в другом	2	3
94	связи с	4	3
95	к которому	2	3
96	а с	5	2
97	говорит и	2	2
98	не менее	2	2
99	никогда не	2	2
100	но они	2	2
101	и во	2	2
102	в одной	3	2
103	в рамках	5	2
104	одного из	2	2
105	и ее	2	2
106	или иной	5	2
107	к тому	5	2
108	как мы	2	2
109	а по	2	2
110	не как	4	2
111	к такому	2	2
112	х годов	2	2
113	есть в	2	2
114	но не	11	2
115	времени и	3	2
116	того же	3	2
117	в свою	3	2
118	своего времени	2	2
119	еще не	14	2
120	одной из	4	2
121	в самом	3	2
122	в сущности	2	2
123	во всех	5	2
124	при всей	3	2
125	том чтобы	2	2
126	в виду	2	2
127	один из	3	2
128	можно усмотреть	2	2
129	дело не	2	2
130	в форме	2	2
131	внимание на	4	2
132	с ее	2	2
133	с одной	9	2
134	этого термина	2	2
135	заключается в	3	2
136	во втором	4	2
137	что не	4	2
138	за рамки	2	2
139	и по	2	2
140	то она	2	2
141	или в	2	2
142	в которых	4	2
143	могут быть	4	2
144	но как	2	2
145	так сказать	2	2
146	заметить что	2	2
147	в каждой	3	2
148	в новом	2	2
149	то есть	20	2
