N	2gram	Losev_Vlad_2	FransuaR
1	и в	30	40
2	то есть	7	18
3	и его	6	17
4	прежде всего	6	16
5	в этом	20	15
6	мы уже	2	13
7	не только	12	13
8	и не	18	13
9	в его	11	13
10	что в	12	12
11	вовсе не	4	12
12	как и	5	11
13	но и	8	11
14	таким образом	3	10
15	как мы	11	10
16	в них	3	9
17	и все	7	9
18	в сущности	2	9
19	может быть	7	9
20	он не	4	9
21	отношение к	4	8
22	в том	18	8
23	и до	2	8
24	у него	19	8
25	все эти	5	8
26	и с	14	8
27	той же	4	8
28	и на	4	8
29	но в	8	8
30	в своем	8	7
31	то же	4	7
32	он и	3	7
33	в виду	2	7
34	в этих	4	6
35	к этому	6	6
36	же время	3	6
37	в самом	2	6
38	во всех	3	6
39	в своей	5	6
40	в той	2	6
41	связи с	8	6
42	в то	9	6
43	до конца	7	6
44	в году	24	5
45	в нем	4	5
46	то что	20	5
47	начала и	2	5
48	в связи	8	5
49	не было	10	5
50	те же	3	5
51	а не	7	5
52	и для	3	5
53	в своих	2	5
54	для него	9	5
55	вы не	2	4
56	с начала	2	4
57	и во	2	4
58	у нас	6	4
59	том что	12	4
60	с года	3	4
61	здесь в	2	4
62	было бы	9	4
63	в ней	4	4
64	в основном	5	4
65	и потому	2	4
66	а также	10	4
67	даже в	2	4
68	ни в	7	4
69	жизни и	6	4
70	в их	2	4
71	все это	5	4
72	еще более	3	4
73	о том	4	4
74	и о	4	4
75	в данном	3	4
76	того чтобы	2	4
77	и даже	10	4
78	также и	6	4
79	и вы	2	4
80	так как	5	4
81	в париже	6	4
82	в области	3	4
83	с его	4	3
84	всех этих	3	3
85	в частности	2	3
86	и от	2	3
87	и к	6	3
88	об этом	6	3
89	он был	6	3
90	мы видели	2	3
91	но это	4	3
92	в начале	4	3
93	в этой	4	3
94	кроме того	9	3
95	и есть	2	3
96	такого рода	2	3
97	вплоть до	3	3
98	никак не	3	3
99	как бы	5	3
100	о нем	2	3
101	еще в	2	3
102	и наконец	4	3
103	что и	3	3
104	другими словами	5	3
105	вместе с	8	3
106	так и	5	3
107	как в	3	3
108	но дело	2	3
109	и прежде	2	3
110	не может	9	3
111	а в	11	3
112	начиная с	2	3
113	мы находим	2	3
114	для того	2	3
115	к этой	2	3
116	и как	3	3
117	но все	2	3
118	можно было	2	3
119	сказать что	11	3
120	в более	2	3
121	при этом	5	3
122	же и	2	3
123	в отличие	3	3
124	в себе	6	3
125	его биографии	4	3
126	только в	6	3
127	в конце	13	3
128	здесь не	4	3
129	их в	2	3
130	отличие от	3	3
131	не менее	7	2
132	есть и	2	2
133	уже в	3	2
134	не был	2	2
135	еще и	6	2
136	о чем	6	2
137	с в	4	2
138	хотя бы	3	2
139	в течение	5	2
140	это не	2	2
141	из этих	3	2
142	это в	3	2
143	быть в	3	2
144	что он	13	2
145	и вот	3	2
146	можно сказать	4	2
147	мы знаем	4	2
148	все же	9	2
149	в дальнейшем	5	2
150	своей жизни	3	2
151	на этом	2	2
152	но не	3	2
153	конечно не	4	2
154	и сам	2	2
155	и если	4	2
156	тут же	2	2
157	на его	4	2
158	к нему	2	2
159	из этого	5	2
160	том же	3	2
161	и очень	2	2
162	в котором	5	2
163	в эти	7	2
164	этой книги	2	2
165	дело в	3	2
166	в целом	4	2
167	данном случае	2	2
168	жизни с	2	2
169	именно в	4	2
170	здесь мы	3	2
171	что для	2	2
172	нас в	2	2
173	потому что	9	2
174	он дает	2	2
175	с этим	5	2
176	даже и	3	2
177	но он	3	2
178	точки зрения	7	2
179	ко всему	4	2
180	него и	2	2
181	как он	2	2
182	и это	3	2
183	в которой	4	2
184	того же	5	2
185	мы не	2	2
