N	2gram	Potebnia_M_3	EvropaiE
1	и в	30	37
2	точки зрения	2	23
3	что в	17	21
4	не только	21	18
5	в то	10	16
6	то же	23	15
7	отношении к	2	15
8	в своем	5	14
9	же время	5	14
10	но и	19	14
11	и не	15	14
12	в этом	10	12
13	в их	2	11
14	в том	32	11
15	в области	2	11
16	с и	3	10
17	так и	11	10
18	прежде всего	3	9
19	в смысле	4	9
20	не может	6	9
21	в себе	16	9
22	только в	21	9
23	так же	3	9
24	думать что	5	8
25	к тому	7	8
26	в ее	2	8
27	одной стороны	3	8
28	было бы	9	8
29	в своей	2	8
30	с одной	7	8
31	между тем	9	8
32	как и	10	7
33	по своему	2	7
34	нам кажется	2	7
35	того что	18	7
36	с другой	7	7
37	так как	13	7
38	с этой	2	6
39	вовсе не	7	6
40	том что	18	6
41	может быть	28	6
42	вслед за	3	6
43	для того	4	6
44	на то	2	6
45	как бы	3	6
46	то что	18	6
47	того чтобы	3	6
48	и даже	2	6
49	и на	3	6
50	то есть	34	6
51	столь же	4	5
52	не в	15	5
53	но не	7	5
54	одной из	2	5
55	со стороны	3	5
56	как мы	7	5
57	тем самым	7	5
58	и по	4	5
59	от этого	2	5
60	в виде	2	5
61	и потому	4	5
62	независимо от	5	4
63	именно в	3	4
64	в некотором	2	4
65	можно сказать	3	4
66	само по	3	4
67	несмотря на	2	4
68	в самом	8	4
69	в ней	8	4
70	к ней	5	4
71	даже в	2	4
72	по себе	16	4
73	для нас	20	4
74	мы не	9	4
75	и притом	2	4
76	не имеет	6	4
77	сказать что	5	4
78	тем более	4	4
79	в каком	5	4
80	место в	3	3
81	этом отношении	2	3
82	с тем	7	3
83	в них	5	3
84	и от	4	3
85	от них	2	3
86	мы видели	4	3
87	мы можем	3	3
88	в свою	3	3
89	очевидно что	5	3
90	не дает	2	3
91	бы ни	3	3
92	и мы	2	3
93	из них	6	3
94	себе не	4	3
95	и тем	5	3
96	что и	13	3
97	не будет	3	3
98	время в	3	3
99	заключает в	5	3
100	как в	10	3
101	как на	5	3
102	в таком	3	3
103	в которых	2	3
104	можно думать	3	3
105	потому что	46	3
106	тем что	7	3
107	о том	2	3
108	некотором смысле	2	3
109	там где	3	3
110	что все	3	2
111	не могут	5	2
112	за тем	3	2
113	а тем	2	2
114	а не	15	2
115	с т	2	2
116	в какой	2	2
117	с в	2	2
118	с этим	6	2
119	и все	3	2
120	в одном	2	2
121	к нему	3	2
122	и теперь	6	2
123	большей части	2	2
124	для понимания	4	2
125	из того	2	2
126	есть не	7	2
127	другой и	2	2
128	же в	2	2
129	будет ли	2	2
130	и как	5	2
131	в силу	3	2
132	есть в	3	2
133	свою очередь	3	2
134	но как	2	2
135	не можем	3	2
136	что это	4	2
137	не говоря	3	2
138	и если	2	2
139	она не	2	2
140	не к	4	2
141	эти последние	2	2
142	он не	4	2
143	в его	4	2
144	сказанному выше	2	2
145	в котором	4	2
146	не есть	17	2
147	жизни и	2	2
148	вместе с	12	2
149	значение только	2	2
150	целый ряд	2	2
151	что же	2	2
152	а в	12	2
153	таким образом	14	2
154	если бы	12	2
155	и человеческой	2	2
156	и что	10	2
157	и наконец	2	2
158	другой стороны	4	2
159	во многом	2	2
160	в других	2	2
161	с другими	5	2
162	мы видим	2	2
163	или в	3	2
164	и та	2	2
165	и с	2	2
166	могут быть	3	2
167	в этой	2	2
168	и то	8	2
169	мы должны	4	2
170	далеко не	4	2
171	бы в	2	2
172	то не	2	2
173	заметить что	3	2
174	тогда когда	9	2
