N	2gram	Tiupa_Narr_1	Analitik
1	в тексте	16	24
2	тогда как	12	19
3	в этом	17	18
4	в частности	14	16
5	и в	19	16
6	не только	32	16
7	так и	9	15
8	как и	7	14
9	в том	18	12
10	своего рода	12	12
11	но и	23	12
12	внутреннего зрения	4	12
13	и не	20	12
14	том что	14	12
15	в качестве	21	11
16	иначе говоря	6	11
17	могут быть	3	10
18	как бы	4	10
19	при этом	9	10
20	в эпизоде	3	10
21	а не	12	10
22	в пределах	2	9
23	и даже	3	9
24	в этой	5	9
25	ничего не	2	9
26	то есть	19	9
27	в данном	5	8
28	отнюдь не	5	8
29	состоит в	13	8
30	и т.п	8	8
31	не случайно	2	8
32	представляет собой	13	8
33	всего лишь	2	8
34	к тому	7	7
35	в себе	8	7
36	то что	11	7
37	особенно в	3	7
38	о том	6	7
39	а также	7	7
40	с другой	8	6
41	текста в	2	6
42	в мире	9	6
43	и на	3	6
44	говорить о	2	6
45	может быть	25	6
46	как это	6	6
47	но в	6	6
48	говорит о	2	5
49	данном случае	4	5
50	с одной	7	5
51	на себя	3	5
52	не менее	3	4
53	в своем	2	4
54	столь же	3	4
55	можно сказать	5	4
56	у него	4	4
57	уже не	5	4
58	тому же	5	4
59	не в	14	4
60	читателя в	2	4
61	но не	5	4
62	тем самым	6	4
63	для него	2	4
64	одной стороны	7	4
65	в аспекте	2	4
66	как правило	4	4
67	в сущности	3	4
68	имеет место	4	4
69	времени в	2	4
70	и тем	4	4
71	не с	3	4
72	отношению к	6	4
73	во второй	2	4
74	как в	7	4
75	как раз	2	4
76	по отношению	7	4
77	не может	10	4
78	и его	5	4
79	то же	4	4
80	коммуникативного события	12	4
81	хотя и	3	4
82	между двумя	5	4
83	точки зрения	10	4
84	только в	4	4
85	в себя	6	4
86	в рамках	12	3
87	никогда не	3	3
88	не столько	4	3
89	что касается	2	3
90	одного из	4	3
91	прежде всего	4	3
92	или иного	2	3
93	или иной	5	3
94	этого слова	2	3
95	при всей	4	3
96	что на	2	3
97	ему в	2	3
98	одной из	4	3
99	тем не	3	3
100	не мог	4	3
101	жизненной позиции	4	3
102	со смертью	2	3
103	высказывания в	6	3
104	есть в	2	3
105	обращает на	3	3
106	имеем дело	2	3
107	было бы	4	3
108	несмотря на	2	3
109	мы имеем	2	3
110	или в	2	3
111	той или	4	3
112	себя внимание	3	3
113	из них	3	3
114	со стороны	9	3
115	приводит к	2	3
116	и одновременно	2	3
117	этом отношении	3	3
118	именно в	6	3
119	организации текста	2	3
120	того или	2	3
121	главного героя	2	3
122	можно было	2	3
123	а в	11	3
124	как мы	3	3
125	тому как	2	3
126	являет собой	2	3
127	в результате	2	3
128	тем что	3	3
129	ключ к	2	3
130	подобно тому	2	3
131	как будто	3	3
132	сводится к	3	3
133	и т.д	7	3
134	в организации	2	3
135	в конечном	3	3
136	и все	2	3
137	художественного высказывания	2	2
138	в противоположность	2	2
139	речь идет	4	2
140	очевидным образом	2	2
141	еще одна	3	2
142	или даже	2	2
143	в случае	7	2
144	по себе	5	2
145	текста на	3	2
146	конечном счете	2	2
147	его как	2	2
148	или напротив	4	2
149	отличие от	5	2
150	по существу	2	2
151	присутствия в	3	2
152	том или	2	2
153	же время	4	2
154	что в	3	2
155	имеют место	2	2
156	она не	2	2
157	еще не	7	2
158	о чем	2	2
159	такого рода	7	2
160	значительной степени	2	2
161	один голос	2	2
162	в обоих	2	2
163	некоторого рода	2	2
164	не о	3	2
165	в роли	2	2
166	себе не	2	2
167	даже в	2	2
168	один из	3	2
169	не есть	3	2
170	с ее	3	2
171	себя в	5	2
172	как говорит	3	2
173	картины мира	5	2
174	в отличие	5	2
175	на него	3	2
176	вслед за	4	2
177	жизнью и	2	2
178	во времени	8	2
179	по выражению	2	2
180	другой стороны	4	2
181	языка и	2	2
182	отношения к	2	2
183	те же	4	2
184	в двух	2	2
185	в значительной	2	2
186	и он	3	2
187	не имеет	2	2
188	и для	2	2
189	с точки	2	2
190	высказывания и	3	2
191	так же	2	2
192	роль в	2	2
193	в таком	2	2
194	и до	2	2
195	между тем	3	2
196	одну из	2	2
197	одно из	2	2
198	он не	3	2
199	или ином	2	2
200	на протяжении	6	2
201	в то	3	2
202	в его	9	2
203	жизни но	2	2
204	его в	2	2
205	представляют собой	2	2
206	таком случае	2	2
207	в произведении	3	2
208	сказать что	4	2
209	текста как	2	2
210	о своей	2	2
211	же не	4	2
