N	2gram	Losev_Prob_3	FransuaR
1	и в	44	56
2	то есть	34	24
3	в его	9	18
4	таким образом	9	17
5	все эти	7	15
6	в этом	17	14
7	в том	21	13
8	так и	10	13
9	и его	5	12
10	в то	9	12
11	в этих	2	11
12	как бы	9	11
13	то же	13	11
14	еще не	5	10
15	мы уже	4	10
16	и до	2	10
17	только в	19	9
18	в самом	3	9
19	но и	10	9
20	и не	35	9
21	том что	12	8
22	по своему	2	8
23	не только	14	8
24	в нем	9	8
25	во всех	2	8
26	сих пор	2	8
27	все это	5	8
28	и даже	14	8
29	до сих	2	8
30	и с	9	8
31	в частности	2	7
32	как мы	8	7
33	все они	2	6
34	прежде всего	3	6
35	вовсе не	37	6
36	в ее	4	6
37	в этой	3	6
38	мертвых душ	2	6
39	языка и	4	6
40	в той	3	6
41	потому что	25	6
42	точки зрения	5	6
43	связи с	8	6
44	и все	3	6
45	но в	12	6
46	но не	3	5
47	никогда не	6	5
48	в отношении	2	5
49	в условиях	3	5
50	ни с	4	5
51	с ее	2	5
52	как и	10	5
53	есть и	2	5
54	и другие	3	5
55	он не	8	5
56	мы видели	2	5
57	в процессе	2	5
58	что в	8	5
59	не было	5	5
60	у гоголя	8	5
61	в результате	2	5
62	что все	2	4
63	не был	2	4
64	и более	2	4
65	что это	3	4
66	и ее	3	4
67	в себе	8	4
68	в качестве	3	4
69	и к	6	4
70	за пределы	5	4
71	образы и	3	4
72	в ней	5	4
73	и потому	7	4
74	с одной	2	4
75	при этом	4	4
76	в основе	2	4
77	вещи и	7	4
78	о том	6	4
79	так как	9	4
80	в которой	2	4
81	перед нами	8	3
82	ii гл	2	3
83	всех этих	2	3
84	в своем	5	3
85	и здесь	5	3
86	так что	12	3
87	и всей	2	3
88	здесь в	3	3
89	кроме того	3	3
90	может быть	28	3
91	и о	5	3
92	а также	4	3
93	в настоящее	2	3
94	что и	9	3
95	то что	23	3
96	образом и	2	3
97	в их	2	3
98	в связи	7	3
99	что для	3	3
100	еще и	7	3
101	не просто	23	3
102	мы находим	7	3
103	уже не	7	3
104	не в	13	3
105	ведь в	2	3
106	сказать что	16	3
107	в другом	2	3
108	настоящее время	2	3
109	в таких	3	3
110	слова и	3	3
111	бы в	2	3
112	в известном	2	2
113	первый план	2	2
114	если бы	3	2
115	в виде	6	2
116	в нашем	5	2
117	на котором	2	2
118	с другой	7	2
119	это не	9	2
120	уже в	3	2
121	и во	2	2
122	и образ	2	2
123	на самом	7	2
124	это в	2	2
125	значение и	5	2
126	что он	9	2
127	можно сказать	6	2
128	ни было	3	2
129	ни в	8	2
130	и как	3	2
131	но это	8	2
132	гоголя и	2	2
133	совсем не	2	2
134	то время	4	2
135	для него	3	2
136	когда в	3	2
137	с их	2	2
138	было бы	8	2
139	и сам	5	2
140	не имели	2	2
141	из них	2	2
142	ни о	3	2
143	а в	5	2
144	очень много	3	2
145	хотя и	5	2
146	в котором	2	2
147	и такие	3	2
148	все же	6	2
149	в своей	5	2
150	вся эта	3	2
151	мертвые души	2	2
152	когда он	2	2
153	его как	3	2
154	вместе с	2	2
155	самом деле	3	2
156	дело не	2	2
157	данном случае	7	2
158	этих образов	2	2
159	только на	5	2
160	другой стороны	5	2
161	во всей	3	2
162	так же	5	2
163	как раз	8	2
164	не может	7	2
165	в каком	4	2
166	то ни	6	2
167	а не	18	2
168	с собой	3	2
169	из которых	2	2
170	и для	2	2
171	с точки	2	2
172	его в	3	2
173	бы то	4	2
174	в слове	2	2
175	мы не	7	2
176	между собою	2	2
177	в данном	9	2
178	и то	14	2
179	с этой	3	2
180	также и	16	2
181	в которых	3	2
182	и при	2	2
183	ничто не	2	2
184	но с	2	2
185	он и	2	2
186	той или	12	2
187	что они	5	2
188	дело в	4	2
189	зрения на	2	2
190	с тем	5	2
191	с ним	7	2
