N	2gram	Bakhtin_Fr_6	Myshleni
1	точки зрения	2	26
2	таким образом	17	26
3	в том	2	24
4	и в	41	23
5	том что	7	21
6	с точки	2	18
7	того чтобы	4	17
8	то что	10	17
9	в этом	12	17
10	так же	5	16
11	не только	10	16
12	того что	3	15
13	говорит он	2	15
14	что в	7	14
15	может быть	2	14
16	но и	13	14
17	как и	7	14
18	в его	7	14
19	с помощью	6	13
20	не может	4	12
21	в развитии	2	12
22	как бы	7	11
23	сказать что	6	11
24	с другой	4	10
25	прежде всего	10	10
26	одной стороны	4	9
27	другой стороны	2	9
28	и не	3	9
29	между тем	2	9
30	и с	16	9
31	вместе с	6	9
32	с одной	4	8
33	заключается в	2	8
34	и на	9	8
35	в основе	4	8
36	то же	5	8
37	в этой	8	7
38	в самом	10	7
39	в то	6	7
40	так как	10	7
41	что он	6	7
42	мы не	2	7
43	в другом	4	7
44	все время	4	6
45	с этой	3	6
46	все это	11	6
47	именно в	4	6
48	лишь в	2	6
49	потому что	3	6
50	с этим	3	6
51	о том	9	6
52	в сущности	8	6
53	и его	13	6
54	другом месте	4	6
55	тем что	5	6
56	в себе	5	6
57	только в	3	6
58	перед нами	3	5
59	из того	2	5
60	и как	4	5
61	для этого	2	5
62	что мы	2	5
63	и все	9	5
64	бы в	2	5
65	но в	8	5
66	а затем	4	5
67	и что	5	5
68	он не	2	5
69	так и	5	5
70	как мы	12	5
71	тем более	2	5
72	всех тех	2	5
73	из этого	4	5
74	но не	2	4
75	что все	2	4
76	не в	4	4
77	при этом	3	4
78	в котором	4	4
79	все эти	11	4
80	этом отношении	3	4
81	в результате	4	4
82	их в	2	4
83	с его	5	4
84	одну из	2	4
85	в одном	5	4
86	в чем	3	4
87	было бы	3	4
88	должен быть	2	4
89	в своей	2	4
90	сих пор	3	4
91	как в	4	4
92	как раз	2	4
93	мы видим	6	4
94	до сих	3	4
95	уже в	4	3
96	что это	5	3
97	в своем	5	3
98	и от	4	3
99	из этих	2	3
100	на все	3	3
101	что именно	2	3
102	что они	2	3
103	значение в	2	3
104	мы находим	2	3
105	от всех	2	3
106	вовсе не	7	3
107	в одной	3	3
108	во всем	5	3
109	как он	2	3
110	тогда когда	2	3
111	в новом	2	3
112	превращается в	2	3
113	во всех	17	3
114	как известно	2	3
115	человека и	2	3
116	все же	4	3
117	не остается	3	3
118	самом деле	4	3
119	а не	2	3
120	и то	2	3
121	он в	2	3
122	связи с	2	3
123	в области	2	3
124	связана с	2	2
125	все основные	2	2
126	в частности	2	2
127	никогда не	8	2
128	в конце	2	2
129	представление о	2	2
130	первый план	3	2
131	на этом	2	2
132	же время	5	2
133	вместо того	3	2
134	хотя и	2	2
135	был бы	2	2
136	один из	6	2
137	мы видели	2	2
138	жизни и	3	2
139	и до	7	2
140	данном случае	2	2
141	той же	5	2
142	начиная с	2	2
143	которых мы	2	2
144	и наконец	4	2
145	и даже	4	2
146	а в	4	2
147	и те	2	2
148	говорить о	2	2
149	о котором	4	2
150	в первом	3	2
151	в этих	2	2
152	человека с	2	2
153	тех же	2	2
154	как это	2	2
155	этой главы	2	2
156	всех этих	2	2
157	в них	7	2
158	повод для	2	2
159	на первый	3	2
160	в ее	5	2
161	в значительной	2	2
162	связано с	3	2
163	со всеми	2	2
164	за пределы	2	2
165	и потому	2	2
166	даже в	4	2
167	если мы	2	2
168	между ними	3	2
169	к этим	3	2
170	на которой	2	2
171	с другими	3	2
172	в данном	3	2
173	что если	2	2
174	там где	5	2
