N	2gram	Vinokur_Ku_1	Myshleni
1	письменной речи	3	39
2	то что	9	26
3	что он	6	25
4	в этом	14	25
5	устной речи	2	24
6	потому что	23	21
7	таким образом	12	19
8	в том	30	18
9	не может	7	18
10	точки зрения	14	18
11	того чтобы	17	17
12	что в	17	16
13	и в	24	16
14	того что	9	16
15	так как	9	16
16	не только	10	16
17	так же	4	15
18	том что	21	15
19	для того	16	14
20	в сущности	3	13
21	отношению к	9	12
22	вопрос о	2	12
23	по отношению	8	12
24	и не	12	12
25	и что	5	12
26	в области	7	12
27	в его	12	11
28	но не	5	10
29	с помощью	7	10
30	было бы	15	10
31	а не	8	10
32	в силу	10	10
33	только в	11	10
34	может быть	13	9
35	с точки	9	9
36	должно быть	3	8
37	о том	9	8
38	как это	3	8
39	если бы	9	8
40	как и	2	8
41	он не	2	8
42	то же	8	8
43	тем самым	4	8
44	и есть	2	7
45	в нем	4	7
46	того же	4	7
47	так и	7	7
48	по себе	2	7
49	если мы	2	7
50	переход от	4	7
51	в какой	6	6
52	что все	2	6
53	не в	11	6
54	в этой	3	6
55	но если	2	6
56	но и	6	6
57	что оно	3	6
58	и на	4	6
59	речи в	4	6
60	могли бы	2	6
61	но в	2	6
62	состоит в	3	6
63	языка и	8	6
64	к тому	5	6
65	в той	5	6
66	речи и	5	6
67	должна быть	3	5
68	никогда не	2	5
69	тому что	3	5
70	в своем	3	5
71	что они	4	5
72	обе эти	3	5
73	что с	2	5
74	как бы	7	5
75	не является	2	5
76	хотя бы	10	5
77	этом отношении	5	5
78	заключается в	2	5
79	в то	2	5
80	с ним	5	5
81	тогда когда	6	5
82	мере в	6	5
83	можно сказать	3	5
84	тот же	2	5
85	как в	4	5
86	того как	4	5
87	можно было	6	5
88	тем что	8	5
89	в которой	6	5
90	ничего не	2	5
91	не могут	2	4
92	что если	2	4
93	казалось бы	3	4
94	все эти	6	4
95	с другой	7	4
96	это не	7	4
97	с этой	2	4
98	потребность в	3	4
99	а только	8	4
100	так что	4	4
101	это есть	2	4
102	в свою	3	4
103	в пределах	4	4
104	при этом	6	4
105	в самом	10	4
106	на этот	2	4
107	в целом	4	4
108	именно в	6	4
109	стоит в	4	4
110	в системе	3	4
111	не имеет	2	4
112	речи не	2	4
113	в результате	5	4
114	к которому	3	4
115	бы в	7	4
116	в состоянии	2	4
117	тем более	2	4
118	в качестве	7	4
119	с их	3	4
120	еще не	5	4
121	не есть	4	4
122	вместе с	7	4
123	той же	3	4
124	и то	3	4
125	этой точки	2	4
126	не менее	7	3
127	в частности	4	3
128	одного и	2	3
129	прежде всего	9	3
130	в смысле	2	3
131	и как	2	3
132	самом деле	9	3
133	свою очередь	3	3
134	до конца	2	3
135	как они	2	3
136	и является	4	3
137	если в	2	3
138	и тем	2	3
139	в их	3	3
140	еще и	5	3
141	они не	3	3
142	как на	3	3
143	а в	5	3
144	и с	5	3
145	в первом	3	3
146	в этих	4	3
147	между тем	5	3
148	и более	2	3
149	к жизни	2	3
150	с тем	5	3
151	с этим	4	3
152	в одном	3	3
153	той мере	5	3
154	этом случае	2	3
155	все же	12	3
156	и того	2	3
157	по существу	4	3
158	это и	4	3
159	и может	3	3
160	никак не	2	3
161	а потому	5	3
162	что и	4	3
163	сих пор	4	3
164	ее в	2	3
165	не на	4	3
166	на примере	2	3
167	как я	2	3
168	речь в	4	3
169	и его	5	3
170	связи с	7	3
171	как с	2	3
172	до сих	4	3
173	я не	2	2
174	до того	2	2
175	отношения и	2	2
176	но все	2	2
177	очевидно что	3	2
178	на его	3	2
179	не имеют	3	2
180	одним из	2	2
181	в ряде	2	2
182	в ней	6	2
183	в виду	5	2
184	в котором	3	2
185	по мере	3	2
186	в своей	2	2
187	из них	4	2
188	уже на	2	2
189	что она	3	2
190	все это	6	2
191	другой стороны	6	2
192	то и	2	2
193	то обстоятельство	8	2
194	иначе как	2	2
195	свое время	2	2
196	и даже	3	2
197	может иметь	2	2
198	на практике	3	2
199	все равно	2	2
200	обстоятельство что	8	2
201	и здесь	3	2
202	в истории	3	2
203	что эти	4	2
204	в более	2	2
205	том как	3	2
206	о чем	2	2
207	в зависимости	5	2
208	в них	7	2
209	что было	2	2
210	вовсе не	10	2
211	быть в	2	2
212	не с	3	2
213	то это	3	2
214	и эти	3	2
215	же в	4	2
216	у нас	10	2
217	что я	2	2
218	зависимости от	6	2
219	учение о	4	2
220	когда он	3	2
221	в свое	2	2
222	и потому	4	2
223	только к	2	2
224	не находится	2	2
225	а с	3	2
226	но с	2	2
227	должны быть	2	2
228	ни одного	2	2
229	языка не	3	2
230	во всяком	5	2
231	из области	4	2
232	языковых форм	2	2
233	мы говорим	2	2
234	связанная с	2	2
