N	2gram	Voloshinov_1	Vladivir
1	и в	13	40
2	то что	6	28
3	и не	8	25
4	не только	6	25
5	учение о	2	24
6	но и	3	18
7	в том	2	18
8	том что	2	18
9	еще и	4	18
10	что в	3	17
11	в этом	2	16
12	в его	7	14
13	не может	8	14
14	точки зрения	7	13
15	вовсе не	2	13
16	только в	6	13
17	никогда не	3	11
18	таким образом	6	11
19	прежде всего	9	10
20	и его	12	10
21	не менее	2	9
22	и то	3	9
23	в своей	4	9
24	что же	3	9
25	в себе	3	9
26	для него	2	8
27	может быть	8	8
28	так же	2	8
29	а также	2	8
30	а не	2	8
31	к тому	2	7
32	несмотря на	2	7
33	а в	2	7
34	в своих	2	7
35	так как	3	7
36	как и	3	7
37	да и	3	6
38	смысле слова	2	6
39	не мог	2	6
40	во всем	2	6
41	так и	3	6
42	хотя бы	5	6
43	с точки	5	6
44	с другой	2	5
45	в отношении	2	5
46	все эти	2	5
47	только и	4	5
48	в ней	2	5
49	в одном	3	5
50	мы уже	2	5
51	еще в	2	5
52	для себя	2	5
53	в данном	2	5
54	тем что	2	5
55	ничего общего	3	5
56	мог бы	2	4
57	в самом	2	4
58	не имеет	2	4
59	мы должны	6	4
60	и все	3	4
61	было бы	4	4
62	то же	4	4
63	в течение	2	4
64	все же	5	4
65	но в	4	4
66	уже в	2	3
67	одной стороны	2	3
68	при этом	2	3
69	но для	3	3
70	как бы	6	3
71	и тем	2	3
72	в нем	2	3
73	в связи	2	3
74	с одной	2	3
75	не столько	3	3
76	если бы	2	3
77	за пределы	3	3
78	вполне понятно	4	3
79	ее в	2	3
80	собственно говоря	2	3
81	и эта	5	3
82	не в	3	3
83	и для	3	3
84	в чем	2	3
85	с этой	2	2
86	есть прежде	3	2
87	и наконец	5	2
88	не является	4	2
89	в целом	2	2
90	в их	3	2
91	другой стороны	2	2
92	нет ничего	2	2
93	бы в	2	2
94	в книге	2	2
95	и этот	2	2
96	не как	3	2
97	с этим	3	2
98	но мы	4	2
99	есть не	2	2
100	и к	2	2
101	одно и	3	2
102	общего с	3	2
103	в этот	2	2
104	данном случае	2	2
105	не на	2	2
106	роль в	2	2
107	мы не	4	2
108	от этого	2	2
109	всей своей	2	2
110	в другом	2	2
111	что эта	2	2
112	в которой	3	2
