N	2gram	Vygotskiy__5	StatiiOP
1	и в	16	25
2	в этом	25	24
3	в том	18	20
4	что в	16	19
5	что он	25	19
6	может быть	9	19
7	тем что	5	19
8	том что	15	15
9	в этой	6	14
10	в его	11	12
11	то что	26	12
12	не только	16	12
13	в этих	3	11
14	так что	4	11
15	прежде всего	3	10
16	таким образом	19	10
17	и не	12	10
18	у него	6	9
19	но и	6	9
20	все это	2	8
21	в своих	2	8
22	о том	8	8
23	это не	4	7
24	было бы	10	7
25	с этим	3	7
26	не может	18	7
27	точки зрения	18	7
28	в то	5	7
29	не в	6	6
30	только в	10	6
31	как бы	5	6
32	как в	5	6
33	как на	3	6
34	а в	3	6
35	и на	6	6
36	в области	12	6
37	между тем	3	6
38	то же	8	5
39	в них	2	5
40	потому что	21	5
41	с другой	4	5
42	говорит что	5	5
43	в котором	2	5
44	ответ на	3	5
45	то обстоятельство	2	5
46	а не	10	5
47	того что	16	5
48	другой стороны	2	5
49	он не	8	5
50	обстоятельство что	2	5
51	отношения между	3	5
52	так и	7	5
53	но в	6	5
54	этом отношении	5	4
55	с тем	3	4
56	состоит в	6	4
57	точка зрения	8	4
58	в жизни	2	4
59	в смысле	3	4
60	у нас	2	4
61	как и	8	4
62	мы видим	4	4
63	это есть	4	4
64	но это	3	4
65	то в	3	4
66	на протяжении	2	4
67	в качестве	4	4
68	можно сказать	5	4
69	если бы	8	4
70	и к	2	4
71	на его	2	4
72	в ней	2	4
73	и тем	3	4
74	в своей	2	4
75	в целом	4	4
76	отношение к	11	4
77	из этого	2	4
78	в центре	2	4
79	из которых	3	4
80	с точки	9	4
81	в чем	3	4
82	к нему	3	4
83	и с	3	4
84	время как	4	4
85	сказать что	13	4
86	во всяком	2	4
87	все же	3	4
88	в которой	5	4
89	что эти	2	4
90	то время	4	4
91	ничего не	5	4
92	на вопрос	5	3
93	что все	6	3
94	и более	3	3
95	тому что	5	3
96	в какой	6	3
97	раньше чем	3	3
98	к этому	3	3
99	показывает что	5	3
100	и здесь	2	3
101	с этой	4	3
102	для него	5	3
103	тем более	4	3
104	что я	2	3
105	и что	12	3
106	на этом	3	3
107	до конца	3	3
108	одной стороны	3	3
109	все эти	4	3
110	не является	5	3
111	в их	3	3
112	в системе	4	3
113	что мы	4	3
114	и его	3	3
115	что для	2	3
116	но он	7	3
117	говорить о	3	3
118	в другом	6	3
119	связи с	3	3
120	так как	16	3
121	к которому	4	3
122	а с	2	2
123	не менее	3	2
124	для его	2	2
125	никогда не	5	2
126	себя и	2	2
127	он может	3	2
128	что у	2	2
129	но они	2	2
130	тогда когда	5	2
131	этих двух	3	2
132	вовсе не	2	2
133	в такой	5	2
134	самого начала	5	2
135	к тому	6	2
136	как мы	10	2
137	такое же	2	2
138	но все	2	2
139	такой же	4	2
140	что они	5	2
141	что если	4	2
142	но не	10	2
143	мы имели	2	2
144	того же	7	2
145	в свою	4	2
146	до сих	3	2
147	еще не	4	2
148	и может	3	2
149	одной из	3	2
150	в самом	4	2
151	в сущности	13	2
152	во всех	2	2
153	нас к	3	2
154	в ряде	2	2
155	его отношение	2	2
156	в виду	2	2
157	если в	3	2
158	в развитии	28	2
159	вместе с	4	2
160	сих пор	3	2
161	ее в	3	2
162	только что	5	2
163	не на	3	2
164	в отношении	9	2
165	как я	3	2
166	с одной	3	2
167	на нее	2	2
168	от того	3	2
169	а потому	3	2
170	заключается в	5	2
171	самом деле	3	2
172	с самого	5	2
173	для того	14	2
174	и по	4	2
175	той же	4	2
176	мы не	3	2
177	на основе	2	2
178	в результате	4	2
179	то и	2	2
180	ни на	2	2
181	могут быть	4	2
182	но как	3	2
183	он делает	2	2
184	что эта	3	2
185	с которыми	2	2
186	не имеет	4	2
187	и тот	3	2
188	к этой	3	2
