N	2gram	Losev_Vlad_1	Narrotol
1	не только	24	26
2	но и	19	15
3	в том	11	14
4	при этом	2	14
5	в качестве	6	14
6	и не	17	14
7	том что	14	13
8	и в	31	13
9	в этом	14	13
10	такого рода	4	12
11	в частности	2	11
12	только в	9	11
13	может быть	6	10
14	к тому	3	9
15	так и	6	9
16	а в	9	9
17	то есть	3	9
18	то что	18	8
19	в себе	4	8
20	не может	6	8
21	не в	5	8
22	к себе	2	7
23	никогда не	9	6
24	в своем	4	6
25	в жизни	3	6
26	можно сказать	6	6
27	и к	6	6
28	того что	2	6
29	в его	12	6
30	со стороны	2	6
31	все же	3	6
32	у него	15	6
33	а также	5	6
34	ничего не	3	6
35	но в	12	6
36	место в	2	5
37	точки зрения	2	5
38	не столько	2	5
39	тем не	2	5
40	что он	12	5
41	хотя и	4	5
42	он не	10	5
43	в котором	6	5
44	я не	4	5
45	в нем	4	5
46	на него	3	5
47	как в	3	5
48	таким образом	3	5
49	тем самым	2	5
50	с другой	3	5
51	в то	8	5
52	о том	11	5
53	ответ на	2	5
54	не менее	2	4
55	отнюдь не	3	4
56	в конце	9	4
57	об этом	7	4
58	тому же	2	4
59	как и	4	4
60	все что	2	4
61	что в	14	4
62	для него	7	4
63	жизни и	5	4
64	в своей	4	4
65	то же	6	4
66	уже не	3	4
67	и у	4	4
68	свидетельствует о	3	4
69	в этой	4	4
70	и все	4	4
71	как это	7	4
72	с ним	5	4
73	в ответ	2	3
74	с его	11	3
75	пока еще	2	3
76	о которой	3	3
77	да и	4	3
78	а к	22	3
79	что я	2	3
80	что они	3	3
81	о котором	2	3
82	но не	3	3
83	же время	4	3
84	и сам	6	3
85	к его	3	3
86	к ней	4	3
87	как раз	7	3
88	о нем	7	3
89	только к	3	3
90	для себя	2	3
91	один из	4	3
92	в целом	3	3
93	то и	2	3
94	как к	2	3
95	все эти	3	3
96	того чтобы	2	3
97	и даже	15	3
98	и по	8	3
99	и для	2	3
100	и его	7	3
101	с ними	2	3
102	никак не	4	3
103	сказать что	7	3
104	по своей	4	3
105	которой он	5	3
106	едва ли	3	3
107	он сам	2	2
108	в нашем	4	2
109	что у	4	2
110	хотя бы	2	2
111	из этих	2	2
112	вовсе не	5	2
113	со своими	3	2
114	и здесь	3	2
115	на то	5	2
116	к своему	3	2
117	для нас	4	2
118	и т	2	2
119	в начале	3	2
120	тем более	2	2
121	по своему	3	2
122	как было	2	2
123	что с	2	2
124	еще не	2	2
125	было бы	2	2
126	по поводу	12	2
127	и он	3	2
128	со своим	5	2
129	ему в	2	2
130	со своей	3	2
131	в самом	2	2
132	несмотря на	4	2
133	нас нет	2	2
134	что она	2	2
135	у меня	2	2
136	но зато	2	2
137	что и	5	2
138	его жизни	6	2
139	себя в	4	2
140	и личность	2	2
141	только на	3	2
142	собственно говоря	3	2
143	а с	5	2
144	если не	3	2
145	у нас	6	2
146	в течение	9	2
147	и что	6	2
148	только что	2	2
149	в детстве	2	2
150	по его	2	2
151	как на	2	2
152	той же	2	2
153	это был	5	2
154	в чем	2	2
155	но это	3	2
156	в результате	2	2
157	в виде	3	2
158	за границей	2	2
159	но он	5	2
160	в своих	5	2
161	во время	3	2
162	видно что	5	2
163	как он	4	2
164	здесь не	3	2
165	потому что	11	2
