N	2gram	Bakhtin_Pr_2	Dialekti
1	не есть	2	54
2	и не	42	27
3	а не	10	26
4	точки зрения	19	25
5	и в	45	24
6	не только	16	23
7	по себе	8	20
8	не может	24	19
9	ничего не	3	17
10	и что	2	15
11	что все	3	14
12	в таком	3	14
13	то что	5	14
14	с точки	9	14
15	может быть	18	13
16	таким образом	11	13
17	и даже	3	13
18	что он	7	13
19	вовсе не	7	13
20	того что	3	12
21	есть только	4	12
22	есть и	3	12
23	не менее	2	11
24	не имеет	3	11
25	что же	4	11
26	в сущности	7	10
27	ни в	2	9
28	но и	15	9
29	что она	4	9
30	стало быть	3	9
31	прежде всего	11	8
32	так что	2	8
33	и как	2	8
34	мир как	2	8
35	том что	7	8
36	в этом	20	8
37	что в	6	7
38	никогда не	17	7
39	в самом	13	7
40	другими словами	2	7
41	в особенности	2	7
42	потому что	8	7
43	даже и	2	7
44	в виду	2	7
45	как и	14	7
46	как раз	6	7
47	ничем не	2	7
48	я не	6	6
49	должна быть	3	6
50	все это	5	6
51	мифа и	2	6
52	и с	7	6
53	о том	3	6
54	так как	5	6
55	если бы	2	6
56	превращается в	4	6
57	об этом	3	6
58	что и	5	6
59	не на	4	6
60	то же	5	6
61	самом деле	4	6
62	и пр	2	6
63	как же	2	5
64	в том	8	5
65	но это	2	5
66	хотя и	2	5
67	точка зрения	7	5
68	жизни и	15	5
69	и его	8	5
70	как на	2	5
71	что для	2	5
72	или не	2	5
73	в то	5	5
74	как это	2	5
75	само по	2	5
76	в них	4	5
77	по крайней	2	5
78	и к	2	5
79	было бы	4	5
80	же вы	3	5
81	он не	9	5
82	крайней мере	2	5
83	так и	3	5
84	уже не	6	5
85	что не	5	5
86	только в	9	5
87	это не	3	4
88	или иной	3	4
89	сама по	5	4
90	хотя бы	5	4
91	но только	2	4
92	так же	5	4
93	сказать что	5	4
94	а что	2	4
95	сознания и	6	4
96	если нет	2	4
97	нет и	3	4
98	у нас	2	4
99	в истории	2	4
100	конечно не	6	4
101	о нем	6	4
102	от того	2	4
103	только что	2	4
104	в чем	2	4
105	жизнь и	3	4
106	тому как	2	4
107	мы и	3	4
108	подобно тому	2	4
109	тело и	2	4
110	для него	9	4
111	перед нами	4	3
112	не было	2	3
113	все же	4	3
114	все время	3	3
115	за пределы	5	3
116	в своем	5	3
117	в одной	5	3
118	и от	3	3
119	была бы	3	3
120	не в	8	3
121	есть в	8	3
122	она не	5	3
123	же время	3	3
124	в основе	2	3
125	в нем	20	3
126	это было	2	3
127	из них	9	3
128	все эти	4	3
129	должно быть	4	3
130	друг друга	7	3
131	и на	7	3
132	мир в	2	3
133	он и	4	3
134	мы уже	3	3
135	тем что	2	3
136	и сознание	2	3
137	он есть	2	3
138	сознание и	4	3
139	на то	2	3
140	зависимости от	3	3
141	одна из	3	3
142	все что	3	3
143	не мир	2	3
144	и о	2	3
145	не значит	2	3
146	как бы	15	3
147	и прежде	2	3
148	или же	2	3
149	если не	2	3
150	также не	2	3
151	тем самым	2	3
152	из которых	2	3
153	к нему	11	3
154	и ее	7	3
155	не знает	4	3
156	но на	2	2
157	же как	4	2
158	что если	3	2
159	что у	4	2
160	о себе	3	2
161	этой точки	2	2
162	в смысле	2	2
163	еще не	9	2
164	при этом	2	2
165	например в	2	2
166	не о	2	2
167	и следовательно	7	2
168	той или	3	2
169	у меня	3	2
170	самосознания и	2	2
171	себя и	2	2
172	а именно	3	2
173	для этого	3	2
174	именно в	3	2
175	и вот	2	2
176	они не	2	2
177	и по	2	2
178	а в	3	2
179	быть только	2	2
180	в своих	4	2
181	людей и	2	2
182	их в	7	2
183	в ней	7	2
184	она и	3	2
185	для себя	3	2
186	и здесь	2	2
187	от его	2	2
188	бы быть	2	2
189	и потому	6	2
190	бы в	5	2
191	к этой	2	2
192	в чисто	2	2
193	слово в	3	2
194	нет ни	3	2
195	но в	6	2
196	я и	3	2
197	же мы	2	2
198	с его	8	2
199	сознания но	2	2
200	у него	6	2
201	перестает быть	3	2
202	в зависимости	3	2
203	нового времени	3	2
204	в особом	2	2
205	в их	4	2
206	личности в	3	2
207	в условиях	2	2
208	но как	2	2
209	так чтобы	2	2
210	но не	6	2
211	ни один	3	2
212	со стороны	4	2
213	себя в	2	2
214	как не	5	2
215	на них	2	2
216	ее в	2	2
217	бытия в	2	2
218	всего этого	3	2
219	как мы	8	2
220	и у	2	2
221	и он	3	2
222	и для	2	2
223	или в	2	2
224	а вера	2	2
225	могут быть	4	2
226	в себе	5	2
227	в его	22	2
