N	2gram	Voloshinov_1	Istorich
1	и в	12	26
2	так же	3	18
3	то что	5	16
4	не только	4	15
5	что в	2	14
6	может быть	14	14
7	но и	3	12
8	связь с	2	12
9	и пр	3	11
10	так и	4	10
11	таким образом	12	10
12	и его	13	10
13	что и	2	9
14	все же	4	9
15	и не	10	9
16	его в	4	9
17	так как	9	9
18	то же	5	8
19	в этих	2	7
20	как и	5	7
21	он не	2	7
22	как в	5	7
23	в этом	4	7
24	мы имеем	2	7
25	еще не	3	6
26	когда он	3	6
27	вместе с	2	6
28	не может	16	6
29	а не	5	6
30	к нему	4	6
31	и то	2	6
32	мы можем	2	6
33	могут быть	2	6
34	это не	2	5
35	к этому	2	5
36	но все	2	5
37	но не	2	5
38	ничего не	2	5
39	в его	2	5
40	до сих	3	5
41	и др	5	5
42	сих пор	3	5
43	в некоторых	3	5
44	и что	2	5
45	уже не	4	5
46	и по	3	5
47	не в	4	5
48	и с	3	5
49	и здесь	2	5
50	но в	5	5
51	с другой	4	4
52	в своей	3	4
53	другой стороны	2	4
54	здесь не	3	4
55	о том	3	4
56	и более	3	3
57	он должен	3	3
58	для нас	7	3
59	в том	6	3
60	том что	5	3
61	его к	2	3
62	но это	2	3
63	при этом	6	3
64	она не	2	3
65	и другие	2	3
66	относится к	2	3
67	как бы	13	3
68	все эти	3	3
69	но мы	2	3
70	на него	2	3
71	данном случае	2	3
72	как это	2	3
73	те же	2	3
74	между ними	2	3
75	в данном	2	3
76	что мы	5	3
77	только в	6	3
78	там где	2	3
79	уже в	2	2
80	должна быть	5	2
81	не менее	3	2
82	никогда не	5	2
83	бы мы	3	2
84	в своем	2	2
85	формы и	3	2
86	и все	2	2
87	по себе	3	2
88	с помощью	6	2
89	тем не	3	2
90	его как	2	2
91	ни в	3	2
92	если бы	9	2
93	конечно не	3	2
94	к ним	2	2
95	но для	3	2
96	хотя бы	5	2
97	в нем	6	2
98	не есть	2	2
99	не к	3	2
100	отношение к	4	2
101	от того	4	2
102	в форме	2	2
103	все это	3	2
104	этой стороны	2	2
105	того что	3	2
106	и на	4	2
107	с этой	2	2
108	сказать что	7	2
109	имеем в	2	2
110	в себе	3	2
111	можно найти	2	2
112	же самое	2	2
113	на это	2	2
114	сливается с	2	2
115	но этот	2	2
116	в особенности	2	2
