N	2gram	Bakhtin_Pr_4	StatiiOP
1	и в	46	44
2	в том	9	36
3	что в	4	30
4	том что	4	29
5	в этом	16	21
6	вовсе не	9	19
7	то что	4	18
8	не только	14	18
9	было бы	3	17
10	а в	2	17
11	о том	5	17
12	и не	27	16
13	а не	11	16
14	может быть	23	15
15	в данном	2	14
16	как в	4	13
17	можно было	2	13
18	не в	10	12
19	в первой	2	12
20	у нас	2	11
21	в этой	3	11
22	самом деле	4	11
23	точки зрения	11	11
24	что он	6	10
25	но и	12	10
26	но в	6	10
27	только в	6	10
28	в отношении	3	9
29	с другой	3	9
30	если бы	3	9
31	в то	5	9
32	как и	12	9
33	также и	3	9
34	так и	4	9
35	в его	9	9
36	у пушкина	2	8
37	например в	4	8
38	во всех	5	8
39	все же	4	8
40	не может	19	8
41	и его	6	8
42	это не	5	8
43	с точки	9	8
44	но ведь	2	8
45	прежде всего	9	7
46	в самом	9	7
47	для нас	2	7
48	сих пор	8	7
49	до сих	8	7
50	другой стороны	3	7
51	таким образом	4	7
52	сказать что	2	7
53	потому что	4	6
54	из этих	3	6
55	так что	2	6
56	но это	6	6
57	для него	2	6
58	что и	3	6
59	в своей	3	6
60	что же	3	6
61	в той	3	6
62	во всяком	2	6
63	дело в	3	6
64	хотя бы	2	6
65	не менее	2	5
66	никогда не	6	5
67	не при	2	5
68	такой же	3	5
69	так же	3	5
70	что мы	2	5
71	совершенно не	4	5
72	в котором	5	5
73	в нем	17	5
74	жизни и	5	5
75	все это	6	5
76	той же	3	5
77	то же	6	5
78	и даже	3	5
79	и по	2	5
80	в слове	3	5
81	в которых	2	5
82	тем что	3	5
83	могут быть	2	5
84	все эти	4	5
85	так как	5	5
86	там где	2	5
87	это слово	5	4
88	вопрос о	2	4
89	мы находим	5	4
90	бы и	2	4
91	же время	5	4
92	но все	2	4
93	и что	3	4
94	же и	4	4
95	как раз	7	4
96	но если	3	4
97	как бы	19	4
98	на то	3	4
99	не было	2	4
100	еще более	3	4
101	языка и	2	4
102	этот вопрос	2	4
103	что так	2	3
104	и с	7	3
105	и так	2	3
106	в конце	3	3
107	должна быть	2	3
108	этих двух	4	3
109	в каждом	6	3
110	очень часто	4	3
111	ни в	6	3
112	да и	4	3
113	об этом	2	3
114	же как	2	3
115	но не	4	3
116	того же	3	3
117	еще не	7	3
118	кажется что	3	3
119	своего рода	4	3
120	и для	3	3
121	и тем	2	3
122	то это	3	3
123	отношению к	5	3
124	по отношению	5	3
125	и только	3	3
126	но с	2	3
127	лишь в	2	3
128	на этот	2	3
129	тем же	3	3
130	конечно и	3	3
131	в результате	2	3
132	ведь и	5	3
133	в другом	2	3
134	между тем	2	3
135	с этим	2	3
136	том числе	4	2
137	уже в	4	2
138	бы не	2	2
139	а как	2	2
140	но на	2	2
141	в этих	4	2
142	в своем	3	2
143	превращается в	4	2
144	и во	3	2
145	на свой	6	2
146	раз в	2	2
147	по существу	3	2
148	есть в	6	2
149	при этом	5	2
150	чем у	3	2
151	она не	3	2
152	но именно	3	2
153	и сам	5	2
154	не хочет	2	2
155	в сущности	7	2
156	за пределы	5	2
157	но для	3	2
158	свое время	2	2
159	этого слова	2	2
160	если в	2	2
161	отношение к	3	2
162	которые в	2	2
163	конечно не	8	2
164	отношения к	2	2
165	на него	3	2
166	без всякого	2	2
167	и их	3	2
168	целый ряд	2	2
169	для этого	2	2
170	в свое	2	2
171	еще и	4	2
172	это вовсе	2	2
173	не была	2	2
174	в других	2	2
175	мы не	4	2
176	ничего не	2	2
177	не знает	4	2
178	числе и	3	2
179	а то	3	2
180	их в	3	2
181	от этого	2	2
182	у него	5	2
183	он не	4	2
184	но он	3	2
185	в себе	7	2
186	по своей	3	2
187	о котором	2	2
188	все в	2	2
189	и все	9	2
190	и это	3	2
191	к нему	5	2
192	могло бы	2	2
193	мы имеем	3	2
194	то есть	40	2
