N	2gram	Vinokur_Ku_2	Myslijsy
1	потому что	25	33
2	то что	9	29
3	может быть	15	26
4	таким образом	5	24
5	в том	19	23
6	и в	23	23
7	в этом	18	23
8	и не	16	18
9	что в	10	17
10	в языке	10	16
11	при этом	2	15
12	только в	5	15
13	для нас	4	14
14	как и	2	14
15	то же	6	14
16	того что	3	14
17	так как	15	14
18	если бы	12	13
19	том что	11	12
20	не было	4	12
21	а не	10	12
22	по себе	10	11
23	что я	4	11
24	но и	7	11
25	не в	8	11
26	не может	9	11
27	и потому	2	10
28	что мы	6	10
29	не только	20	10
30	что слово	3	10
31	тем что	3	10
32	между тем	6	9
33	в своем	2	8
34	было бы	15	8
35	сказать что	4	8
36	но в	11	8
37	с тем	2	7
38	что это	7	7
39	это не	6	7
40	на то	4	7
41	в нем	4	7
42	что и	3	7
43	в силу	7	7
44	и что	8	7
45	очевидно что	2	7
46	вовсе не	9	7
47	и т	39	7
48	могут быть	4	7
49	как в	3	7
50	мы говорим	2	7
51	с этим	3	7
52	что такое	3	7
53	этого слова	5	7
54	что если	2	6
55	тех пор	2	6
56	для того	9	6
57	вместе с	5	6
58	того как	2	6
59	что не	6	6
60	так и	4	6
61	уже в	3	5
62	по крайней	6	5
63	само по	5	5
64	таким же	2	5
65	хотя и	4	5
66	в его	5	5
67	как бы	4	5
68	к нему	2	5
69	крайней мере	6	5
70	этом случае	2	5
71	бы и	4	5
72	что же	5	5
73	все это	5	5
74	не менее	7	5
75	язык не	2	5
76	должно быть	4	5
77	а в	3	5
78	во всяком	5	5
79	образом в	2	5
80	говорить о	4	5
81	и то	5	5
82	слова и	5	5
83	есть в	3	5
84	не имеет	4	5
85	не то	2	5
86	и более	2	4
87	и все	2	4
88	что все	5	4
89	что он	5	4
90	тем не	6	4
91	можно сказать	4	4
92	только как	2	4
93	по поводу	2	4
94	но есть	2	4
95	и о	4	4
96	от того	4	4
97	и тем	5	4
98	этом слове	2	4
99	а именно	2	4
100	да и	6	4
101	то и	3	4
102	в той	2	4
103	только потому	8	4
104	тем самым	2	4
105	того чтобы	11	4
106	хотя бы	9	4
107	так же	4	4
108	слов в	3	4
109	точки зрения	14	4
110	в каком	4	4
111	в данном	4	4
112	т п	24	4
113	в то	4	4
114	могли бы	2	4
115	мы имеем	5	4
116	и с	7	4
117	это слово	4	4
118	слова в	6	3
119	том случае	2	3
120	и есть	2	3
121	никогда не	2	3
122	что между	2	3
123	связи с	3	3
124	в них	4	3
125	так называемых	2	3
126	не всегда	2	3
127	именно в	3	3
128	но это	3	3
129	же время	3	3
130	еще не	5	3
131	и если	2	3
132	к тому	4	3
133	к слову	2	3
134	в самом	12	3
135	между прочим	2	3
136	и следовательно	2	3
137	мы в	2	3
138	в виду	3	3
139	всяком случае	5	3
140	на себе	4	3
141	но уже	2	3
142	в процессе	3	3
143	со стороны	4	3
144	вообще и	2	3
145	языка и	8	3
146	так в	3	3
147	т д	14	3
148	той же	2	3
149	все эти	12	3
150	все равно	2	3
151	что у	2	3
152	те же	3	3
153	на самом	2	3
154	уже не	8	3
155	слова не	3	3
156	лишь в	5	3
157	самом деле	9	3
158	должны быть	2	3
159	в речи	6	3
160	и по	3	3
161	с ними	2	3
162	и на	6	3
163	этот вопрос	6	3
164	и до	2	3
165	в которых	2	3
166	даже и	2	3
167	ту же	6	3
168	с точки	8	3
169	там где	5	3
170	только для	2	2
171	я не	5	2
172	не могут	5	2
173	состоит в	2	2
174	но даже	2	2
175	в нашем	7	2
176	превращается в	2	2
177	но так	2	2
178	с другой	8	2
179	оно не	2	2
180	не как	2	2
181	точно так	3	2
182	языка в	3	2
183	представить себе	2	2
184	вопрос о	9	2
185	большею частью	2	2
186	что на	4	2
187	и здесь	5	2
188	в самой	2	2
189	у нас	12	2
190	чтобы понять	2	2
191	об этом	5	2
192	только о	2	2
193	чем в	3	2
194	мы могли	2	2
195	но что	2	2
196	в свою	2	2
197	после того	2	2
198	она не	2	2
199	тот же	5	2
200	в сущности	9	2
201	обратить внимание	2	2
202	в ней	3	2
203	он не	3	2
204	так или	2	2
205	один из	5	2
206	и это	3	2
207	на том	2	2
208	конечно не	2	2
209	данном случае	2	2
210	что она	3	2
211	есть вместе	2	2
212	быть не	2	2
213	например что	2	2
214	и для	2	2
215	если мы	4	2
216	дело не	2	2
217	как мы	3	2
218	здесь мы	2	2
219	из которых	3	2
220	и у	2	2
221	на этот	2	2
222	и даже	2	2
223	для самого	2	2
224	что значит	2	2
225	и его	3	2
226	можно было	9	2
227	или иначе	3	2
228	в глазах	2	2
229	в своих	2	2
230	не следует	5	2
231	бы язык	2	2
232	на который	2	2
233	в первый	3	2
234	что наша	2	2
235	и вообще	2	2
236	мы должны	2	2
237	его к	2	2
238	в таких	3	2
239	иметь в	2	2
240	большинстве случаев	2	2
241	а если	2	2
242	в области	11	2
243	если и	3	2
244	ни к	15	2
