N	2gram	Vinokur_St_2	Analitik
1	тогда как	2	19
2	в этом	21	18
3	в частности	4	16
4	и в	29	16
5	не только	19	16
6	так и	9	15
7	как и	2	14
8	в том	27	12
9	своего рода	5	12
10	но и	19	12
11	и не	9	12
12	том что	27	12
13	в качестве	5	11
14	как бы	5	10
15	при этом	2	10
16	а не	5	10
17	и даже	3	9
18	в этой	2	9
19	ничего не	4	9
20	в данном	2	8
21	в сочетании	2	7
22	к тому	10	7
23	в себе	2	7
24	сочетании с	2	7
25	то что	11	7
26	особенно в	2	7
27	о том	17	7
28	а также	2	7
29	с другой	4	6
30	в самом	7	6
31	и на	6	6
32	может быть	2	6
33	как это	2	6
34	но в	8	6
35	говорит о	2	5
36	и к	4	5
37	на себя	3	5
38	не менее	3	4
39	только не	2	4
40	в своем	9	4
41	в конце	2	4
42	тому же	3	4
43	не в	4	4
44	но не	3	4
45	того же	2	4
46	для него	4	4
47	в один	2	4
48	как в	3	4
49	все это	11	4
50	как раз	8	4
51	не может	2	4
52	и его	6	4
53	то же	2	4
54	хотя и	4	4
55	точки зрения	5	4
56	только в	2	4
57	борьбы с	3	3
58	не был	3	3
59	борьба с	2	3
60	никогда не	3	3
61	не столько	7	3
62	прежде всего	5	3
63	что на	3	3
64	одной из	3	3
65	тем не	2	3
66	не мог	3	3
67	так что	3	3
68	обращает на	3	3
69	по поводу	8	3
70	было бы	5	3
71	и сам	2	3
72	несмотря на	2	3
73	на его	2	3
74	в речи	4	3
75	что и	2	3
76	себя внимание	2	3
77	из них	3	3
78	со стороны	2	3
79	в их	3	3
80	если бы	2	3
81	этом отношении	9	3
82	именно в	4	3
83	в результате	2	3
84	тем что	3	3
85	в эту	3	3
86	в общем	3	2
87	а как	4	2
88	того что	5	2
89	речь идет	4	2
90	была бы	5	2
91	вообще не	3	2
92	в одном	6	2
93	к этому	4	2
94	вовсе не	6	2
95	и я	2	2
96	по себе	3	2
97	на то	2	2
98	к своему	2	2
99	его как	2	2
100	он был	2	2
101	а затем	2	2
102	отличие от	2	2
103	по существу	2	2
104	из его	2	2
105	должна была	2	2
106	что в	19	2
107	так например	7	2
108	что с	2	2
109	о чем	5	2
110	он по	2	2
111	такого рода	2	2
112	значительной степени	2	2
113	в своей	7	2
114	ни с	2	2
115	в обоих	3	2
116	еще в	2	2
117	в котором	7	2
118	даже в	2	2
119	это было	2	2
120	с той	2	2
121	как говорит	2	2
122	в отличие	2	2
123	вместе с	7	2
124	дело не	2	2
125	другой стороны	3	2
126	внимание на	4	2
127	таким образом	10	2
128	т е	10	2
129	еще более	4	2
130	в значительной	2	2
131	на этот	2	2
132	и он	3	2
133	не имеет	2	2
134	с точки	2	2
135	так же	3	2
136	никак не	2	2
137	между тем	5	2
138	он не	9	2
139	в то	2	2
140	в его	13	2
141	его в	2	2
142	в этих	3	2
143	сказать что	2	2
144	в устах	2	2
145	о своей	2	2
