N	2gram	Voloshinov_2	Analitik
1	в этом	15	18
2	и в	19	16
3	не только	13	16
4	так и	10	15
5	как и	9	14
6	в том	7	12
7	но и	10	12
8	и не	19	12
9	том что	10	12
10	в качестве	3	11
11	могут быть	3	10
12	как бы	19	10
13	при этом	9	10
14	а не	9	10
15	в пределах	10	9
16	лишь в	14	9
17	и даже	2	9
18	в этой	3	9
19	ничего не	4	9
20	то есть	2	9
21	в данном	5	8
22	отнюдь не	8	8
23	и т.п	10	8
24	к тому	6	7
25	в себе	4	7
26	то что	4	7
27	о том	3	7
28	с другой	3	6
29	в самом	6	6
30	и на	5	6
31	может быть	28	6
32	но в	7	6
33	как система	3	5
34	в контексте	5	5
35	с одной	3	5
36	в своем	2	4
37	столь же	3	4
38	у него	2	4
39	тому же	2	4
40	не в	10	4
41	за пределы	3	4
42	но не	2	4
43	того же	5	4
44	для него	9	4
45	одной стороны	3	4
46	в сущности	14	4
47	и является	2	4
48	внутренней речи	7	4
49	и особенно	2	4
50	и тем	4	4
51	не с	2	4
52	отношению к	8	4
53	во всех	6	4
54	как раз	4	4
55	по отношению	8	4
56	не может	18	4
57	и его	16	4
58	то же	16	4
59	не так	2	4
60	точки зрения	17	4
61	только в	8	4
62	место в	2	3
63	никогда не	7	3
64	в нашем	2	3
65	как о	2	3
66	по крайней	2	3
67	прежде всего	7	3
68	или иного	2	3
69	или иной	5	3
70	этого слова	5	3
71	одной из	3	3
72	высказывания в	7	3
73	было бы	4	3
74	крайней мере	2	3
75	в речи	2	3
76	или в	2	3
77	той или	4	3
78	что и	3	3
79	в их	5	3
80	приводит к	2	3
81	только на	4	3
82	если бы	11	3
83	ответ на	2	3
84	не знает	2	3
85	именно в	2	3
86	того или	2	3
87	а в	3	3
88	как мы	15	3
89	с ними	4	3
90	и то	3	3
91	тем что	2	3
92	сводится к	2	3
93	и т.д	4	3
94	бы в	4	3
95	и все	6	3
96	а как	4	2
97	вступает в	2	2
98	того что	4	2
99	к этому	5	2
100	вовсе не	11	2
101	по себе	3	2
102	на то	4	2
103	он был	2	2
104	отличие от	3	2
105	же время	8	2
106	ведь это	2	2
107	что в	2	2
108	имеют место	2	2
109	от своего	2	2
110	выходят за	2	2
111	еще не	3	2
112	о чем	2	2
113	значительной степени	2	2
114	в своей	3	2
115	в котором	3	2
116	это было	2	2
117	не есть	3	2
118	на этой	5	2
119	себя в	2	2
120	и их	4	2
121	в отличие	3	2
122	вместе с	2	2
123	языка и	15	2
124	отношения к	2	2
125	таким образом	14	2
126	здесь в	2	2
127	той же	3	2
128	еще более	2	2
129	в двух	3	2
130	речевого потока	2	2
131	в значительной	2	2
132	свидетельствует о	2	2
133	и он	2	2
134	не имеет	3	2
135	речи в	10	2
136	и для	7	2
137	с точки	13	2
138	высказывания и	11	2
139	так же	5	2
140	на основе	3	2
141	в таком	7	2
142	и до	3	2
143	не следует	2	2
144	между тем	6	2
145	речи и	13	2
146	он не	3	2
147	он и	2	2
148	к его	2	2
149	на протяжении	2	2
150	в то	8	2
151	в его	5	2
152	в диалоге	2	2
153	его в	7	2
154	же является	3	2
155	в этих	3	2
156	таком случае	3	2
157	сказать что	4	2
158	в устах	3	2
