N	2gram	Tiupa_Narr_2	Vvedenie
1	и т	2	42
2	и в	13	32
3	в том	14	31
4	в этом	13	30
5	может быть	10	26
6	том что	13	26
7	не только	26	22
8	того чтобы	3	20
9	таким образом	5	19
10	то что	8	16
11	потому что	2	15
12	но также	2	14
13	не может	8	14
14	в самом	2	13
15	в нем	5	13
16	о том	5	13
17	со стороны	6	13
18	того что	6	12
19	и не	14	12
20	как на	2	12
21	представляет собой	16	12
22	в его	6	12
23	xix в	2	12
24	только в	11	12
25	в ее	4	11
26	в данном	10	11
27	что в	4	10
28	но в	6	9
29	между тем	3	9
30	то же	4	9
31	в той	5	9
32	не менее	4	8
33	с другой	5	8
34	это не	3	8
35	тем не	5	8
36	не в	8	8
37	именно в	2	8
38	прежде всего	6	7
39	точки зрения	5	7
40	о котором	3	7
41	но не	3	7
42	было бы	2	7
43	все же	6	7
44	дело с	2	7
45	самом деле	3	7
46	можно было	2	7
47	из этих	2	6
48	же время	3	6
49	один из	3	6
50	но и	15	6
51	и даже	3	6
52	в то	5	6
53	как он	2	6
54	представить себе	3	6
55	вовсе не	2	6
56	как и	4	6
57	в качестве	14	6
58	хотя бы	2	6
59	и его	3	6
60	в какой	4	5
61	как бы	6	5
62	и тем	5	5
63	в целом	3	5
64	а как	3	5
65	данном случае	6	5
66	сказать что	3	5
67	мере в	2	5
68	той мере	2	5
69	об этом	4	5
70	по своему	2	5
71	т п	2	5
72	в течение	2	5
73	а не	17	5
74	представляют собой	2	5
75	с этой	3	4
76	как уже	2	4
77	времени и	4	4
78	как о	2	4
79	одной стороны	5	4
80	о чем	2	4
81	в котором	5	4
82	в тексте	8	4
83	по отношению	5	4
84	этом отношении	3	4
85	с одной	5	4
86	и что	2	4
87	не имеет	2	4
88	а в	9	4
89	одно из	2	4
90	как это	4	4
91	мы имеем	3	4
92	видит в	2	4
93	должен был	2	4
94	что он	5	4
95	еще не	2	4
96	отношению к	5	4
97	в своей	4	4
98	только что	2	4
99	внимание на	3	4
100	как раз	3	4
101	в виде	2	4
102	уже не	4	4
103	и для	3	4
104	той же	2	4
105	или иначе	2	4
106	в себе	8	4
107	и т.д	4	4
108	он сам	2	3
109	зависит от	2	3
110	что это	4	3
111	в частности	11	3
112	в конце	4	3
113	можно сказать	6	3
114	к тому	9	3
115	да и	3	3
116	в строгом	2	3
117	только по	2	3
118	в этой	4	3
119	что с	2	3
120	при этом	14	3
121	такого рода	12	3
122	известном смысле	3	3
123	хотя и	5	3
124	в ней	2	3
125	в конечном	3	3
126	не вполне	2	3
127	из наиболее	2	3
128	и уже	4	3
129	во второй	2	3
130	на том	3	3
131	что она	2	3
132	в своем	6	3
133	все эти	3	3
134	так же	2	3
135	в результате	2	3
136	говорить о	2	3
137	в начале	2	3
138	в известном	3	3
139	если бы	4	3
140	однако в	2	3
141	и к	6	3
142	говорит о	2	3
143	в чем	2	3
144	своей природе	2	3
145	текста и	2	3
146	а также	6	3
147	однако не	2	3
148	что и	2	3
149	своего рода	9	3
150	может служить	2	3
151	в центре	2	3
152	может оказаться	2	3
153	ответ на	5	3
154	в области	2	3
155	же как	2	2
156	должна быть	2	2
157	никогда не	6	2
158	тому что	3	2
159	точно так	2	2
160	или иной	3	2
161	но зато	2	2
162	но это	2	2
163	соответствии с	3	2
164	и сам	3	2
165	несмотря на	2	2
166	истории в	4	2
167	не к	4	2
168	в форме	5	2
169	о них	2	2
170	в принципе	2	2
171	по его	2	2
172	не столько	5	2
173	не следует	3	2
174	той или	3	2
175	и здесь	2	2
176	бы в	2	2
177	так и	9	2
178	могло бы	2	2
179	состоит в	12	2
180	большей части	3	2
181	у нас	2	2
182	в соответствии	3	2
183	тем более	2	2
184	жизни и	4	2
185	бы с	2	2
186	себе и	2	2
187	только на	2	2
188	тогда как	15	2
189	о которой	3	2
190	с точки	2	2
191	мы не	2	2
192	тому как	2	2
193	в силу	4	2
194	подобно тому	2	2
195	в другом	4	2
196	на протяжении	5	2
197	здесь не	2	2
198	одна из	3	2
199	в каждой	2	2
200	ничего не	6	2
