N	3gram	Vygotskiy__5	Myshleni
1	в том что	14	19
2	по сравнению с	4	14
3	с точки зрения	2	10
4	мы могли бы	4	9
5	для того чтобы	19	8
6	с самого начала	3	7
7	к тому что	6	7
8	так же как	2	6
9	то же самое	3	6
10	можно сказать что	2	6
11	можно было бы	3	5
12	друг с другом	3	5
13	в зависимости от	6	5
14	заключается в том	6	5
15	нам думается что	2	5
16	и того же	2	4
17	в сущности говоря	8	4
18	на то что	16	4
19	одного и того	2	4
20	потому что он	2	4
21	мы знаем что	2	3
22	и той же	2	3
23	из того что	3	3
24	друг к другу	4	3
25	так же точно	5	3
26	в этом отношении	3	3
27	до сих пор	5	3
28	одной и той	2	3
29	совершенно очевидно что	2	2
30	ту же самую	2	2
31	не в состоянии	3	2
32	мы видим в	2	2
33	то что мы	2	2
34	том что мы	2	2
35	то что он	3	2
36	и то что	3	2
37	на этот вопрос	3	2
38	с тем что	3	2
39	в этом случае	2	2
40	бы сказать что	2	2
41	могли бы сказать	2	2
42	с другой стороны	5	2
43	состоит в том	2	2
44	не только не	4	2
45	именно потому что	2	2
46	таким образом мы	2	2
47	не может быть	2	2
48	принять во внимание	2	2
49	вместе с тем	3	2
