N	2gram	Vygotskiy__3	FransuaR
1	и в	25	49
2	прежде всего	4	19
3	в его	15	18
4	не только	6	17
5	и его	2	17
6	и на	6	17
7	и не	10	15
8	в этом	14	15
9	в них	2	13
10	только в	10	13
11	но и	4	13
12	как и	15	11
13	как бы	10	11
14	в этой	5	10
15	все это	6	9
16	для него	5	9
17	в нем	2	9
18	все же	6	7
19	один из	6	7
20	не может	6	7
21	таким образом	17	7
22	то же	2	7
23	все эти	7	7
24	как мы	8	7
25	именно в	5	6
26	то что	15	6
27	в себя	3	6
28	мы уже	5	6
29	так и	5	6
30	с их	2	6
31	сказать что	4	6
32	точки зрения	6	6
33	в то	4	6
34	так как	12	6
35	с его	2	5
36	никогда не	4	5
37	в своем	4	5
38	уже в	7	5
39	из этих	4	5
40	в начале	2	5
41	но не	6	5
42	при этом	5	5
43	тот же	2	5
44	может быть	13	5
45	в основном	6	5
46	и потому	2	5
47	уже говорили	5	5
48	в своей	2	5
49	в эту	2	5
50	с другой	6	4
51	и во	2	4
52	в жизни	3	4
53	и к	5	4
54	в себе	2	4
55	том что	20	4
56	но все	2	4
57	этот момент	2	4
58	одна из	2	4
59	в своих	2	4
60	благодаря этому	6	4
61	в этих	2	4
62	значение в	3	4
63	этот процесс	3	4
64	а в	4	4
65	как на	2	4
66	в области	7	4
67	тем что	8	4
68	там где	4	4
69	с ним	4	4
70	место в	2	3
71	но они	2	3
72	всех этих	2	3
73	с одной	5	3
74	в течение	2	3
75	в одном	2	3
76	человека и	5	3
77	в собственном	6	3
78	что он	6	3
79	людей с	2	3
80	же в	2	3
81	в том	23	3
82	во всем	3	3
83	своего развития	3	3
84	одной стороны	5	3
85	было бы	10	3
86	из них	4	3
87	в самом	3	3
88	и особенно	2	3
89	с ее	5	3
90	мы видели	6	3
91	ни в	9	3
92	связан с	2	3
93	связь с	3	3
94	другой стороны	3	3
95	этом отношении	3	3
96	и все	4	3
97	и других	2	3
98	этого процесса	9	3
99	можно было	6	3
100	их в	3	3
101	о том	5	3
102	и это	4	3
103	этих последних	2	3
104	в плане	2	3
105	одного из	2	2
106	включает в	2	2
107	связи с	9	2
108	что в	17	2
109	могут быть	5	2
110	в качестве	12	2
111	зрения на	2	2
112	как известно	3	2
113	в смысле	4	2
114	на то	4	2
115	в тех	2	2
116	и эти	2	2
117	в отношении	6	2
118	связанное с	2	2
119	но это	5	2
120	от внешней	3	2
121	что они	10	2
122	связаны с	3	2
123	все что	2	2
124	связанные с	2	2
125	по сравнению	4	2
126	еще не	4	2
127	со всеми	6	2
128	этого момента	2	2
129	такого рода	2	2
130	одним из	5	2
131	в новое	2	2
132	хотя и	2	2
133	в него	3	2
134	еще в	2	2
135	речь и	4	2
136	эти формы	2	2
137	на этой	5	2
138	в мире	2	2
139	вместе с	14	2
140	собственном смысле	6	2
141	в связи	6	2
142	того как	3	2
143	того чтобы	8	2
144	и эта	2	2
145	так же	17	2
146	что слово	4	2
147	на основе	22	2
148	тому как	2	2
149	во всяком	4	2
150	на его	2	2
151	метод в	2	2
152	мы должны	6	2
153	они являются	2	2
154	и т.д	5	2
155	сравнению с	3	2
156	всяком случае	4	2
157	мы можем	7	2
