N	2gram	Vinokur_St_1	KulturaY
1	т е	15	38
2	и т	30	33
3	в том	36	30
4	и в	44	24
5	потому что	6	23
6	том что	29	21
7	т п	9	18
8	что в	30	17
9	того чтобы	11	17
10	для того	10	16
11	было бы	17	15
12	т д	21	14
13	в этом	21	14
14	точки зрения	11	14
15	может быть	15	13
16	все же	8	12
17	таким образом	7	12
18	в его	9	12
19	и не	16	12
20	не в	12	11
21	только в	10	11
22	вовсе не	19	10
23	в самом	7	10
24	у нас	11	10
25	не только	18	10
26	хотя бы	6	10
27	если бы	9	9
28	то что	18	9
29	прежде всего	7	9
30	отношению к	3	9
31	самом деле	11	9
32	того что	9	9
33	русского языка	2	9
34	с точки	8	9
35	о том	17	9
36	так как	5	9
37	языка и	4	8
38	по отношению	3	8
39	то же	5	8
40	то обстоятельство	2	8
41	а не	16	8
42	как раз	4	8
43	тем что	5	8
44	обстоятельство что	3	8
45	не менее	5	7
46	с другой	9	7
47	не трудно	3	7
48	в качестве	4	7
49	как бы	4	7
50	не может	8	7
51	это не	8	7
52	в области	14	7
53	так и	9	7
54	в какой	3	6
55	именно в	6	6
56	что он	10	6
57	при этом	2	6
58	в ней	3	6
59	но и	10	6
60	что же	6	6
61	все это	5	6
62	другой стороны	7	6
63	можно было	13	6
64	все эти	5	6
65	в которых	5	6
66	мы имеем	2	6
67	мере в	2	6
68	в которой	4	6
69	еще и	2	5
70	что это	4	5
71	по крайней	2	5
72	крайней мере	2	5
73	но не	3	5
74	еще не	3	5
75	что не	3	5
76	например в	8	5
77	всяком случае	6	5
78	и что	4	5
79	целый ряд	2	5
80	этом отношении	7	5
81	а потому	2	5
82	в той	6	5
83	а в	17	5
84	и его	8	5
85	в результате	3	5
86	во всяком	6	5
87	между тем	3	5
88	и с	3	5
89	в частности	4	4
90	в этих	2	4
91	же касается	3	4
92	и потому	2	4
93	на то	4	4
94	в нем	5	4
95	в тех	3	4
96	по существу	2	4
97	что они	7	4
98	есть в	2	4
99	того же	3	4
100	из них	8	4
101	в первую	2	4
102	е как	2	4
103	это и	4	4
104	должен быть	3	4
105	что и	6	4
106	тем не	2	4
107	в целом	5	4
108	сих пор	7	4
109	со стороны	6	4
110	до сих	7	4
111	как в	13	4
112	и тогда	2	4
113	внимание на	3	4
114	с этим	3	4
115	тем самым	2	4
116	так что	6	4
117	так же	5	4
118	в данном	14	4
119	из этих	6	4
120	того или	4	4
121	там где	5	4
122	что так	3	3
123	уже в	2	3
124	нисколько не	2	3
125	если не	2	3
126	смысле этого	2	3
127	для этого	2	3
128	ясно что	10	3
129	представление о	4	3
130	была бы	5	3
131	или иного	4	3
132	то это	3	3
133	в первом	2	3
134	в г	3	3
135	ли не	2	3
136	в этой	11	3
137	гораздо более	4	3
138	в сущности	2	3
139	это слово	4	3
140	этого слова	2	3
141	в котором	5	3
142	в истории	3	3
143	даже в	3	3
144	что она	4	3
145	тому что	3	3
146	в своем	2	3
147	а с	3	3
148	не было	4	3
149	что оно	3	3
150	и даже	5	3
151	в таком	3	3
152	несмотря на	2	3
153	той же	5	3
154	должна быть	3	3
155	и то	5	3
156	языка не	2	3
157	даже и	2	3
158	в себе	2	3
159	а если	2	3
160	как это	4	3
161	к которому	4	3
162	том как	4	3
163	иных случаях	2	2
164	не все	3	2
165	я не	7	2
166	и более	2	2
167	можно ли	4	2
168	никогда не	5	2
169	превращается в	2	2
170	с этой	3	2
171	не является	3	2
172	и все	2	2
173	но с	3	2
174	что касается	3	2
175	что все	2	2
176	в каждом	3	2
177	на самом	6	2
178	так или	2	2
179	так называемой	2	2
180	не всегда	2	2
181	не знаю	2	2
182	вопрос о	4	2
183	быть в	2	2
184	идет о	2	2
185	так называемая	3	2
186	в то	9	2
187	как о	2	2
188	для нас	7	2
189	этом случае	2	2
190	история литературы	2	2
191	как и	9	2
192	но все	4	2
193	в сторону	2	2
194	в москве	2	2
195	а на	3	2
196	а то	2	2
197	же время	4	2
198	что с	2	2
199	первую очередь	2	2
200	данном отношении	5	2
201	конечно не	2	2
202	между прочим	2	2
203	в своей	6	2
204	свое время	2	2
205	же и	4	2
206	но если	4	2
207	в свое	2	2
208	хочу сказать	2	2
209	с историей	2	2
210	речь идет	4	2
211	если в	2	2
212	тем более	4	2
213	и тем	3	2
214	ни в	3	2
215	втором случае	2	2
216	дело не	4	2
217	бы и	4	2
218	а именно	3	2
219	справедливо указывает	2	2
220	так например	7	2
221	думаю что	5	2
222	он не	2	2
223	и для	3	2
224	в слове	5	2
225	лишь в	3	2
226	во втором	4	2
227	должны быть	3	2
228	свидетельствует о	2	2
229	на этот	3	2
230	не имеет	4	2
231	ни одного	2	2
232	д и	2	2
233	во многих	3	2
234	или иначе	2	2
235	капитанской дочки	2	2
236	также и	9	2
237	от этого	2	2
238	ср в	5	2
239	одно из	2	2
240	в каком	3	2
241	для которых	2	2
242	чуть ли	2	2
243	о котором	2	2
244	видно что	3	2
245	на эту	4	2
246	нужно было	2	2
247	заключается в	4	2
248	е в	2	2
249	но ведь	8	2
250	в иных	2	2
251	ли в	2	2
252	большое значение	2	2
253	ничего не	2	2
254	но в	10	2
255	в числе	2	2
256	но также	9	2
