N	2gram	Voloshinov_1	PoTuStor
1	может быть	8	17
2	и в	13	16
3	и пр	7	12
4	прежде всего	9	9
5	таким образом	6	9
6	в этом	2	9
7	мы можем	4	9
8	и его	12	8
9	точки зрения	7	8
10	не может	8	8
11	не только	6	7
12	и к	2	6
13	с точки	5	6
14	самом деле	3	6
15	для него	2	6
16	при этом	2	6
17	все эти	2	5
18	в чем	2	5
19	нуждается в	2	5
20	как бы	6	5
21	с самого	2	4
22	самого начала	2	4
23	в нем	2	4
24	и их	7	4
25	но и	3	4
26	так и	3	4
27	все это	4	4
28	хотя бы	5	4
29	и все	3	4
30	так как	3	4
31	и не	8	4
32	но мы	4	4
33	и ее	2	4
34	и наконец	5	4
35	с ними	2	4
36	и может	2	4
37	только в	6	4
38	но в	4	4
39	в его	7	4
40	на две	2	3
41	что в	3	3
42	и др	2	3
43	могут быть	2	3
44	в одном	3	3
45	те же	2	3
46	учение о	2	3
47	в том	2	3
48	а в	2	3
49	том что	2	3
50	то что	6	3
51	в общем	2	3
52	представлений и	2	3
53	на язык	2	3
54	в области	2	3
55	и этот	2	2
56	не менее	2	2
57	ее в	2	2
58	с историей	2	2
59	может иметь	2	2
60	сознания и	2	2
61	связанных с	2	2
62	никогда не	3	2
63	в них	2	2
64	конечно мы	2	2
65	во всей	2	2
66	с этой	2	2
67	с этим	3	2
68	то же	4	2
69	только и	4	2
70	с помощью	2	2
71	мы не	4	2
72	и т.п	7	2
73	и для	3	2
74	в этот	2	2
75	как и	3	2
76	мы видим	2	2
77	так же	2	2
78	мы уже	2	2
79	не на	2	2
80	между собою	2	2
81	говорить о	3	2
82	в пределах	3	2
83	было бы	4	2
84	кажется что	2	2
85	связанные с	2	2
86	но ведь	5	2
87	похожим на	3	2
88	в самом	2	2
89	за пределы	3	2
90	в своей	4	2
