N	2gram	Bakhtin_Pr_1	Myshleni
1	точки зрения	19	26
2	таким образом	12	26
3	в том	8	24
4	и в	29	23
5	том что	7	21
6	в целом	6	20
7	с точки	13	18
8	то что	15	17
9	в этом	22	17
10	так же	6	16
11	не только	15	16
12	говорит он	6	15
13	что в	8	14
14	может быть	24	14
15	но и	14	14
16	как и	12	14
17	в его	24	14
18	не может	12	12
19	как бы	19	11
20	сказать что	3	11
21	с другой	3	10
22	прежде всего	7	10
23	в отношении	2	10
24	другой стороны	3	9
25	и не	31	9
26	между тем	5	9
27	и с	4	9
28	самого начала	2	8
29	и на	7	8
30	в основе	4	8
31	в процессе	4	8
32	то же	14	8
33	вопрос о	2	7
34	в этой	4	7
35	в самом	10	7
36	по отношению	8	7
37	в то	10	7
38	так как	6	7
39	что он	8	7
40	отношению к	8	7
41	и ее	2	7
42	все время	2	6
43	с этой	2	6
44	от того	4	6
45	все это	6	6
46	именно в	5	6
47	могли бы	2	6
48	потому что	8	6
49	с этим	2	6
50	в сущности	5	6
51	мысли и	5	6
52	и его	14	6
53	тем что	4	6
54	в себе	7	6
55	только в	10	6
56	тому что	3	5
57	перед нами	5	5
58	и как	7	5
59	по себе	8	5
60	в своих	3	5
61	мы должны	3	5
62	бы в	3	5
63	мысли в	2	5
64	если бы	9	5
65	но в	7	5
66	что может	2	5
67	и что	2	5
68	он не	5	5
69	так и	7	5
70	как мы	4	5
71	но не	9	4
72	не в	7	4
73	при этом	2	4
74	друг с	2	4
75	что она	6	4
76	в котором	2	4
77	в свете	4	4
78	все эти	9	4
79	этом отношении	3	4
80	в результате	4	4
81	их в	4	4
82	с его	9	4
83	в одном	10	4
84	и к	2	4
85	по существу	3	4
86	было бы	5	4
87	для себя	2	4
88	в своей	8	4
89	сих пор	2	4
90	как в	6	4
91	приводит к	3	4
92	во всей	2	4
93	как раз	6	4
94	хотя бы	2	4
95	мы видим	2	4
96	ни в	3	4
97	как на	3	4
98	до сих	2	4
99	уже в	3	3
100	я не	3	3
101	в своем	8	3
102	и от	2	3
103	между отдельными	2	3
104	и следовательно	4	3
105	друг другу	2	3
106	в их	3	3
107	то и	2	3
108	отношения к	3	3
109	в которых	2	3
110	вовсе не	7	3
111	в одной	6	3
112	этот вопрос	2	3
113	всяком случае	3	3
114	сознания и	5	3
115	превращается в	4	3
116	что оно	2	3
117	она не	7	3
118	все же	9	3
119	самом деле	6	3
120	а не	22	3
121	из которых	2	3
122	на этот	2	3
123	можно было	2	3
124	во всяком	5	3
125	он в	3	3
126	могут быть	6	3
127	всей его	2	3
128	связи с	2	3
129	и это	5	3
130	в которой	2	3
131	ничего не	5	3
132	на вопрос	2	2
133	в противоположность	2	2
134	никогда не	3	2
135	точку зрения	6	2
136	целом ряде	3	2
137	или даже	2	2
138	в конце	6	2
139	от них	2	2
140	в смысле	2	2
141	является для	2	2
142	как таковой	2	2
143	в зависимости	5	2
144	но все	5	2
145	же время	9	2
146	для него	18	2
147	внешнего мира	3	2
148	несмотря на	6	2
149	был бы	6	2
150	один из	2	2
151	жизни и	2	2
152	и до	3	2
153	данном случае	2	2
154	той же	5	2
155	мысль не	3	2
156	и наконец	4	2
157	и даже	2	2
158	должно быть	4	2
159	бы и	4	2
160	а в	7	2
161	единство сознания	2	2
162	одно из	2	2
163	месте и	2	2
164	мысль как	2	2
165	всех этих	2	2
166	он может	3	2
167	в них	3	2
168	поэтому в	2	2
169	идет о	4	2
170	зависимости от	5	2
171	себе и	3	2
172	бы он	2	2
173	в один	2	2
174	за пределы	7	2
175	наконец в	2	2
176	и понимания	3	2
177	и потому	6	2
178	даже в	4	2
179	на него	3	2
180	нами в	2	2
181	также не	2	2
182	уже не	13	2
183	и слово	3	2
184	и пр	3	2
185	между ними	2	2
186	к этим	2	2
187	с другими	7	2
188	в данном	2	2
189	его на	2	2
190	там где	10	2
191	заметить что	2	2
