N	2gram	Bakhtin_Pr_1	Myslijsy
1	потому что	8	33
2	то что	15	29
3	может быть	24	26
4	таким образом	12	24
5	в том	8	23
6	и в	29	23
7	в этом	22	23
8	и не	31	18
9	что в	8	17
10	при этом	2	15
11	только в	10	15
12	как и	12	14
13	в себе	7	14
14	то же	14	14
15	так как	6	14
16	если бы	9	13
17	том что	7	12
18	не было	4	12
19	а не	22	12
20	по себе	8	11
21	но и	14	11
22	не в	7	11
23	не может	12	11
24	и потому	6	10
25	по отношению	8	10
26	не только	15	10
27	тем что	4	10
28	не есть	2	9
29	между тем	5	9
30	в своем	8	8
31	было бы	5	8
32	отношению к	8	8
33	сказать что	3	8
34	но в	7	8
35	это не	9	7
36	в нем	19	7
37	что и	4	7
38	и что	2	7
39	вовсе не	7	7
40	и т	4	7
41	могут быть	6	7
42	как в	6	7
43	мысли и	5	7
44	с этим	2	7
45	и к	2	6
46	человеческого духа	2	6
47	заметить что	2	6
48	в которой	2	6
49	так и	7	6
50	уже в	3	5
51	так что	2	5
52	само по	3	5
53	для него	18	5
54	таким же	3	5
55	в его	24	5
56	как бы	19	5
57	к нему	6	5
58	бы и	4	5
59	что же	4	5
60	все это	6	5
61	находится в	2	5
62	должно быть	4	5
63	а в	7	5
64	с ним	5	5
65	не из	3	5
66	во всяком	5	5
67	так сказать	4	5
68	на вопрос	2	4
69	что он	8	4
70	как же	4	4
71	есть то	3	4
72	до сих	2	4
73	на котором	3	4
74	только как	2	4
75	со своим	2	4
76	в одном	10	4
77	если б	2	4
78	и о	5	4
79	от того	4	4
80	в котором	2	4
81	между ними	2	4
82	сих пор	2	4
83	то и	2	4
84	слово в	2	4
85	в истории	2	4
86	в той	2	4
87	хотя бы	2	4
88	так же	6	4
89	с другими	7	4
90	самое слово	2	4
91	точки зрения	19	4
92	в данном	2	4
93	т п	3	4
94	в сознании	2	4
95	в то	10	4
96	могли бы	2	4
97	если же	3	4
98	его в	6	4
99	и с	4	4
100	для создания	2	3
101	и есть	2	3
102	ни был	2	3
103	никогда не	3	3
104	связи с	2	3
105	в них	3	3
106	из одного	4	3
107	в смысле	2	3
108	именно в	5	3
109	но это	4	3
110	же время	9	3
111	кроме того	3	3
112	еще не	5	3
113	мы уже	2	3
114	например в	3	3
115	на его	2	3
116	в самом	10	3
117	и следовательно	4	3
118	всяком случае	3	3
119	на себе	2	3
120	в каждом	8	3
121	в процессе	4	3
122	той же	5	3
123	все эти	9	3
124	те же	2	3
125	на самом	5	3
126	уже не	13	3
127	самом деле	6	3
128	и на	7	3
129	этот вопрос	2	3
130	и до	3	3
131	в которых	2	3
132	их в	4	3
133	мы его	2	3
134	с точки	13	3
135	там где	10	3
136	тому как	3	2
137	я не	3	2
138	не могут	6	2
139	самого начала	2	2
140	в другой	3	2
141	и как	7	2
142	тому что	3	2
143	все что	3	2
144	сами по	3	2
145	превращается в	4	2
146	с другой	3	2
147	оно не	3	2
148	то он	2	2
149	не как	14	2
150	же что	5	2
151	она так	2	2
152	к сознанию	2	2
153	а как	7	2
154	вопрос о	2	2
155	для понимания	2	2
156	отношение к	2	2
157	что может	2	2
158	все в	3	2
159	и здесь	3	2
160	в самой	6	2
161	чем в	2	2
162	лишь один	2	2
163	уже и	2	2
164	в большинстве	2	2
165	есть и	2	2
166	она не	7	2
167	тот же	2	2
168	в сущности	5	2
169	за ним	3	2
170	они могут	2	2
171	в ней	2	2
172	он не	5	2
173	не значит	4	2
174	от ее	2	2
175	человека из	3	2
176	и др	5	2
177	даже в	4	2
178	один из	2	2
179	нам кажется	2	2
180	и это	5	2
181	в мире	6	2
182	конечно не	2	2
183	данном случае	2	2
184	что она	6	2
185	и вполне	2	2
186	мы видим	2	2
187	и для	4	2
188	человека в	4	2
189	но эта	4	2
190	как мы	4	2
191	здесь мы	2	2
192	именно на	2	2
193	из которых	2	2
194	и у	3	2
195	на этот	2	2
196	и даже	2	2
197	для самого	2	2
198	друг друга	3	2
199	и его	14	2
200	можно было	2	2
201	в своих	3	2
202	тем как	4	2
203	подобно тому	3	2
204	он все	2	2
205	бы в	3	2
206	мы должны	3	2
207	его к	2	2
208	из тех	2	2
209	большинстве случаев	2	2
210	мысли в	2	2
211	за собою	2	2
