N	2gram	Vygotskiy__5	Problemy
1	и в	16	43
2	и не	12	29
3	может быть	9	23
4	как бы	5	22
5	не может	18	18
6	в пределах	4	16
7	но и	6	14
8	как и	8	14
9	точки зрения	18	13
10	в этом	25	13
11	что он	25	13
12	в нем	7	12
13	в одном	3	12
14	не в	6	11
15	по себе	7	11
16	не только	16	11
17	прежде всего	3	10
18	и на	6	10
19	но в	6	10
20	в его	11	10
21	как мы	10	10
22	никогда не	5	9
23	еще не	4	9
24	в сущности	13	9
25	он не	8	9
26	для него	5	8
27	то же	8	8
28	с точки	9	8
29	и его	3	8
30	до сих	3	7
31	в самом	4	7
32	в то	5	7
33	то что	26	7
34	сих пор	3	7
35	а не	10	7
36	в другом	6	7
37	в этих	3	6
38	в том	18	6
39	при этом	4	6
40	в котором	2	6
41	к одному	2	6
42	у него	6	6
43	что я	2	6
44	приводит к	7	6
45	так что	4	5
46	к нему	3	5
47	нам кажется	2	5
48	все это	2	5
49	по отношению	12	5
50	таким образом	19	5
51	все эти	4	5
52	а в	3	5
53	и с	3	5
54	бы в	4	5
55	вовсе не	2	5
56	о том	8	5
57	но не	10	5
58	слов и	2	5
59	было бы	10	5
60	никак не	3	5
61	и что	12	5
62	отношению к	12	5
63	в той	6	5
64	самом деле	3	5
65	я не	2	4
66	не могут	4	4
67	сама по	4	4
68	что в	16	4
69	в своем	5	4
70	с другой	4	4
71	к тому	6	4
72	до конца	3	4
73	но это	3	4
74	друг с	7	4
75	по мере	2	4
76	ни одного	2	4
77	должно быть	8	4
78	в результате	4	4
79	их в	2	4
80	но он	7	4
81	так как	16	4
82	в них	2	4
83	точек зрения	4	4
84	совершенно не	2	4
85	в своей	2	4
86	во всех	2	4
87	не на	3	4
88	в отличие	2	4
89	на этот	4	4
90	мы не	3	4
91	этот вопрос	6	4
92	речи и	6	4
93	с другом	7	4
94	только в	10	4
95	отличие от	2	4
96	не менее	3	3
97	мы будем	2	3
98	что если	4	3
99	должна быть	5	3
100	себя и	2	3
101	в отношении	9	3
102	это не	4	3
103	тому же	2	3
104	такой же	4	3
105	и следовательно	6	3
106	в виду	2	3
107	и их	4	3
108	в их	3	3
109	устной речи	24	3
110	и даже	2	3
111	и здесь	2	3
112	во всем	2	3
113	ни на	2	3
114	его в	2	3
115	с ним	5	3
116	между тем	3	3
117	в жизни	2	3
118	но при	2	3
119	сознания и	2	3
120	если бы	8	3
121	в единстве	2	3
122	не знает	5	3
123	стороны и	2	3
124	в различных	2	3
125	и к	2	3
126	по существу	3	3
127	того же	7	3
128	тот же	5	3
129	со всеми	2	3
130	когда он	2	3
131	за пределы	4	3
132	что и	3	3
133	все же	3	3
134	так и	7	3
135	только на	2	3
136	в себя	3	3
137	другой стороны	2	3
138	той же	4	3
139	можно было	5	3
140	ничего не	5	3
141	тем что	5	3
142	могут быть	4	3
143	для другого	2	3
144	его и	3	2
145	что у	2	2
146	мысли и	5	2
147	вопрос о	12	2
148	оно является	3	2
149	и как	3	2
150	но все	2	2
151	мы и	5	2
152	знает что	2	2
153	осознания и	4	2
154	все он	2	2
155	и является	3	2
156	ту же	2	2
157	время как	4	2
158	то это	2	2
159	к внутренней	3	2
160	в целом	4	2
161	друг от	4	2
162	отношение к	11	2
163	значение в	3	2
164	то и	2	2
165	отношения к	2	2
166	того что	16	2
167	речь и	4	2
168	так же	15	2
169	опирается на	4	2
170	в своих	2	2
171	сказать что	13	2
172	из них	2	2
173	но этот	2	2
174	как он	6	2
175	в первом	3	2
176	во всяком	2	2
177	в плоскости	2	2
178	между собой	13	2
179	с этим	3	2
180	в такой	5	2
181	лежит в	2	2
182	что было	2	2
183	быть в	2	2
184	в первой	2	2
185	у нас	2	2
186	по своему	3	2
187	то время	4	2
188	указывает на	2	2
189	с их	4	2
190	от друга	4	2
191	его мысли	3	2
192	не есть	4	2
193	отношение между	4	2
194	которая как	2	2
195	в процессе	13	2
196	внутренней речи	7	2
197	ее в	3	2
198	как в	5	2
199	нами в	2	2
200	а с	2	2
201	еще более	5	2
202	если мы	7	2
203	речи как	4	2
204	том что	15	2
205	должны быть	2	2
206	хотя бы	5	2
207	речь в	3	2
208	чтобы сделать	2	2
209	значение для	2	2
210	и то	4	2
211	мы можем	6	2
212	сознание и	2	2
213	того как	5	2
