N	2gram	Propp_Russ_1	Istorich
1	т е	17	29
2	и т	10	19
3	не только	22	18
4	т д	9	18
5	может быть	8	17
6	и в	36	15
7	мы имеем	4	15
8	но и	16	14
9	так как	15	14
10	так же	3	13
11	что в	19	12
12	а в	9	12
13	то что	6	12
14	об этом	9	11
15	в этих	3	11
16	и не	6	11
17	в этом	12	11
18	что они	7	10
19	то же	3	10
20	с тем	8	9
21	еще не	4	9
22	все же	5	9
23	и здесь	2	9
24	потому что	10	9
25	связи с	4	8
26	мы увидим	8	8
27	один из	8	8
28	должны были	2	8
29	мы видим	2	8
30	мы можем	2	8
31	том что	19	7
32	и пр	2	7
33	в нем	2	7
34	вместе с	10	7
35	таким образом	6	7
36	ничего не	3	7
37	видно что	6	6
38	так что	2	6
39	что это	3	6
40	в его	2	6
41	как бы	5	6
42	что и	7	6
43	и что	4	6
44	в том	17	6
45	только в	4	6
46	но в	2	6
47	с этим	2	5
48	в одном	3	5
49	этом случае	5	5
50	к тому	4	5
51	но все	3	5
52	как в	5	5
53	она не	2	5
54	так и	7	5
55	что она	2	5
56	не может	4	5
57	в связи	4	5
58	а не	2	5
59	представляет собой	4	5
60	и другие	13	4
61	и др	4	4
62	его и	2	4
63	но они	3	4
64	показывает что	5	4
65	у него	2	4
66	увидим ниже	3	4
67	для нас	6	4
68	но это	4	4
69	при этом	6	4
70	или на	3	4
71	в ней	2	4
72	после этого	4	4
73	не будем	3	4
74	того как	5	4
75	и с	2	4
76	тем что	4	4
77	и на	10	4
78	мы должны	2	4
79	все эти	2	4
80	в дом	2	3
81	всех этих	2	3
82	в качестве	3	3
83	из этих	4	3
84	он был	2	3
85	как это	8	3
86	предположить что	2	3
87	д к	8	3
88	в доме	2	3
89	между прочим	2	3
90	заупокойном культе	2	3
91	не совсем	4	3
92	должно было	2	3
93	о том	8	3
94	когда он	2	3
95	в их	4	3
96	все это	6	3
97	так в	4	3
98	после того	2	3
99	стоит в	2	3
100	того что	4	3
101	мы не	6	3
102	эти представления	2	3
103	что этот	4	3
104	как будто	5	3
105	представляют собой	7	3
106	как он	2	3
107	в других	11	3
108	наших целей	2	2
109	во время	14	2
110	не было	2	2
111	они были	2	2
112	и более	2	2
113	могут быть	2	2
114	себя и	2	2
115	но есть	2	2
116	это не	10	2
117	в жизни	2	2
118	представление о	3	2
119	на самом	2	2
120	главным образом	2	2
121	в тех	4	2
122	что у	2	2
123	в основном	3	2
124	по существу	4	2
125	как и	10	2
126	в силу	2	2
127	такой же	2	2
128	в земле	2	2
129	одна из	4	2
130	но не	2	2
131	одно из	5	2
132	не что	2	2
133	и из	3	2
134	например в	2	2
135	и для	2	2
136	так называемый	2	2
137	а также	3	2
138	подойти к	2	2
139	к материалу	2	2
140	также в	3	2
141	только у	2	2
142	на этой	2	2
143	из них	8	2
144	во всех	4	2
145	и их	4	2
146	в некоторых	4	2
147	приводит к	3	2
148	в свете	2	2
149	показывают что	2	2
150	в разных	3	2
151	а с	4	2
152	не просто	2	2
153	представления и	2	2
154	тут же	2	2
155	для наших	2	2
156	к таким	3	2
157	и по	8	2
158	к зеленин	5	2
159	или в	2	2
160	с ними	5	2
161	в русском	4	2
162	в которых	5	2
163	этого обряда	3	2
164	к ней	2	2
165	находится в	2	2
166	состоит в	8	2
167	что иное	2	2
168	ниже при	2	2
169	слова в	3	2
170	будто бы	6	2
171	в особенности	2	2
172	их в	3	2
173	иное как	2	2
174	еще до	2	2
175	других случаях	3	2
