N	2gram	Medvedev_F_1	Problema
1	и не	20	28
2	не только	7	24
3	только в	2	23
4	вовсе не	10	21
5	в том	6	20
6	и в	24	20
7	ни в	2	17
8	все эти	6	16
9	то что	8	15
10	у нас	5	14
11	было бы	6	14
12	но и	7	14
13	точки зрения	16	14
14	не в	8	13
15	даже и	2	13
16	в нашем	2	12
17	не есть	2	12
18	в себе	3	12
19	прежде всего	22	11
20	по себе	5	11
21	с точки	13	11
22	не менее	11	10
23	отнюдь не	6	10
24	так и	18	10
25	и его	10	10
26	может быть	14	9
27	все это	9	9
28	и даже	3	9
29	в этом	15	9
30	если бы	4	8
31	что он	3	8
32	таким образом	13	8
33	в результате	2	8
34	во всяком	4	8
35	и все	6	8
36	но в	5	8
37	с другой	5	7
38	это не	2	7
39	ясно что	3	7
40	еще не	6	7
41	мы не	3	7
42	и потому	9	7
43	то же	10	7
44	именно в	8	7
45	а не	10	7
46	и с	8	7
47	в ней	10	7
48	здесь не	3	7
49	хотя бы	5	7
50	всех этих	3	6
51	и от	7	6
52	а только	2	6
53	как и	11	6
54	но это	3	6
55	при этом	5	6
56	но не	3	5
57	на самом	7	5
58	в нем	14	5
59	здесь в	2	5
60	в ее	8	5
61	действительности и	3	5
62	и если	2	5
63	жизни и	7	5
64	вместе с	2	5
65	как в	8	5
66	так же	4	5
67	не может	16	5
68	в них	3	5
69	только и	4	5
70	если мы	2	5
71	уже не	2	5
72	с тем	2	4
73	в отношении	3	4
74	в одном	2	4
75	и ее	10	4
76	в самой	2	4
77	это и	3	4
78	в этой	6	4
79	тем самым	3	4
80	только не	2	4
81	одной из	2	4
82	в своей	11	4
83	как бы	6	4
84	всяком случае	4	4
85	однако не	2	4
86	и т	12	4
87	же в	3	4
88	во всех	5	4
89	отличается от	3	4
90	с этим	2	4
91	а в	6	4
92	и наконец	3	4
93	жизнь и	3	4
94	как раз	2	4
95	в то	9	4
96	в художественном	3	4
97	с ним	2	4
98	в связи	4	3
99	к тому	3	3
100	и более	2	3
101	независимо от	4	3
102	в жизни	3	3
103	ни на	3	3
104	или иного	3	3
105	и к	4	3
106	является для	2	3
107	как мы	5	3
108	все в	2	3
109	для него	3	3
110	и как	3	3
111	но все	2	3
112	связи с	3	3
113	в истории	4	3
114	учение о	4	3
115	глубоко и	2	3
116	не выходит	2	3
117	конечно не	4	3
118	и является	2	3
119	в его	23	3
120	не так	2	3
121	что и	2	3
122	в зависимости	2	3
123	что в	4	3
124	в новое	2	3
125	в своем	11	3
126	т д	8	3
127	не было	3	3
128	самом деле	6	3
129	с другими	4	3
130	и на	8	3
131	чем же	2	3
132	зависимости от	3	3
133	того или	2	3
134	как это	6	3
135	в области	3	3
136	как о	4	3
137	функций в	2	2
138	все время	2	2
139	в частности	4	2
140	и непосредственно	3	2
141	для этого	4	2
142	мы ни	2	2
143	она является	2	2
144	была бы	2	2
145	на все	3	2
146	в литературе	5	2
147	стороны и	4	2
148	с его	4	2
149	нет и	2	2
150	сама по	2	2
151	от всякой	2	2
152	тот или	2	2
153	в пределах	6	2
154	и может	4	2
155	со всеми	3	2
156	на его	2	2
157	в самом	5	2
158	за пределы	2	2
159	том чтобы	2	2
160	он не	3	2
161	к ней	2	2
162	перестает быть	3	2
163	сами по	2	2
164	все же	3	2
165	с ее	7	2
166	каждой из	3	2
167	бы быть	2	2
168	для всякого	2	2
169	если он	3	2
170	или менее	6	2
171	только на	5	2
172	жизни в	2	2
173	но эта	2	2
174	чтобы не	2	2
175	и что	2	2
176	ни было	2	2
177	друг друга	4	2
178	художественной структуры	6	2
179	во всем	2	2
180	его в	3	2
181	произведения искусства	3	2
182	и это	2	2
183	в которой	4	2
184	более или	6	2
185	учения о	2	2
