N	2gram	Propp_Isto_5	formyVre
1	и в	25	46
2	в этом	10	22
3	прежде всего	6	14
4	и т	20	14
5	вовсе не	2	13
6	и его	9	12
7	только в	7	11
8	не только	13	11
9	во всех	2	11
10	во время	7	10
11	в том	6	10
12	как бы	2	10
13	точки зрения	2	10
14	у него	2	9
15	не в	6	9
16	мы уже	4	9
17	вместе с	22	9
18	но и	13	9
19	и не	11	9
20	и для	2	9
21	в связи	4	8
22	связи с	8	8
23	как и	7	8
24	в его	12	8
25	жизни и	2	8
26	то же	4	8
27	того чтобы	3	8
28	для того	3	8
29	потому что	7	8
30	из них	2	8
31	в основном	4	8
32	может быть	17	7
33	то что	7	7
34	и на	8	7
35	никогда не	3	6
36	и все	3	6
37	как мы	5	6
38	еще не	8	6
39	его в	9	6
40	все же	10	6
41	все это	4	6
42	в особенности	3	6
43	человека в	3	6
44	так как	11	6
45	и с	3	6
46	в частности	7	5
47	с этим	5	5
48	связанные с	2	5
49	по существу	2	5
50	в дальнейшем	4	5
51	в пределах	4	5
52	в то	3	5
53	но не	5	5
54	он не	4	5
55	и др	3	5
56	в нем	7	5
57	что в	8	5
58	все эти	8	5
59	уже в	2	4
60	с этой	2	4
61	человека и	2	4
62	в образе	5	4
63	с ним	4	4
64	же в	2	4
65	том что	8	4
66	так что	2	4
67	с другом	2	4
68	друг с	2	4
69	как в	6	4
70	а не	2	4
71	и он	6	4
72	их в	3	4
73	в истории	4	4
74	о том	7	4
75	все его	2	4
76	о чем	2	3
77	того же	2	3
78	к этому	2	3
79	затем в	3	3
80	ему в	3	3
81	в море	5	3
82	что он	22	3
83	а затем	7	3
84	другой пример	2	3
85	и как	3	3
86	это значит	2	3
87	как у	2	3
88	в качестве	7	3
89	том как	2	3
90	в это	2	3
91	как можно	2	3
92	что и	6	3
93	ее в	2	3
94	но эти	3	3
95	в форме	3	3
96	т д	18	3
97	таким образом	9	3
98	и они	2	3
99	уже не	11	3
100	здесь мы	5	3
101	того что	2	3
102	и по	2	3
103	а в	3	3
104	роль в	2	3
105	в которых	3	3
106	тем что	10	3
107	здесь еще	3	3
108	в этих	6	3
109	на этом	3	2
110	и затем	2	2
111	с другой	9	2
112	и других	2	2
113	это не	6	2
114	что все	4	2
115	представление о	17	2
116	ее и	3	2
117	со своими	2	2
118	по себе	2	2
119	можно сказать	2	2
120	одновременно с	2	2
121	мы видим	8	2
122	они сами	2	2
123	в этой	3	2
124	с тем	8	2
125	а на	2	2
126	и пр	3	2
127	она не	2	2
128	наряду с	4	2
129	и потому	2	2
130	если в	3	2
131	драгоценные камни	3	2
132	только один	3	2
133	один из	2	2
134	сих пор	2	2
135	мы видели	7	2
136	после этого	2	2
137	этом случае	7	2
138	в некоторых	4	2
139	находится в	2	2
140	не может	6	2
141	если не	4	2
142	с одной	7	2
143	в себя	3	2
144	с большой	2	2
145	сюда же	3	2
146	так же	5	2
147	особенно в	2	2
148	представлений о	7	2
149	в иной	7	2
150	в данном	3	2
151	но это	7	2
152	то в	2	2
153	от этого	4	2
154	мы имеем	14	2
155	могут быть	6	2
156	но он	2	2
157	что здесь	3	2
158	ту же	2	2
159	него и	5	2
160	которой он	2	2
161	под землей	2	2
162	и это	4	2
163	там где	6	2
164	значит что	2	2
165	до сих	2	2
